schema_version	figure	panel	kda_run_id	broad_network	fine_cell_type	sex	apoe_group	driver	gene	layer	x	y	in_degree	out_degree	total_degree	degree_percentile	node_size_area	logFC	fdr_bh_within_contrast	paper_deg	donors_ad	donors_nci	is_driver	is_overlap	is_complex_v	is_candidate	display_label
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	ISCA1	2	0.29999999999999993	0.736	2	1	3	0.7729144717938895	100.0	-0.281389615706511	1.64226983073965e-07	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	MAGEF1	1	-0.30000000000000004	0.3066666666666667	2	5	7	0.9521118666794368	196.0	-0.848454604226554	9.05635532040391e-07	TRUE	7	6	FALSE	FALSE	FALSE	TRUE	MAGEF1
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	MPC2	3	0.875	-0.636923076923077	1	1	2	0.6445742744947802	81.0	-0.365223131910538	0.000725655236149757	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	MRPL18	3	0.9	0.7076923076923077	1	0	1	0.4400919452159755	64.0	-0.162615006979532	9.85794696919368e-07	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	MRPL27	3	0.925	-0.7076923076923077	2	1	3	0.7729144717938895	100.0	-0.768966675581482	3.26805768162557e-05	TRUE	7	6	FALSE	TRUE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	MRPS18B	3	0.9	0.07076923076923078	1	1	2	0.6445742744947802	81.0	-0.615456517669978	0.00586080341123674	TRUE	7	6	FALSE	TRUE	FALSE	TRUE	MRPS18B
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	OS9	3	0.875	0.7784615384615385	1	1	2	0.6445742744947802	81.0	-0.298407935577107	6.19880417679376e-06	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	PARK7	3	0.925	-0.07076923076923078	2	3	5	0.8979982760272005	144.0	-0.958306121387414	2.76269717586386e-07	TRUE	7	6	FALSE	TRUE	FALSE	TRUE	PARK7
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	POLD2	3	0.9	-0.7784615384615385	1	0	1	0.4400919452159755	64.0	-0.628877535296198	2.41743847309706e-05	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	PSMD8	3	0.925	0.8492307692307693	2	1	3	0.7729144717938895	100.0	-0.758475296666743	2.04957090697467e-09	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	RPA2	3	0.875	-0.8492307692307693	1	0	1	0.4400919452159755	64.0	-0.396112732633545	4.92997546864809e-05	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	SNAPC5	2	0.29999999999999993	0.184	3	6	9	0.9756728282731539	256.0	-0.512843209345469	0.000179832120584758	TRUE	7	6	FALSE	FALSE	FALSE	TRUE	SNAPC5
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	SRSF9	1	-0.30000000000000004	0.92	1	0	1	0.4400919452159755	64.0	-0.266867049028324	6.32745709633421e-05	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	TCEAL7	1	-0.30000000000000004	-0.92	2	0	2	0.6445742744947802	81.0	-0.932885764177764	3.07949205231539e-15	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	TKT	2	0.29999999999999993	-0.736	1	6	7	0.9521118666794368	196.0	-0.331411620255115	0.00844772503312715	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	TRAP1	3	0.9	0.92	2	7	9	0.9756728282731539	256.0	-0.114548734872041	9.07192743290653e-09	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	TUBA1A	2	0.29999999999999993	0.9200000000000002	2	1	3	0.7729144717938895	100.0	-1.06107318737668	4.19319795480661e-08	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	ZNF428	2	0.29999999999999993	-0.9200000000000002	1	6	7	0.9521118666794368	196.0	-1.19288211864078	9.39911663830072e-09	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
