schema_version	kda_run_id	analysis_tier	fine_cell_type	broad_network	signature_group	source_groups	source_contrast_ids	source_terminal_statuses	signature_direction	candidate_query_genes	effective_query_genes	exact_tested_genes	induced_network_edges	effective_background_genes	eligibility_status	terminal_status	significant_key_drivers	elapsed_seconds	message
mitochondrial_kda_run_manifest_v1	secondary_Exc_L6b_female_pool_AD_down_mito	secondary	Exc L6b	Excitatory_neurons	female_pool	F_e2;F_e33;F_e4	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e2;excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33;excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4	validated_complete;validated_complete;validated_complete	AD_down_mito	72	51	12069	12498	9663	eligible	completed_significant	1	3.33900000000017	
mitochondrial_kda_run_manifest_v1	secondary_Exc_L6b_female_pool_AD_both_mito	secondary	Exc L6b	Excitatory_neurons	female_pool	F_e2;F_e33;F_e4	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e2;excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33;excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4	validated_complete;validated_complete;validated_complete	AD_both_mito	121	96	12069	12498	9663	eligible	completed_significant	14	4.87599999999998	
mitochondrial_kda_run_manifest_v1	secondary_Exc_L6b_male_pool_AD_up_mito	secondary	Exc L6b	Excitatory_neurons	male_pool	M_e2;M_e33;M_e4	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2;excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33;excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4	validated_complete;validated_complete;validated_complete	AD_up_mito	177	150	11693	12326	9535	eligible	completed_significant	2	5.45699999999988	
mitochondrial_kda_run_manifest_v1	secondary_Exc_L6b_male_pool_AD_down_mito	secondary	Exc L6b	Excitatory_neurons	male_pool	M_e2;M_e33;M_e4	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2;excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33;excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4	validated_complete;validated_complete;validated_complete	AD_down_mito	76	63	11693	12326	9535	eligible	completed_significant	1	3.3159999999998	
mitochondrial_kda_run_manifest_v1	secondary_Exc_L6b_male_pool_AD_both_mito	secondary	Exc L6b	Excitatory_neurons	male_pool	M_e2;M_e33;M_e4	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2;excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33;excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4	validated_complete;validated_complete;validated_complete	AD_both_mito	242	203	11693	12326	9535	eligible	completed_significant	4	6.84399999999982	
mitochondrial_kda_run_manifest_v1	secondary_Exc_L6b_e2_pool_AD_up_mito	secondary	Exc L6b	Excitatory_neurons	e2_pool	F_e2;M_e2	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e2;excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2	validated_complete;validated_complete	AD_up_mito	148	131	12178	12505	9673	eligible	completed_significant	3	5.07099999999991	
mitochondrial_kda_run_manifest_v1	secondary_Exc_L6b_e2_pool_AD_down_mito	secondary	Exc L6b	Excitatory_neurons	e2_pool	F_e2;M_e2	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e2;excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2	validated_complete;validated_complete	AD_down_mito	50	43	12178	12505	9673	eligible	completed_significant	3	2.79100000000017	
mitochondrial_kda_run_manifest_v1	secondary_Exc_L6b_e2_pool_AD_both_mito	secondary	Exc L6b	Excitatory_neurons	e2_pool	F_e2;M_e2	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e2;excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2	validated_complete;validated_complete	AD_both_mito	196	173	12178	12505	9673	eligible	completed_significant	4	6.18900000000008	
mitochondrial_kda_run_manifest_v1	secondary_Exc_L6b_e33_pool_AD_up_mito	secondary	Exc L6b	Excitatory_neurons	e33_pool	F_e33;M_e33	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33;excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33	validated_complete;validated_complete	AD_up_mito	71	62	11724	12364	9560	eligible	completed_significant	14	2.68200000000002	
mitochondrial_kda_run_manifest_v1	secondary_Exc_L6b_e33_pool_AD_down_mito	secondary	Exc L6b	Excitatory_neurons	e33_pool	F_e33;M_e33	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33;excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33	validated_complete;validated_complete	AD_down_mito	23	15	11724	12364	9560	eligible	completed_no_significant	0	1.03999999999996	
mitochondrial_kda_run_manifest_v1	secondary_Exc_L6b_e33_pool_AD_both_mito	secondary	Exc L6b	Excitatory_neurons	e33_pool	F_e33;M_e33	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33;excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33	validated_complete;validated_complete	AD_both_mito	94	77	11724	12364	9560	eligible	completed_significant	11	3.60799999999995	
mitochondrial_kda_run_manifest_v1	secondary_Exc_L6b_e4_pool_AD_up_mito	secondary	Exc L6b	Excitatory_neurons	e4_pool	F_e4;M_e4	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4;excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4	validated_complete;validated_complete	AD_up_mito	16	14	12306	12563	9709	eligible	completed_significant	1	1.17200000000003	
mitochondrial_kda_run_manifest_v1	secondary_Exc_L6b_e4_pool_AD_down_mito	secondary	Exc L6b	Excitatory_neurons	e4_pool	F_e4;M_e4	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4;excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4	validated_complete;validated_complete	AD_down_mito	71	54	12306	12563	9709	eligible	completed_significant	1	3.40300000000002	
mitochondrial_kda_run_manifest_v1	secondary_Exc_L6b_e4_pool_AD_both_mito	secondary	Exc L6b	Excitatory_neurons	e4_pool	F_e4;M_e4	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4;excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4	validated_complete;validated_complete	AD_both_mito	86	67	12306	12563	9709	eligible	completed_significant	2	3.94399999999996	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_F_e2_AD_up_mito	primary	Exc NRGN	Excitatory_neurons	F_e2	F_e2	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2	validated_complete	AD_up_mito	0	0	4830	4763	3956	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_F_e2_AD_down_mito	primary	Exc NRGN	Excitatory_neurons	F_e2	F_e2	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2	validated_complete	AD_down_mito	1	1	4830	4763	3956	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_F_e2_AD_both_mito	primary	Exc NRGN	Excitatory_neurons	F_e2	F_e2	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2	validated_complete	AD_both_mito	1	1	4830	4763	3956	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_F_e33_AD_up_mito	primary	Exc NRGN	Excitatory_neurons	F_e33	F_e33	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33	validated_complete	AD_up_mito	5	5	4461	4379	3661	eligible	completed_no_significant	0	0.163999999999987	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_F_e33_AD_down_mito	primary	Exc NRGN	Excitatory_neurons	F_e33	F_e33	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33	validated_complete	AD_down_mito	9	9	4461	4379	3661	eligible	completed_no_significant	0	0.330000000000155	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_F_e33_AD_both_mito	primary	Exc NRGN	Excitatory_neurons	F_e33	F_e33	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33	validated_complete	AD_both_mito	14	14	4461	4379	3661	eligible	completed_no_significant	0	0.476999999999862	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_F_e4_AD_up_mito	primary	Exc NRGN	Excitatory_neurons	F_e4	F_e4	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4	validated_complete	AD_up_mito	1	0	4552	4442	3720	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_F_e4_AD_down_mito	primary	Exc NRGN	Excitatory_neurons	F_e4	F_e4	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4	validated_complete	AD_down_mito	5	5	4552	4442	3720	eligible	completed_significant	5	0.130999999999858	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_F_e4_AD_both_mito	primary	Exc NRGN	Excitatory_neurons	F_e4	F_e4	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4	validated_complete	AD_both_mito	6	5	4552	4442	3720	eligible	completed_significant	5	0.130000000000109	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_M_e2_AD_up_mito	primary	Exc NRGN	Excitatory_neurons	M_e2	M_e2	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2	validated_complete	AD_up_mito	107	91	5154	5116	4239	eligible	completed_significant	18	1.98800000000006	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_M_e2_AD_down_mito	primary	Exc NRGN	Excitatory_neurons	M_e2	M_e2	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2	validated_complete	AD_down_mito	74	64	5154	5116	4239	eligible	completed_significant	10	1.30500000000006	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_M_e2_AD_both_mito	primary	Exc NRGN	Excitatory_neurons	M_e2	M_e2	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2	validated_complete	AD_both_mito	181	155	5154	5116	4239	eligible	completed_significant	7	2.69600000000014	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_M_e33_AD_up_mito	primary	Exc NRGN	Excitatory_neurons	M_e33	M_e33	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	validated_complete	AD_up_mito	46	45	4636	4557	3823	eligible	completed_no_significant	0	1.08600000000001	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_M_e33_AD_down_mito	primary	Exc NRGN	Excitatory_neurons	M_e33	M_e33	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	validated_complete	AD_down_mito	158	136	4636	4557	3823	eligible	completed_significant	51	1.45000000000005	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_M_e33_AD_both_mito	primary	Exc NRGN	Excitatory_neurons	M_e33	M_e33	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	validated_complete	AD_both_mito	204	181	4636	4557	3823	eligible	completed_significant	24	2.36699999999996	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_M_e4_AD_up_mito	primary	Exc NRGN	Excitatory_neurons	M_e4	M_e4	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	validated_complete	AD_up_mito	33	30	6307	6526	5306	eligible	completed_significant	3	1.18200000000002	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_M_e4_AD_down_mito	primary	Exc NRGN	Excitatory_neurons	M_e4	M_e4	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	validated_complete	AD_down_mito	82	75	6307	6526	5306	eligible	completed_significant	15	1.9190000000001	
mitochondrial_kda_run_manifest_v1	primary_Exc_NRGN_M_e4_AD_both_mito	primary	Exc NRGN	Excitatory_neurons	M_e4	M_e4	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	validated_complete	AD_both_mito	115	105	6307	6526	5306	eligible	completed_significant	10	2.74900000000002	
mitochondrial_kda_run_manifest_v1	secondary_Exc_NRGN_female_pool_AD_up_mito	secondary	Exc NRGN	Excitatory_neurons	female_pool	F_e2;F_e33;F_e4	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2;excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33;excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4	validated_complete;validated_complete;validated_complete	AD_up_mito	6	3	4203	4061	3430	eligible	completed_significant	5	0.130000000000109	
mitochondrial_kda_run_manifest_v1	secondary_Exc_NRGN_female_pool_AD_down_mito	secondary	Exc NRGN	Excitatory_neurons	female_pool	F_e2;F_e33;F_e4	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2;excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33;excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4	validated_complete;validated_complete;validated_complete	AD_down_mito	15	14	4203	4061	3430	eligible	completed_no_significant	0	0.394999999999982	
mitochondrial_kda_run_manifest_v1	secondary_Exc_NRGN_female_pool_AD_both_mito	secondary	Exc NRGN	Excitatory_neurons	female_pool	F_e2;F_e33;F_e4	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2;excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33;excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4	validated_complete;validated_complete;validated_complete	AD_both_mito	21	17	4203	4061	3430	eligible	completed_no_significant	0	0.510999999999967	
mitochondrial_kda_run_manifest_v1	secondary_Exc_NRGN_male_pool_AD_up_mito	secondary	Exc NRGN	Excitatory_neurons	male_pool	M_e2;M_e33;M_e4	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2;excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33;excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	validated_complete;validated_complete;validated_complete	AD_up_mito	170	115	4353	4243	3580	eligible	completed_significant	6	1.95500000000015	
mitochondrial_kda_run_manifest_v1	secondary_Exc_NRGN_male_pool_AD_down_mito	secondary	Exc NRGN	Excitatory_neurons	male_pool	M_e2;M_e33;M_e4	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2;excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33;excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	validated_complete;validated_complete;validated_complete	AD_down_mito	246	182	4353	4243	3580	eligible	completed_significant	25	2.42699999999991	
mitochondrial_kda_run_manifest_v1	secondary_Exc_NRGN_male_pool_AD_both_mito	secondary	Exc NRGN	Excitatory_neurons	male_pool	M_e2;M_e33;M_e4	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2;excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33;excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	validated_complete;validated_complete;validated_complete	AD_both_mito	303	199	4353	4243	3580	eligible	completed_significant	24	2.25099999999998	
mitochondrial_kda_run_manifest_v1	secondary_Exc_NRGN_e2_pool_AD_up_mito	secondary	Exc NRGN	Excitatory_neurons	e2_pool	F_e2;M_e2	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2;excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2	validated_complete;validated_complete	AD_up_mito	107	89	4345	4235	3539	eligible	completed_significant	16	1.55600000000004	
mitochondrial_kda_run_manifest_v1	secondary_Exc_NRGN_e2_pool_AD_down_mito	secondary	Exc NRGN	Excitatory_neurons	e2_pool	F_e2;M_e2	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2;excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2	validated_complete;validated_complete	AD_down_mito	75	41	4345	4235	3539	eligible	completed_significant	7	0.797000000000026	
mitochondrial_kda_run_manifest_v1	secondary_Exc_NRGN_e2_pool_AD_both_mito	secondary	Exc NRGN	Excitatory_neurons	e2_pool	F_e2;M_e2	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2;excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2	validated_complete;validated_complete	AD_both_mito	181	129	4345	4235	3539	eligible	completed_significant	7	2.07600000000002	
mitochondrial_kda_run_manifest_v1	secondary_Exc_NRGN_e33_pool_AD_up_mito	secondary	Exc NRGN	Excitatory_neurons	e33_pool	F_e33;M_e33	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33;excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	validated_complete;validated_complete	AD_up_mito	47	22	4059	3880	3301	eligible	completed_no_significant	0	0.603000000000066	
mitochondrial_kda_run_manifest_v1	secondary_Exc_NRGN_e33_pool_AD_down_mito	secondary	Exc NRGN	Excitatory_neurons	e33_pool	F_e33;M_e33	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33;excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	validated_complete;validated_complete	AD_down_mito	162	137	4059	3880	3301	eligible	completed_significant	35	1.29700000000003	
mitochondrial_kda_run_manifest_v1	secondary_Exc_NRGN_e33_pool_AD_both_mito	secondary	Exc NRGN	Excitatory_neurons	e33_pool	F_e33;M_e33	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33;excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	validated_complete;validated_complete	AD_both_mito	209	159	4059	3880	3301	eligible	completed_significant	24	2.01800000000003	
mitochondrial_kda_run_manifest_v1	secondary_Exc_NRGN_e4_pool_AD_up_mito	secondary	Exc NRGN	Excitatory_neurons	e4_pool	F_e4;M_e4	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4;excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	validated_complete;validated_complete	AD_up_mito	34	11	4503	4383	3681	eligible	completed_no_significant	0	0.295000000000073	
mitochondrial_kda_run_manifest_v1	secondary_Exc_NRGN_e4_pool_AD_down_mito	secondary	Exc NRGN	Excitatory_neurons	e4_pool	F_e4;M_e4	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4;excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	validated_complete;validated_complete	AD_down_mito	85	70	4503	4383	3681	eligible	completed_significant	13	1.31200000000013	
mitochondrial_kda_run_manifest_v1	secondary_Exc_NRGN_e4_pool_AD_both_mito	secondary	Exc NRGN	Excitatory_neurons	e4_pool	F_e4;M_e4	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4;excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	validated_complete;validated_complete	AD_both_mito	119	81	4503	4383	3681	eligible	completed_significant	12	1.60199999999986	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_F_e2_AD_up_mito	primary	Exc RELN CHD7	Excitatory_neurons	F_e2	F_e2	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2	validated_complete	AD_up_mito	20	18	9435	10161	8024	eligible	completed_significant	4	0.914999999999964	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_F_e2_AD_down_mito	primary	Exc RELN CHD7	Excitatory_neurons	F_e2	F_e2	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2	validated_complete	AD_down_mito	8	5	9435	10161	8024	eligible	completed_significant	12	0.182999999999993	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_F_e2_AD_both_mito	primary	Exc RELN CHD7	Excitatory_neurons	F_e2	F_e2	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2	validated_complete	AD_both_mito	28	23	9435	10161	8024	eligible	completed_significant	4	1.05899999999997	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_F_e33_AD_up_mito	primary	Exc RELN CHD7	Excitatory_neurons	F_e33	F_e33	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e33	validated_complete	AD_up_mito	56	48	7582	7944	6458	eligible	completed_significant	4	1.58699999999999	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_F_e33_AD_down_mito	primary	Exc RELN CHD7	Excitatory_neurons	F_e33	F_e33	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e33	validated_complete	AD_down_mito	61	55	7582	7944	6458	eligible	completed_significant	2	1.83500000000004	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_F_e33_AD_both_mito	primary	Exc RELN CHD7	Excitatory_neurons	F_e33	F_e33	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e33	validated_complete	AD_both_mito	117	103	7582	7944	6458	eligible	completed_no_significant	0	3.32100000000014	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_F_e4_AD_up_mito	primary	Exc RELN CHD7	Excitatory_neurons	F_e4	F_e4	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e4	validated_complete	AD_up_mito	70	63	8695	9435	7514	eligible	completed_no_significant	0	2.70100000000002	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_F_e4_AD_down_mito	primary	Exc RELN CHD7	Excitatory_neurons	F_e4	F_e4	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e4	validated_complete	AD_down_mito	140	126	8695	9435	7514	eligible	completed_significant	17	3.1400000000001	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_F_e4_AD_both_mito	primary	Exc RELN CHD7	Excitatory_neurons	F_e4	F_e4	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e4	validated_complete	AD_both_mito	210	189	8695	9435	7514	eligible	completed_significant	12	4.86699999999996	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_M_e2_AD_up_mito	primary	Exc RELN CHD7	Excitatory_neurons	M_e2	M_e2	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e2	validated_complete	AD_up_mito	28	24	7644	7955	6472	eligible	completed_significant	4	0.988000000000056	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_M_e2_AD_down_mito	primary	Exc RELN CHD7	Excitatory_neurons	M_e2	M_e2	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e2	validated_complete	AD_down_mito	41	38	7644	7955	6472	eligible	completed_significant	18	1.11000000000013	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_M_e2_AD_both_mito	primary	Exc RELN CHD7	Excitatory_neurons	M_e2	M_e2	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e2	validated_complete	AD_both_mito	69	62	7644	7955	6472	eligible	completed_significant	15	2.0139999999999	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_M_e33_AD_up_mito	primary	Exc RELN CHD7	Excitatory_neurons	M_e33	M_e33	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e33	validated_complete	AD_up_mito	13	11	5605	5515	4676	eligible	completed_no_significant	0	0.437999999999875	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_M_e33_AD_down_mito	primary	Exc RELN CHD7	Excitatory_neurons	M_e33	M_e33	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e33	validated_complete	AD_down_mito	54	42	5605	5515	4676	eligible	completed_significant	24	0.722000000000207	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_M_e33_AD_both_mito	primary	Exc RELN CHD7	Excitatory_neurons	M_e33	M_e33	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e33	validated_complete	AD_both_mito	67	53	5605	5515	4676	eligible	completed_significant	21	1.08600000000001	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_M_e4_AD_up_mito	primary	Exc RELN CHD7	Excitatory_neurons	M_e4	M_e4	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e4	validated_complete	AD_up_mito	142	122	6935	7199	5873	eligible	completed_significant	23	2.53400000000011	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_M_e4_AD_down_mito	primary	Exc RELN CHD7	Excitatory_neurons	M_e4	M_e4	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e4	validated_complete	AD_down_mito	77	63	6935	7199	5873	eligible	completed_no_significant	0	1.90700000000015	
mitochondrial_kda_run_manifest_v1	primary_Exc_RELN_CHD7_M_e4_AD_both_mito	primary	Exc RELN CHD7	Excitatory_neurons	M_e4	M_e4	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e4	validated_complete	AD_both_mito	219	185	6935	7199	5873	eligible	completed_significant	2	3.59099999999989	
mitochondrial_kda_run_manifest_v1	secondary_Exc_RELN_CHD7_female_pool_AD_up_mito	secondary	Exc RELN CHD7	Excitatory_neurons	female_pool	F_e2;F_e33;F_e4	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2;excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e33;excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e4	validated_complete;validated_complete;validated_complete	AD_up_mito	139	104	7418	7824	6366	eligible	completed_significant	9	3.02699999999982	
mitochondrial_kda_run_manifest_v1	secondary_Exc_RELN_CHD7_female_pool_AD_down_mito	secondary	Exc RELN CHD7	Excitatory_neurons	female_pool	F_e2;F_e33;F_e4	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2;excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e33;excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e4	validated_complete;validated_complete;validated_complete	AD_down_mito	199	142	7418	7824	6366	eligible	completed_significant	7	3.40999999999985	
mitochondrial_kda_run_manifest_v1	secondary_Exc_RELN_CHD7_female_pool_AD_both_mito	secondary	Exc RELN CHD7	Excitatory_neurons	female_pool	F_e2;F_e33;F_e4	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2;excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e33;excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e4	validated_complete;validated_complete;validated_complete	AD_both_mito	307	220	7418	7824	6366	eligible	completed_significant	10	4.34800000000018	
mitochondrial_kda_run_manifest_v1	secondary_Exc_RELN_CHD7_male_pool_AD_up_mito	secondary	Exc RELN CHD7	Excitatory_neurons	male_pool	M_e2;M_e33;M_e4	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e2;excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e33;excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e4	validated_complete;validated_complete;validated_complete	AD_up_mito	177	90	5396	5325	4512	eligible	completed_significant	12	1.74500000000012	
mitochondrial_kda_run_manifest_v1	secondary_Exc_RELN_CHD7_male_pool_AD_down_mito	secondary	Exc RELN CHD7	Excitatory_neurons	male_pool	M_e2;M_e33;M_e4	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e2;excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e33;excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e4	validated_complete;validated_complete;validated_complete	AD_down_mito	155	101	5396	5325	4512	eligible	completed_significant	4	2.01600000000008	
mitochondrial_kda_run_manifest_v1	secondary_Exc_RELN_CHD7_male_pool_AD_both_mito	secondary	Exc RELN CHD7	Excitatory_neurons	male_pool	M_e2;M_e33;M_e4	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e2;excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e33;excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e4	validated_complete;validated_complete;validated_complete	AD_both_mito	269	147	5396	5325	4512	eligible	completed_significant	5	2.74900000000002	
mitochondrial_kda_run_manifest_v1	secondary_Exc_RELN_CHD7_e2_pool_AD_up_mito	secondary	Exc RELN CHD7	Excitatory_neurons	e2_pool	F_e2;M_e2	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2;excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e2	validated_complete;validated_complete	AD_up_mito	48	36	7436	7795	6350	eligible	completed_significant	4	1.28800000000001	
