schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	terminal_status	total_rows	assay_feature_rows	reference_only_rows	phase08_returned_rows	filtered_rows	tested_not_significant	significant_up	significant_down	not_in_expression_matrix	contrast_not_estimable	mitocarta_core_rows	mtdna_noncoding_rows	extended_tier_rows
mitochondrial_annotation_qc_v1	immune	9	immune::Mic MKI67::AD_vs_NCI__Female__e4	Mic MKI67	Female	e4	F_e4x	validated_complete	33564	33538	26	7665	25873	7652	1	12	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	10	immune::Mic MKI67::AD_vs_NCI__Male__e2	Mic MKI67	Male	e2	M_e2x	not_estimable	33564	33538	26	0	0	0	0	0	0	33564	1196	24	80
mitochondrial_annotation_qc_v1	immune	11	immune::Mic MKI67::AD_vs_NCI__Male__e33	Mic MKI67	Male	e33	M_e33	validated_complete	33564	33538	26	6878	26660	6877	0	1	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	12	immune::Mic MKI67::AD_vs_NCI__Male__e4	Mic MKI67	Male	e4	M_e4x	validated_complete	33564	33538	26	8404	25134	8404	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	13	immune::Mic P2RY12::AD_vs_NCI__Female__e2	Mic P2RY12	Female	e2	F_e2x	validated_complete	33564	33538	26	4654	28884	4239	165	250	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	14	immune::Mic P2RY12::AD_vs_NCI__Female__e33	Mic P2RY12	Female	e33	F_e33	validated_complete	33564	33538	26	5145	28393	5050	41	54	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	15	immune::Mic P2RY12::AD_vs_NCI__Female__e4	Mic P2RY12	Female	e4	F_e4x	validated_complete	33564	33538	26	5385	28153	5074	168	143	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	16	immune::Mic P2RY12::AD_vs_NCI__Male__e2	Mic P2RY12	Male	e2	M_e2x	validated_complete	33564	33538	26	4337	29201	2860	959	518	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	17	immune::Mic P2RY12::AD_vs_NCI__Male__e33	Mic P2RY12	Male	e33	M_e33	validated_complete	33564	33538	26	4705	28833	4545	66	94	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	18	immune::Mic P2RY12::AD_vs_NCI__Male__e4	Mic P2RY12	Male	e4	M_e4x	validated_complete	33564	33538	26	4966	28572	4582	217	167	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	19	immune::Mic TPT1::AD_vs_NCI__Female__e2	Mic TPT1	Female	e2	F_e2x	validated_complete	33564	33538	26	5604	27934	5604	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	20	immune::Mic TPT1::AD_vs_NCI__Female__e33	Mic TPT1	Female	e33	F_e33	validated_complete	33564	33538	26	5685	27853	5642	16	27	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	21	immune::Mic TPT1::AD_vs_NCI__Female__e4	Mic TPT1	Female	e4	F_e4x	validated_complete	33564	33538	26	5761	27777	5619	83	59	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	22	immune::Mic TPT1::AD_vs_NCI__Male__e2	Mic TPT1	Male	e2	M_e2x	validated_complete	33564	33538	26	4586	28952	4586	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	23	immune::Mic TPT1::AD_vs_NCI__Male__e33	Mic TPT1	Male	e33	M_e33	validated_complete	33564	33538	26	5309	28229	5270	7	32	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	24	immune::Mic TPT1::AD_vs_NCI__Male__e4	Mic TPT1	Male	e4	M_e4x	validated_complete	33564	33538	26	5751	27787	5572	74	105	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	25	immune::T cells::AD_vs_NCI__Female__e2	T cells	Female	e2	F_e2x	validated_complete	33564	33538	26	4632	28906	4632	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	26	immune::T cells::AD_vs_NCI__Female__e33	T cells	Female	e33	F_e33	validated_complete	33564	33538	26	4758	28780	4737	1	20	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	27	immune::T cells::AD_vs_NCI__Female__e4	T cells	Female	e4	F_e4x	validated_complete	33564	33538	26	4705	28833	4705	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	28	immune::T cells::AD_vs_NCI__Male__e2	T cells	Male	e2	M_e2x	validated_complete	33564	33538	26	5221	28317	5221	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	29	immune::T cells::AD_vs_NCI__Male__e33	T cells	Male	e33	M_e33	validated_complete	33564	33538	26	3934	29604	3924	10	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	immune	30	immune::T cells::AD_vs_NCI__Male__e4	T cells	Male	e4	M_e4x	validated_complete	33564	33538	26	4389	29149	4375	2	12	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	1	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Female__e2	Inh ALCAM TRPM3	Female	e2	F_e2x	validated_complete	33564	33538	26	10495	23043	10395	64	36	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	2	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Female__e33	Inh ALCAM TRPM3	Female	e33	F_e33	validated_complete	33564	33538	26	10624	22914	10567	20	37	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	3	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Female__e4	Inh ALCAM TRPM3	Female	e4	F_e4x	validated_complete	33564	33538	26	10315	23223	10283	4	28	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	4	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Male__e2	Inh ALCAM TRPM3	Male	e2	M_e2x	validated_complete	33564	33538	26	10209	23329	10172	5	32	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	5	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Male__e33	Inh ALCAM TRPM3	Male	e33	M_e33	validated_complete	33564	33538	26	10138	23400	10045	52	41	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	6	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Male__e4	Inh ALCAM TRPM3	Male	e4	M_e4x	validated_complete	33564	33538	26	10023	23515	9975	21	27	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	7	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Female__e2	Inh CUX2 MSR1	Female	e2	F_e2x	validated_complete	33564	33538	26	7644	25894	7619	14	11	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	8	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Female__e33	Inh CUX2 MSR1	Female	e33	F_e33	validated_complete	33564	33538	26	7390	26148	7363	7	20	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	9	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Female__e4	Inh CUX2 MSR1	Female	e4	F_e4x	validated_complete	33564	33538	26	7565	25973	7395	43	127	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	10	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e2	Inh CUX2 MSR1	Male	e2	M_e2x	validated_complete	33564	33538	26	8202	25336	5537	1696	969	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	11	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e33	Inh CUX2 MSR1	Male	e33	M_e33	validated_complete	33564	33538	26	7784	25754	7755	13	16	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	12	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e4	Inh CUX2 MSR1	Male	e4	M_e4x	validated_complete	33564	33538	26	6780	26758	6711	21	48	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	13	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e2	Inh ENOX2 SPHKAP	Female	e2	F_e2x	validated_complete	33564	33538	26	9295	24243	9289	4	2	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	14	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e33	Inh ENOX2 SPHKAP	Female	e33	F_e33	validated_complete	33564	33538	26	8634	24904	8596	13	25	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	15	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e4	Inh ENOX2 SPHKAP	Female	e4	F_e4x	validated_complete	33564	33538	26	8676	24862	8670	3	3	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	16	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e2	Inh ENOX2 SPHKAP	Male	e2	M_e2x	validated_complete	33564	33538	26	9946	23592	9549	227	170	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	17	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e33	Inh ENOX2 SPHKAP	Male	e33	M_e33	validated_complete	33564	33538	26	8619	24919	8591	9	19	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	18	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e4	Inh ENOX2 SPHKAP	Male	e4	M_e4x	validated_complete	33564	33538	26	8218	25320	8189	14	15	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	19	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e2	Inh FBN2 EPB41L4A	Female	e2	F_e2x	validated_complete	33564	33538	26	10907	22631	10903	2	2	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	20	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e33	Inh FBN2 EPB41L4A	Female	e33	F_e33	validated_complete	33564	33538	26	10601	22937	10556	30	15	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	21	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e4	Inh FBN2 EPB41L4A	Female	e4	F_e4x	validated_complete	33564	33538	26	10620	22918	10609	5	6	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	22	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e2	Inh FBN2 EPB41L4A	Male	e2	M_e2x	validated_complete	33564	33538	26	11054	22484	11054	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	23	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e33	Inh FBN2 EPB41L4A	Male	e33	M_e33	validated_complete	33564	33538	26	10235	23303	10140	46	49	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	24	inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e4	Inh FBN2 EPB41L4A	Male	e4	M_e4x	validated_complete	33564	33538	26	10431	23107	10425	3	3	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	25	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e2	Inh GPC5 RIT2	Female	e2	F_e2x	validated_complete	33564	33538	26	10884	22654	10883	0	1	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	26	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e33	Inh GPC5 RIT2	Female	e33	F_e33	validated_complete	33564	33538	26	10283	23255	10274	5	4	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	27	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e4	Inh GPC5 RIT2	Female	e4	F_e4x	validated_complete	33564	33538	26	10731	22807	10727	1	3	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	28	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e2	Inh GPC5 RIT2	Male	e2	M_e2x	validated_complete	33564	33538	26	11279	22259	11279	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	29	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e33	Inh GPC5 RIT2	Male	e33	M_e33	validated_complete	33564	33538	26	10030	23508	10028	1	1	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	30	inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e4	Inh GPC5 RIT2	Male	e4	M_e4x	validated_complete	33564	33538	26	10498	23040	10498	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	31	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Female__e2	Inh L1 PAX6 CA4	Female	e2	F_e2x	validated_complete	33564	33538	26	9092	24446	9091	1	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	32	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Female__e33	Inh L1 PAX6 CA4	Female	e33	F_e33	validated_complete	33564	33538	26	8998	24540	8996	0	2	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	33	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Female__e4	Inh L1 PAX6 CA4	Female	e4	F_e4x	validated_complete	33564	33538	26	8576	24962	8567	0	9	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	34	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Male__e2	Inh L1 PAX6 CA4	Male	e2	M_e2x	validated_complete	33564	33538	26	8656	24882	8656	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	35	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Male__e33	Inh L1 PAX6 CA4	Male	e33	M_e33	validated_complete	33564	33538	26	8828	24710	8828	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	36	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Male__e4	Inh L1 PAX6 CA4	Male	e4	M_e4x	validated_complete	33564	33538	26	7944	25594	7944	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	37	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Female__e2	Inh L1-2 PAX6 SCGN	Female	e2	F_e2x	validated_complete	33564	33538	26	12491	21047	12491	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	38	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Female__e33	Inh L1-2 PAX6 SCGN	Female	e33	F_e33	validated_complete	33564	33538	26	11099	22439	11099	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	39	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Female__e4	Inh L1-2 PAX6 SCGN	Female	e4	F_e4x	validated_complete	33564	33538	26	11181	22357	11180	0	1	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	40	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e2	Inh L1-2 PAX6 SCGN	Male	e2	M_e2x	validated_complete	33564	33538	26	11314	22224	11314	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	41	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e33	Inh L1-2 PAX6 SCGN	Male	e33	M_e33	validated_complete	33564	33538	26	10868	22670	10868	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	42	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e4	Inh L1-2 PAX6 SCGN	Male	e4	M_e4x	validated_complete	33564	33538	26	11061	22477	11060	0	1	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	43	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e2	Inh L1-6 LAMP5 CA13	Female	e2	F_e2x	validated_complete	33564	33538	26	10582	22956	10542	24	16	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	44	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e33	Inh L1-6 LAMP5 CA13	Female	e33	F_e33	validated_complete	33564	33538	26	10323	23215	10124	37	162	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	45	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e4	Inh L1-6 LAMP5 CA13	Female	e4	F_e4x	validated_complete	33564	33538	26	10413	23125	10225	35	153	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	46	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e2	Inh L1-6 LAMP5 CA13	Male	e2	M_e2x	validated_complete	33564	33538	26	10621	22917	10397	80	144	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	47	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e33	Inh L1-6 LAMP5 CA13	Male	e33	M_e33	validated_complete	33564	33538	26	10188	23350	10058	62	68	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	48	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e4	Inh L1-6 LAMP5 CA13	Male	e4	M_e4x	validated_complete	33564	33538	26	9874	23664	9789	23	62	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	49	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e2	Inh L3-5 SST MAFB	Female	e2	F_e2x	validated_complete	33564	33538	26	7932	25606	7902	19	11	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	50	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e33	Inh L3-5 SST MAFB	Female	e33	F_e33	validated_complete	33564	33538	26	7614	25924	7521	65	28	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	51	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e4	Inh L3-5 SST MAFB	Female	e4	F_e4x	validated_complete	33564	33538	26	7610	25928	7403	71	136	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	52	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	Inh L3-5 SST MAFB	Male	e2	M_e2x	validated_complete	33564	33538	26	8917	24621	6601	1342	974	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	53	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e33	Inh L3-5 SST MAFB	Male	e33	M_e33	validated_complete	33564	33538	26	7854	25684	7824	7	23	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	54	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e4	Inh L3-5 SST MAFB	Male	e4	M_e4x	validated_complete	33564	33538	26	6685	26853	6593	38	54	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	55	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e2	Inh L5-6 PVALB STON2	Female	e2	F_e2x	validated_complete	33564	33538	26	11000	22538	11000	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	56	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e33	Inh L5-6 PVALB STON2	Female	e33	F_e33	validated_complete	33564	33538	26	10505	23033	10485	6	14	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	57	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e4	Inh L5-6 PVALB STON2	Female	e4	F_e4x	validated_complete	33564	33538	26	10930	22608	10907	4	19	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	58	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e2	Inh L5-6 PVALB STON2	Male	e2	M_e2x	validated_complete	33564	33538	26	11163	22375	11145	4	14	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	59	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e33	Inh L5-6 PVALB STON2	Male	e33	M_e33	validated_complete	33564	33538	26	10426	23112	10418	5	3	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	60	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e4	Inh L5-6 PVALB STON2	Male	e4	M_e4x	validated_complete	33564	33538	26	10562	22976	10560	0	2	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	61	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Female__e2	Inh L5-6 SST TH	Female	e2	F_e2x	validated_complete	33564	33538	26	11089	22449	11087	1	1	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	62	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Female__e33	Inh L5-6 SST TH	Female	e33	F_e33	validated_complete	33564	33538	26	10309	23229	10294	3	12	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	63	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Female__e4	Inh L5-6 SST TH	Female	e4	F_e4x	validated_complete	33564	33538	26	10398	23140	10396	2	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	64	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Male__e2	Inh L5-6 SST TH	Male	e2	M_e2x	validated_complete	33564	33538	26	11119	22419	11107	2	10	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	65	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Male__e33	Inh L5-6 SST TH	Male	e33	M_e33	validated_complete	33564	33538	26	10119	23419	10119	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	66	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Male__e4	Inh L5-6 SST TH	Male	e4	M_e4x	validated_complete	33564	33538	26	10244	23294	10243	0	1	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	67	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e2	Inh L6 SST NPY	Female	e2	F_e2x	validated_complete	33564	33538	26	11358	22180	11358	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	68	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e33	Inh L6 SST NPY	Female	e33	F_e33	validated_complete	33564	33538	26	10997	22541	10997	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	69	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e4	Inh L6 SST NPY	Female	e4	F_e4x	validated_complete	33564	33538	26	10858	22680	10858	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	70	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e2	Inh L6 SST NPY	Male	e2	M_e2x	validated_complete	33564	33538	26	10986	22552	10986	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	71	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e33	Inh L6 SST NPY	Male	e33	M_e33	validated_complete	33564	33538	26	10274	23264	10099	120	55	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	72	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e4	Inh L6 SST NPY	Male	e4	M_e4x	validated_complete	33564	33538	26	10770	22768	10770	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	73	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e2	Inh LAMP5 NRG1 (Rosehip)	Female	e2	F_e2x	validated_complete	33564	33538	26	9593	23945	9509	47	37	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	74	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e33	Inh LAMP5 NRG1 (Rosehip)	Female	e33	F_e33	validated_complete	33564	33538	26	9583	23955	9501	19	63	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	75	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e4	Inh LAMP5 NRG1 (Rosehip)	Female	e4	F_e4x	validated_complete	33564	33538	26	9198	24340	8553	85	560	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	76	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e2	Inh LAMP5 NRG1 (Rosehip)	Male	e2	M_e2x	validated_complete	33564	33538	26	9514	24024	7841	854	819	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	77	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e33	Inh LAMP5 NRG1 (Rosehip)	Male	e33	M_e33	validated_complete	33564	33538	26	9504	24034	9319	26	159	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	78	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e4	Inh LAMP5 NRG1 (Rosehip)	Male	e4	M_e4x	validated_complete	33564	33538	26	9032	24506	8624	67	341	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	79	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e2	Inh LAMP5 RELN	Female	e2	F_e2x	validated_complete	33564	33538	26	9130	24408	9130	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	80	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e33	Inh LAMP5 RELN	Female	e33	F_e33	validated_complete	33564	33538	26	7914	25624	7910	3	1	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	81	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e4	Inh LAMP5 RELN	Female	e4	F_e4x	validated_complete	33564	33538	26	7395	26143	7346	22	27	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	82	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Male__e2	Inh LAMP5 RELN	Male	e2	M_e2x	validated_complete	33564	33538	26	7811	25727	7811	0	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	83	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Male__e33	Inh LAMP5 RELN	Male	e33	M_e33	validated_complete	33564	33538	26	8267	25271	8245	10	12	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	84	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Male__e4	Inh LAMP5 RELN	Male	e4	M_e4x	validated_complete	33564	33538	26	7149	26389	7148	0	1	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	85	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Female__e2	Inh PTPRK FAM19A1	Female	e2	F_e2x	validated_complete	33564	33538	26	7403	26135	7399	3	1	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	86	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Female__e33	Inh PTPRK FAM19A1	Female	e33	F_e33	validated_complete	33564	33538	26	7926	25612	7893	13	20	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	87	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Female__e4	Inh PTPRK FAM19A1	Female	e4	F_e4x	validated_complete	33564	33538	26	7637	25901	7631	2	4	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	88	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Male__e2	Inh PTPRK FAM19A1	Male	e2	M_e2x	validated_complete	33564	33538	26	7504	26034	7503	1	0	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	89	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Male__e33	Inh PTPRK FAM19A1	Male	e33	M_e33	validated_complete	33564	33538	26	8085	25453	8074	4	7	26	0	1196	24	80
mitochondrial_annotation_qc_v1	inhibitory	90	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Male__e4	Inh PTPRK FAM19A1	Male	e4	M_e4x	validated_complete	33564	33538	26	7307	26231	7304	3	0	26	0	1196	24	80
