schema_version	manifest_row	contrast_id	broad_cell_type	group_id	terminal_status	signature_tier	direction	tested_genes	deg_genes	core_mito_deg_genes	mtdna_deg_genes
broad_deg_filter_funnel_v1	30	OPCs::AD_vs_NCI__Male__e4	OPCs	M_e4	validated_complete	relaxed	AD_up	18378	0	0	0
broad_deg_filter_funnel_v1	30	OPCs::AD_vs_NCI__Male__e4	OPCs	M_e4	validated_complete	relaxed	AD_down	18378	0	0	0
broad_deg_filter_funnel_v1	30	OPCs::AD_vs_NCI__Male__e4	OPCs	M_e4	validated_complete	exploratory	AD_up	18378	0	0	0
broad_deg_filter_funnel_v1	30	OPCs::AD_vs_NCI__Male__e4	OPCs	M_e4	validated_complete	exploratory	AD_down	18378	0	0	0
broad_deg_filter_funnel_v1	31	Oligodendrocytes::AD_vs_NCI__Female__e2	Oligodendrocytes	F_e2	validated_complete	strict	AD_up	22150	1	0	0
broad_deg_filter_funnel_v1	31	Oligodendrocytes::AD_vs_NCI__Female__e2	Oligodendrocytes	F_e2	validated_complete	strict	AD_down	22150	0	0	0
broad_deg_filter_funnel_v1	31	Oligodendrocytes::AD_vs_NCI__Female__e2	Oligodendrocytes	F_e2	validated_complete	relaxed	AD_up	22150	2	0	0
broad_deg_filter_funnel_v1	31	Oligodendrocytes::AD_vs_NCI__Female__e2	Oligodendrocytes	F_e2	validated_complete	relaxed	AD_down	22150	0	0	0
broad_deg_filter_funnel_v1	31	Oligodendrocytes::AD_vs_NCI__Female__e2	Oligodendrocytes	F_e2	validated_complete	exploratory	AD_up	22150	2	0	0
broad_deg_filter_funnel_v1	31	Oligodendrocytes::AD_vs_NCI__Female__e2	Oligodendrocytes	F_e2	validated_complete	exploratory	AD_down	22150	0	0	0
broad_deg_filter_funnel_v1	32	Oligodendrocytes::AD_vs_NCI__Female__e33	Oligodendrocytes	F_e33	validated_complete	strict	AD_up	22150	8	1	0
broad_deg_filter_funnel_v1	32	Oligodendrocytes::AD_vs_NCI__Female__e33	Oligodendrocytes	F_e33	validated_complete	strict	AD_down	22150	5	0	0
broad_deg_filter_funnel_v1	32	Oligodendrocytes::AD_vs_NCI__Female__e33	Oligodendrocytes	F_e33	validated_complete	relaxed	AD_up	22150	22	1	0
broad_deg_filter_funnel_v1	32	Oligodendrocytes::AD_vs_NCI__Female__e33	Oligodendrocytes	F_e33	validated_complete	relaxed	AD_down	22150	6	0	0
broad_deg_filter_funnel_v1	32	Oligodendrocytes::AD_vs_NCI__Female__e33	Oligodendrocytes	F_e33	validated_complete	exploratory	AD_up	22150	141	12	2
broad_deg_filter_funnel_v1	32	Oligodendrocytes::AD_vs_NCI__Female__e33	Oligodendrocytes	F_e33	validated_complete	exploratory	AD_down	22150	49	1	0
broad_deg_filter_funnel_v1	33	Oligodendrocytes::AD_vs_NCI__Female__e4	Oligodendrocytes	F_e4	validated_complete	strict	AD_up	22150	4	0	0
broad_deg_filter_funnel_v1	33	Oligodendrocytes::AD_vs_NCI__Female__e4	Oligodendrocytes	F_e4	validated_complete	strict	AD_down	22150	19	2	0
broad_deg_filter_funnel_v1	33	Oligodendrocytes::AD_vs_NCI__Female__e4	Oligodendrocytes	F_e4	validated_complete	relaxed	AD_up	22150	6	0	0
broad_deg_filter_funnel_v1	33	Oligodendrocytes::AD_vs_NCI__Female__e4	Oligodendrocytes	F_e4	validated_complete	relaxed	AD_down	22150	29	2	0
broad_deg_filter_funnel_v1	33	Oligodendrocytes::AD_vs_NCI__Female__e4	Oligodendrocytes	F_e4	validated_complete	exploratory	AD_up	22150	11	0	0
broad_deg_filter_funnel_v1	33	Oligodendrocytes::AD_vs_NCI__Female__e4	Oligodendrocytes	F_e4	validated_complete	exploratory	AD_down	22150	33	2	0
broad_deg_filter_funnel_v1	34	Oligodendrocytes::AD_vs_NCI__Male__e2	Oligodendrocytes	M_e2	validated_complete	strict	AD_up	22150	0	0	0
broad_deg_filter_funnel_v1	34	Oligodendrocytes::AD_vs_NCI__Male__e2	Oligodendrocytes	M_e2	validated_complete	strict	AD_down	22150	1	0	0
broad_deg_filter_funnel_v1	34	Oligodendrocytes::AD_vs_NCI__Male__e2	Oligodendrocytes	M_e2	validated_complete	relaxed	AD_up	22150	0	0	0
broad_deg_filter_funnel_v1	34	Oligodendrocytes::AD_vs_NCI__Male__e2	Oligodendrocytes	M_e2	validated_complete	relaxed	AD_down	22150	2	0	0
broad_deg_filter_funnel_v1	34	Oligodendrocytes::AD_vs_NCI__Male__e2	Oligodendrocytes	M_e2	validated_complete	exploratory	AD_up	22150	0	0	0
broad_deg_filter_funnel_v1	34	Oligodendrocytes::AD_vs_NCI__Male__e2	Oligodendrocytes	M_e2	validated_complete	exploratory	AD_down	22150	2	0	0
broad_deg_filter_funnel_v1	35	Oligodendrocytes::AD_vs_NCI__Male__e33	Oligodendrocytes	M_e33	validated_complete	strict	AD_up	22150	1	0	0
broad_deg_filter_funnel_v1	35	Oligodendrocytes::AD_vs_NCI__Male__e33	Oligodendrocytes	M_e33	validated_complete	strict	AD_down	22150	2	0	0
broad_deg_filter_funnel_v1	35	Oligodendrocytes::AD_vs_NCI__Male__e33	Oligodendrocytes	M_e33	validated_complete	relaxed	AD_up	22150	1	0	0
broad_deg_filter_funnel_v1	35	Oligodendrocytes::AD_vs_NCI__Male__e33	Oligodendrocytes	M_e33	validated_complete	relaxed	AD_down	22150	2	0	0
broad_deg_filter_funnel_v1	35	Oligodendrocytes::AD_vs_NCI__Male__e33	Oligodendrocytes	M_e33	validated_complete	exploratory	AD_up	22150	1	0	0
broad_deg_filter_funnel_v1	35	Oligodendrocytes::AD_vs_NCI__Male__e33	Oligodendrocytes	M_e33	validated_complete	exploratory	AD_down	22150	2	0	0
broad_deg_filter_funnel_v1	36	Oligodendrocytes::AD_vs_NCI__Male__e4	Oligodendrocytes	M_e4	validated_complete	strict	AD_up	22150	0	0	0
broad_deg_filter_funnel_v1	36	Oligodendrocytes::AD_vs_NCI__Male__e4	Oligodendrocytes	M_e4	validated_complete	strict	AD_down	22150	3	0	0
broad_deg_filter_funnel_v1	36	Oligodendrocytes::AD_vs_NCI__Male__e4	Oligodendrocytes	M_e4	validated_complete	relaxed	AD_up	22150	0	0	0
broad_deg_filter_funnel_v1	36	Oligodendrocytes::AD_vs_NCI__Male__e4	Oligodendrocytes	M_e4	validated_complete	relaxed	AD_down	22150	3	0	0
broad_deg_filter_funnel_v1	36	Oligodendrocytes::AD_vs_NCI__Male__e4	Oligodendrocytes	M_e4	validated_complete	exploratory	AD_up	22150	2	0	0
broad_deg_filter_funnel_v1	36	Oligodendrocytes::AD_vs_NCI__Male__e4	Oligodendrocytes	M_e4	validated_complete	exploratory	AD_down	22150	9	0	0
broad_deg_filter_funnel_v1	37	Vasculature_cells::AD_vs_NCI__Female__e2	Vasculature_cells	F_e2	not_estimable	strict	AD_up	0	0	0	0
broad_deg_filter_funnel_v1	37	Vasculature_cells::AD_vs_NCI__Female__e2	Vasculature_cells	F_e2	not_estimable	strict	AD_down	0	0	0	0
broad_deg_filter_funnel_v1	37	Vasculature_cells::AD_vs_NCI__Female__e2	Vasculature_cells	F_e2	not_estimable	relaxed	AD_up	0	0	0	0
broad_deg_filter_funnel_v1	37	Vasculature_cells::AD_vs_NCI__Female__e2	Vasculature_cells	F_e2	not_estimable	relaxed	AD_down	0	0	0	0
broad_deg_filter_funnel_v1	37	Vasculature_cells::AD_vs_NCI__Female__e2	Vasculature_cells	F_e2	not_estimable	exploratory	AD_up	0	0	0	0
broad_deg_filter_funnel_v1	37	Vasculature_cells::AD_vs_NCI__Female__e2	Vasculature_cells	F_e2	not_estimable	exploratory	AD_down	0	0	0	0
broad_deg_filter_funnel_v1	38	Vasculature_cells::AD_vs_NCI__Female__e33	Vasculature_cells	F_e33	validated_complete	strict	AD_up	8096	0	0	0
broad_deg_filter_funnel_v1	38	Vasculature_cells::AD_vs_NCI__Female__e33	Vasculature_cells	F_e33	validated_complete	strict	AD_down	8096	2	0	0
broad_deg_filter_funnel_v1	38	Vasculature_cells::AD_vs_NCI__Female__e33	Vasculature_cells	F_e33	validated_complete	relaxed	AD_up	8096	0	0	0
broad_deg_filter_funnel_v1	38	Vasculature_cells::AD_vs_NCI__Female__e33	Vasculature_cells	F_e33	validated_complete	relaxed	AD_down	8096	2	0	0
broad_deg_filter_funnel_v1	38	Vasculature_cells::AD_vs_NCI__Female__e33	Vasculature_cells	F_e33	validated_complete	exploratory	AD_up	8096	0	0	0
broad_deg_filter_funnel_v1	38	Vasculature_cells::AD_vs_NCI__Female__e33	Vasculature_cells	F_e33	validated_complete	exploratory	AD_down	8096	2	0	0
broad_deg_filter_funnel_v1	39	Vasculature_cells::AD_vs_NCI__Female__e4	Vasculature_cells	F_e4	validated_complete	strict	AD_up	8096	0	0	0
broad_deg_filter_funnel_v1	39	Vasculature_cells::AD_vs_NCI__Female__e4	Vasculature_cells	F_e4	validated_complete	strict	AD_down	8096	3	1	0
broad_deg_filter_funnel_v1	39	Vasculature_cells::AD_vs_NCI__Female__e4	Vasculature_cells	F_e4	validated_complete	relaxed	AD_up	8096	0	0	0
broad_deg_filter_funnel_v1	39	Vasculature_cells::AD_vs_NCI__Female__e4	Vasculature_cells	F_e4	validated_complete	relaxed	AD_down	8096	5	1	0
broad_deg_filter_funnel_v1	39	Vasculature_cells::AD_vs_NCI__Female__e4	Vasculature_cells	F_e4	validated_complete	exploratory	AD_up	8096	0	0	0
broad_deg_filter_funnel_v1	39	Vasculature_cells::AD_vs_NCI__Female__e4	Vasculature_cells	F_e4	validated_complete	exploratory	AD_down	8096	7	1	0
broad_deg_filter_funnel_v1	40	Vasculature_cells::AD_vs_NCI__Male__e2	Vasculature_cells	M_e2	not_estimable	strict	AD_up	0	0	0	0
broad_deg_filter_funnel_v1	40	Vasculature_cells::AD_vs_NCI__Male__e2	Vasculature_cells	M_e2	not_estimable	strict	AD_down	0	0	0	0
broad_deg_filter_funnel_v1	40	Vasculature_cells::AD_vs_NCI__Male__e2	Vasculature_cells	M_e2	not_estimable	relaxed	AD_up	0	0	0	0
broad_deg_filter_funnel_v1	40	Vasculature_cells::AD_vs_NCI__Male__e2	Vasculature_cells	M_e2	not_estimable	relaxed	AD_down	0	0	0	0
broad_deg_filter_funnel_v1	40	Vasculature_cells::AD_vs_NCI__Male__e2	Vasculature_cells	M_e2	not_estimable	exploratory	AD_up	0	0	0	0
broad_deg_filter_funnel_v1	40	Vasculature_cells::AD_vs_NCI__Male__e2	Vasculature_cells	M_e2	not_estimable	exploratory	AD_down	0	0	0	0
broad_deg_filter_funnel_v1	41	Vasculature_cells::AD_vs_NCI__Male__e33	Vasculature_cells	M_e33	validated_complete	strict	AD_up	8096	2	0	0
broad_deg_filter_funnel_v1	41	Vasculature_cells::AD_vs_NCI__Male__e33	Vasculature_cells	M_e33	validated_complete	strict	AD_down	8096	0	0	0
broad_deg_filter_funnel_v1	41	Vasculature_cells::AD_vs_NCI__Male__e33	Vasculature_cells	M_e33	validated_complete	relaxed	AD_up	8096	2	0	0
broad_deg_filter_funnel_v1	41	Vasculature_cells::AD_vs_NCI__Male__e33	Vasculature_cells	M_e33	validated_complete	relaxed	AD_down	8096	0	0	0
broad_deg_filter_funnel_v1	41	Vasculature_cells::AD_vs_NCI__Male__e33	Vasculature_cells	M_e33	validated_complete	exploratory	AD_up	8096	2	0	0
broad_deg_filter_funnel_v1	41	Vasculature_cells::AD_vs_NCI__Male__e33	Vasculature_cells	M_e33	validated_complete	exploratory	AD_down	8096	0	0	0
broad_deg_filter_funnel_v1	42	Vasculature_cells::AD_vs_NCI__Male__e4	Vasculature_cells	M_e4	validated_complete	strict	AD_up	8096	0	0	0
broad_deg_filter_funnel_v1	42	Vasculature_cells::AD_vs_NCI__Male__e4	Vasculature_cells	M_e4	validated_complete	strict	AD_down	8096	0	0	0
broad_deg_filter_funnel_v1	42	Vasculature_cells::AD_vs_NCI__Male__e4	Vasculature_cells	M_e4	validated_complete	relaxed	AD_up	8096	0	0	0
broad_deg_filter_funnel_v1	42	Vasculature_cells::AD_vs_NCI__Male__e4	Vasculature_cells	M_e4	validated_complete	relaxed	AD_down	8096	0	0	0
broad_deg_filter_funnel_v1	42	Vasculature_cells::AD_vs_NCI__Male__e4	Vasculature_cells	M_e4	validated_complete	exploratory	AD_up	8096	0	0	0
broad_deg_filter_funnel_v1	42	Vasculature_cells::AD_vs_NCI__Male__e4	Vasculature_cells	M_e4	validated_complete	exploratory	AD_down	8096	3	0	0
