schema_version	signature_group	sex	apoe_group	broad_network	current_symbol	case_id	is_core_mito	eligible_run_count	usable_run_count	explicit_run_count	implicit_run_count	missing_run_count	coverage_numerator	coverage_denominator	coverage_fraction	strict_coverage_pass	relaxed_coverage_pass	conservative_support_count	relaxed_support_count	conservative_support_pass	relaxed_support_pass	recurrence_fraction	supporting_fine_cell_type_count	supporting_fine_cell_types	supporting_direction_count	supporting_directions	median_support_fold_enrichment	maximum_support_fold_enrichment	category_acat_p	relaxed_category_acat_q	strict_category_acat_q	studywide_acat_q	missing_as_one_acat_p	missing_as_one_acat_q	mean_log_p_score	strict_non_mt_reference	relaxed_phase20_candidate	exploratory_q20	exploratory_inclusive	terminal_candidate_status	strict_rank	relaxed_rank	exploratory_inclusive_rank	top5_summary	top10_display	stability_assessable_repetitions	stability_nominal_fraction	stability_q_fraction	stability_candidate_fraction	stability_worst_rank	evidence_label
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	RPS13	case3_not_core_mito	FALSE	25	25	17	8	0	25	25	1.0	TRUE	TRUE	5	6	TRUE	TRUE	0.24	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc RELN CHD7	1	AD_down_mito	11.285	34.06	2.907852903252005e-09	8.44149697814057e-06	7.588526793186648e-06	6.63492066567268e-05	2.907852903252005e-09	8.44149697814057e-06	2.1023405907164046	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	13	1.0	1.0	1.0	3	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	LAMTOR5	case3_not_core_mito	FALSE	25	23	14	9	2	23	25	0.92	TRUE	TRUE	5	5	TRUE	TRUE	0.21739130434782608	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	13.98	19.15	1.0448437712032189e-06	0.0018199088806817667	0.0020450204711875003	0.007946820512828882	1.135699804150348e-06	0.0019781619188690763	1.622880332377454	TRUE	TRUE	FALSE	TRUE	driver_candidate	4	5	5	TRUE	TRUE	13	1.0	1.0	1.0	9	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	SSR2	case3_not_core_mito	FALSE	25	23	13	10	2	23	25	0.92	TRUE	TRUE	6	6	TRUE	TRUE	0.2608695652173913	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc RELN CHD7	1	AD_down_mito	13.05	39.3	1.5232319648179528e-06	0.0022109711969332583	0.0023479638338803274	0.009930275585497838	1.6556870235321698e-06	0.0022387552173345005	1.8362308544322057	TRUE	TRUE	FALSE	TRUE	driver_candidate	5	6	6	FALSE	TRUE	13	1.0	1.0	1.0	7	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	RPL29	case3_not_core_mito	FALSE	25	25	15	10	0	25	25	1.0	TRUE	TRUE	5	6	TRUE	TRUE	0.24	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc RELN CHD7	1	AD_down_mito	9.905	25.55	1.7994358159767485e-06	0.0022387552173345005	0.0023479638338803274	0.01059565854763754	1.7994358159767485e-06	0.0022387552173345005	1.4965528870578828	TRUE	TRUE	FALSE	TRUE	driver_candidate	6	7	7	FALSE	TRUE	13	1.0	1.0	1.0	9	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	PRDX1	case3_not_core_mito	FALSE	25	25	16	9	0	25	25	1.0	TRUE	TRUE	5	6	TRUE	TRUE	0.24	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3	2	AD_down_mito|AD_up_mito	6.055	7.0	2.1193867531541635e-06	0.0023072174041524514	0.0023703826986348495	0.012089644348351709	2.1193867531541635e-06	0.0023072174041524514	1.7764114987730613	TRUE	TRUE	FALSE	TRUE	driver_candidate	7	8	8	FALSE	TRUE	13	1.0	1.0	1.0	9	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	GABARAPL2	case3_not_core_mito	FALSE	25	25	15	10	0	25	25	1.0	TRUE	TRUE	8	8	TRUE	TRUE	0.32	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3|Exc L6b|Exc RELN CHD7	2	AD_down_mito|AD_up_mito	9.42	42.58	5.009968430502508e-06	0.004847979451249593	0.0049028803553005165	0.022543897073529735	5.009968430502508e-06	0.004847979451249593	1.9160517059711524	TRUE	TRUE	FALSE	TRUE	driver_candidate	8	9	9	FALSE	TRUE	13	1.0	1.0	1.0	18	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	RPLP2	case3_not_core_mito	FALSE	25	25	13	12	0	25	25	1.0	TRUE	TRUE	7	8	TRUE	TRUE	0.32	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 NP|Exc RELN CHD7	1	AD_down_mito	26.71	81.88	7.43525259507496e-06	0.0064753614850507814	0.006467843618537984	0.030160358626662064	7.43525259507496e-06	0.0064753614850507814	1.73644506776093	TRUE	TRUE	FALSE	TRUE	driver_candidate	9	10	10	FALSE	TRUE	13	1.0	1.0	1.0	16	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	RPL6	case3_not_core_mito	FALSE	25	25	16	9	0	25	25	1.0	TRUE	TRUE	5	6	TRUE	TRUE	0.24	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc NRGN	1	AD_down_mito	17.689999999999998	28.73	8.512958993841448e-06	0.006739941807033197	0.00666479559627847	0.033065601750415646	8.512958993841448e-06	0.006739941807033197	1.5101013583058338	TRUE	TRUE	FALSE	TRUE	driver_candidate	10	11	11	FALSE	FALSE	13	1.0	1.0	1.0	18	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	LAGE3	case3_not_core_mito	FALSE	25	23	15	8	2	23	25	0.92	TRUE	TRUE	4	4	TRUE	TRUE	0.17391304347826086	4	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1	1	AD_down_mito	12.195	14.76	1.2082219815925514e-05	0.008768671031407943	0.008599245358080078	0.044109284815188235	1.3132883821725632e-05	0.009531190433617378	1.3079974134236942	TRUE	TRUE	FALSE	TRUE	driver_candidate	11	12	12	FALSE	FALSE	13	1.0	1.0	1.0	13	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	PSMB6	case3_not_core_mito	FALSE	25	21	12	9	4	21	25	0.84	TRUE	TRUE	4	5	TRUE	TRUE	0.23809523809523808	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	7.95	8.71	1.739034499267467e-05	0.011303541767549235	0.010943020915357248	0.0566856927548723	2.0702895603049824e-05	0.01287867984335435	1.1853678647802695	TRUE	TRUE	FALSE	TRUE	driver_candidate	12	13	13	FALSE	FALSE	13	1.0	1.0	1.0	17	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	BTF3	case3_not_core_mito	FALSE	25	25	14	11	0	25	25	1.0	TRUE	TRUE	4	5	TRUE	TRUE	0.2	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	6.38	7.28	1.8170810052323952e-05	0.011303541767549235	0.010943020915357248	0.05718729871260534	1.8170810052323952e-05	0.012173044980437638	1.4750417088682237	TRUE	TRUE	FALSE	TRUE	driver_candidate	13	14	14	FALSE	FALSE	13	1.0	1.0	1.0	14	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	TARBP1	case3_not_core_mito	FALSE	25	25	19	6	0	25	25	1.0	TRUE	TRUE	3	3	TRUE	TRUE	0.12	3	Exc L2-3 CBLN2 LINC02306|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1	1	AD_up_mito	11.07	12.04	3.2068009157909286e-05	0.01807748364107745	0.017645996262859683	0.09291476596295944	3.2068009157909286e-05	0.018402611458988017	1.151825613288178	TRUE	TRUE	FALSE	TRUE	driver_candidate	14	15	15	FALSE	FALSE	13	1.0	1.0	1.0	18	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	SELENOM	case3_not_core_mito	FALSE	25	25	10	15	0	25	25	1.0	TRUE	TRUE	5	5	TRUE	TRUE	0.2	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	11.49	11.79	3.38089084101284e-05	0.01807748364107745	0.017645996262859683	0.09642828942762528	3.38089084101284e-05	0.018402611458988017	0.978273709294504	TRUE	TRUE	FALSE	TRUE	driver_candidate	15	16	16	FALSE	FALSE	13	1.0	0.9230769230769231	0.9230769230769231	16	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	RPS15	case3_not_core_mito	FALSE	25	25	17	8	0	25	25	1.0	TRUE	TRUE	5	5	TRUE	TRUE	0.2	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	5.57	9.58	3.8859830878627885e-05	0.018801681506776125	0.01901460099679861	0.1043146442488673	3.8859830878627885e-05	0.019907662771880604	1.2671178899856017	TRUE	TRUE	FALSE	TRUE	driver_candidate	16	18	18	FALSE	FALSE	13	1.0	0.9230769230769231	0.9230769230769231	18	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	MAGEF1	case3_not_core_mito	FALSE	25	23	17	6	2	23	25	0.92	TRUE	TRUE	5	5	TRUE	TRUE	0.21739130434782608	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	7.92	18.14	7.40759964076048e-05	0.03395409751125422	0.03411417505147871	0.16902105290314207	8.051834549436228e-05	0.03690706689002111	1.3301285171495205	TRUE	TRUE	FALSE	TRUE	driver_candidate	17	19	19	FALSE	FALSE	13	1.0	1.0	1.0	20	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	RPL36AL	case3_not_core_mito	FALSE	25	25	12	13	0	25	25	1.0	TRUE	TRUE	3	4	TRUE	TRUE	0.16	4	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1	1	AD_down_mito	8.3	11.32	0.000107691127593393	0.04689410151054298	0.0468396576627041	0.23126732998403263	0.000107691127593393	0.04689410151054298	1.0318035670084305	TRUE	TRUE	FALSE	TRUE	driver_candidate	18	20	20	FALSE	FALSE	13	1.0	0.9230769230769231	0.9230769230769231	20	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Inhibitory_neurons	RPS15	case3_not_core_mito	FALSE	14	14	10	4	0	14	14	1.0	TRUE	TRUE	7	8	TRUE	TRUE	0.5714285714285714	8	Inh CUX2 MSR1|Inh ENOX2 SPHKAP|Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh PVALB SULF1|Inh RYR3 TSHZ2|Inh VIP CLSTN2	1	AD_down_mito	14.969999999999999	39.73	1.4397916197129772e-06	0.009912517888410095	0.008428172552833946	0.009733951210339533	1.4397916197129772e-06	0.010675025899442343	2.9444332023745337	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	8	1.0	1.0	1.0	1	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Inhibitory_neurons	LAMTOR5	case3_not_core_mito	FALSE	14	13	11	2	1	13	14	0.9285714285714286	TRUE	TRUE	4	5	TRUE	TRUE	0.38461538461538464	5	Inh CUX2 MSR1|Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh VIP CLSTN2	1	AD_down_mito	12.31	30.67	2.597279677298597e-06	0.009912517888410095	0.008428172552833946	0.013944183462786213	2.79707216021023e-06	0.010675025899442343	2.1886286974731357	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	8	1.0	1.0	1.0	3	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Inhibitory_neurons	RPLP1	case3_not_core_mito	FALSE	14	14	8	6	0	14	14	1.0	TRUE	TRUE	7	8	TRUE	TRUE	0.5714285714285714	8	Inh CUX2 MSR1|Inh ENOX2 SPHKAP|Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh PVALB SULF1|Inh RYR3 TSHZ2|Inh VIP CLSTN2	1	AD_down_mito	14.879999999999999	27.74	4.458475381421789e-06	0.011343847528797505	0.009645168408475803	0.021416873136157116	4.458475381421789e-06	0.011343847528797505	2.6689174828705124	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	8	1.0	1.0	1.0	3	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	OPCs	RPS15	case3_not_core_mito	FALSE	2	2	1	1	0	2	2	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	13.06	13.06	1.9547513654276126e-16	1.2318843104924814e-12	1.2318843104924814e-12	3.568164047424255e-11	1.9547513654276126e-16	1.2318843104924814e-12	8.004969235249884	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	OPCs	FTL	case3_not_core_mito	FALSE	2	2	2	0	0	2	2	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	8.18	8.18	3.571082885216869e-08	0.00011252482171318355	0.00011252482171318355	0.0005298381641500222	3.571082885216869e-08	0.00011252482171318355	3.9797350168317918	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	OPCs	ANKRD11	case3_not_core_mito	FALSE	2	2	2	0	0	2	2	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	6.34	6.34	1.8819060536192385e-07	0.0003953257316636147	0.0003953257316636147	0.0021469960450971786	1.8819060536192385e-07	0.0003953257316636147	3.579211627320304	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e33	Male	e33	Excitatory_neurons	WDR82	case3_not_core_mito	FALSE	13	13	5	8	0	13	13	1.0	TRUE	TRUE	2	2	TRUE	TRUE	0.15384615384615385	2	Exc L5-6 RORB LINC02196|Exc L6 CT	1	AD_up_mito	26.065	37.32	1.7443940080549265e-06	0.014961667407087105	0.008107943349439298	0.01059565854763754	1.7443940080549265e-06	0.014961667407087105	1.0778932468999705	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	8	1.0	0.875	0.875	1	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e4	Male	e4	Inhibitory_neurons	RPS15	case3_not_core_mito	FALSE	2	2	2	0	0	2	2	1.0	TRUE	TRUE	2	2	TRUE	TRUE	1.0	2	Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4	1	AD_down_mito	26.66	38.99	8.886173492648992e-07	0.0070538445184647695	0.0061847767508836984	0.00768941661231255	8.886173492648992e-07	0.0070538445184647695	5.301566478050753	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	2	1.0	0.5	0.5	1	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e4	Male	e4	Microglia	RPL11	case3_not_core_mito	FALSE	3	3	2	1	0	3	3	1.0	TRUE	TRUE	1	2	TRUE	TRUE	0.6666666666666666	2	Mic P2RY12|Mic TPT1	1	AD_down_mito	20.560000000000002	23.77	4.020070377302311e-06	0.017318463185418357	0.016924496288442732	0.019832854230594846	4.020070377302311e-06	0.017318463185418357	2.7079072413155614	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	2	1.0	0.5	0.5	1	recurrent_stable
