"source","target","weight","celltype"
"SLFN12L","GRAP2",0.922,"T_cells"
"PEX12","TRMT112",0.699,"T_cells"
"PEX12","TIAL1",0.689,"T_cells"
"PEX12","SRSF5",0.928,"T_cells"
"PEX12","E2F4",0.89,"T_cells"
"HEATR9","MRPL19",0.555,"T_cells"
"RDM1","RFX4",0.511,"T_cells"
"TBC1D3B","FBXO44",0.835,"T_cells"
"TBC1D3B","NAXD",0.853,"T_cells"
"TBC1D3B","AC093334.1",0.608,"T_cells"
"PIGW","GRSF1",0.882,"T_cells"
"PIGW","PURB",0.887,"T_cells"
"PIGW","MORC2",0.905,"T_cells"
"ARHGAP23","LINC00511",0.805,"T_cells"
"ARL5C","ARMC3",0.387,"T_cells"
"ARL5C","GLP2R",0.28,"T_cells"
"CACNB1","FOXJ2",0.84,"T_cells"
"PPP1R1B","PALM2",0.856,"T_cells"
"PPP1R1B","PGAP2",0.853,"T_cells"
"PGAP3","UPF3A",0.614,"T_cells"
"IGFBP4","C6orf62",0.552,"T_cells"
"IGFBP4","THAP7",0.87,"T_cells"
"EIF1","OOEP",0.346,"T_cells"
"JUP","TIMELESS",0.643,"T_cells"
"JUP","ZNF140",0.918,"T_cells"
"JUP","APH1B",0.972,"T_cells"
"JUP","LINC00909",0.908,"T_cells"
"TTC25","SCNN1D",0.417,"T_cells"
"TTC25","IQCA1",0.92,"T_cells"
"TTC25","AL591501.1",0.936,"T_cells"
"TTC25","AL392086.1",0.427,"T_cells"
"TTC25","VSIG10",0.943,"T_cells"
"TTC25","MMP17",0.93,"T_cells"
"TTC25","IL27",0.41,"T_cells"
"TTC25","AC005899.6",0.767,"T_cells"
"TTC25","SEL1L2",0.392,"T_cells"
"TTC25","MYH7B",0.356,"T_cells"
"TTC25","DOK5",0.759,"T_cells"
"TTC25","GATD3A",0.944,"T_cells"
"HCRT","UNC5B",0.854,"T_cells"
"HCRT","ACADSB",0.834,"T_cells"
"AC067852.2","DDI2",0.367,"T_cells"
"TUBG1","RAMP1",0.875,"T_cells"
"TUBG1","COPS5",0.844,"T_cells"
"TUBG1","AL135925.1",0.703,"T_cells"
"TUBG1","IFIT2",0.691,"T_cells"
"CCR10","GNE",0.843,"T_cells"
"CCR10","AP002989.1",0.847,"T_cells"
"VAT1","AC016708.1",0.817,"T_cells"
"LINC00854","TTC5",0.795,"T_cells"
"MPP3","PRPF4",0.784,"T_cells"
"MPP3","AC018523.2",0.693,"T_cells"
"AC003102.1","GRID1",0.382,"T_cells"
"FAM171A2","ZNF844",0.804,"T_cells"
"FZD2","CATIP",0.579,"T_cells"
"FZD2","AC064807.2",0.795,"T_cells"
"FZD2","AC022858.1",0.584,"T_cells"
"FZD2","LINC00536",0.917,"T_cells"
"FZD2","FRMPD1",0.426,"T_cells"
"FZD2","MRVI1",0.909,"T_cells"
"FZD2","IFT43",0.913,"T_cells"
"FZD2","C16orf96",0.39,"T_cells"
"FZD2","AC099850.2",0.289,"T_cells"
"GJC1","MED16",0.867,"T_cells"
"GJC1","TRMT1",0.852,"T_cells"
"PLCD3","KIRREL1",0.849,"T_cells"
"PLCD3","FAM228A",0.193,"T_cells"
"PLCD3","TMEM9B-AS1",0.865,"T_cells"
"PLCD3","ZNF213",0.616,"T_cells"
"AC008105.1","LINC01191",0.851,"T_cells"
"AC008105.1","BMPR1B",0.944,"T_cells"
"AC008105.1","APOBEC2",0.689,"T_cells"
"AC008105.1","AP005203.1",0.894,"T_cells"
"AC008105.1","LINC00908",0.675,"T_cells"
"AC008105.1","GMEB2",0.907,"T_cells"
"AC008105.1","LGALS4",0.273,"T_cells"
"AC008105.1","PRX",0.797,"T_cells"
"AC068234.1","AL590434.1",0.817,"T_cells"
"AC068234.1","EEF1B2",0.966,"T_cells"
"AC068234.1","COPS8",0.956,"T_cells"
"AC068234.1","THAP4",0.945,"T_cells"
"AC068234.1","GPANK1",0.965,"T_cells"
"AC068234.1","MAP7",0.971,"T_cells"
"AC068234.1","FOXP2",0.965,"T_cells"
"AC068234.1","STRIP2",0.959,"T_cells"
"AC068234.1","LSM1",0.971,"T_cells"
"AC068234.1","BORA",0.955,"T_cells"
"AC068234.1","GSDMB",0.961,"T_cells"
"AC068234.1","IFI35",0.965,"T_cells"
"AC068234.1","SYCP2",0.957,"T_cells"
"AC068234.1","C19orf70",0.963,"T_cells"
"AC068234.1","TMEM147",0.797,"T_cells"
"AC068234.2","OPRD1",0.854,"T_cells"
"AC068234.2","THEM6",0.861,"T_cells"
"AC068234.2","LHX2",0.878,"T_cells"
"AC040934.1","POLN",0.842,"T_cells"
"PNPO","BRD3OS",0.664,"T_cells"
"PNPO","DNAJC4",0.895,"T_cells"
"PNPO","PHF23",0.883,"T_cells"
"CBX1","GALNT7",0.647,"T_cells"
"SKAP1","AC245297.3",0.661,"T_cells"
"SKAP1","TOX",0.773,"T_cells"
"SKAP1","NFATC2",0.847,"T_cells"
"AC091133.1","DAPK3",0.866,"T_cells"
"AC091133.1","SPTBN4",0.672,"T_cells"
"AC091180.2","AKR1C3",0.789,"T_cells"
"NXPH3","NAA35",0.748,"T_cells"
"AC027801.1","IGFBP7-AS1",0.475,"T_cells"
"AC027801.1","MCHR2",0.815,"T_cells"
"AC027801.1","AP001790.1",0.428,"T_cells"
"TMEM92-AS1","RAB7B",0.65,"T_cells"
"TMEM92-AS1","AC109779.1",0.906,"T_cells"
"TMEM92-AS1","FBXW7",0.917,"T_cells"
"TMEM92-AS1","PNMA3",0.966,"T_cells"
"TMEM92-AS1","SRRM4",0.912,"T_cells"
"TMEM92-AS1","UNC13C",0.919,"T_cells"
"MYCBPAP","WDR35",0.899,"T_cells"
"MYCBPAP","GIT1",0.853,"T_cells"
"MYCBPAP","CABLES2",0.811,"T_cells"
"ABCC3","LARP7",0.803,"T_cells"
"AC007114.1","AMMECR1L",0.963,"T_cells"
"AC007114.1","GAD1",0.952,"T_cells"
"AC007114.1","MDH1B",0.577,"T_cells"
"AC007114.1","REPS2",0.949,"T_cells"
"AC007114.1","CERCAM",0.702,"T_cells"
"AC007114.1","SLC2A6",0.938,"T_cells"
"AC007114.1","LINC00987",0.943,"T_cells"
"AC007114.1","ABCA3",0.939,"T_cells"
"AC007114.1","MIS12",0.944,"T_cells"
"AC007114.1","ZNF823",0.948,"T_cells"
"AC007114.1","HSCB",0.933,"T_cells"
"RNF43","AGBL1",0.799,"T_cells"
"AC099850.1","SLC29A1",0.856,"T_cells"
"AC099850.1","PTCHD4",0.867,"T_cells"
"AC099850.1","ZNF250",0.903,"T_cells"
"AC099850.2","TRIM59",0.573,"T_cells"
"AC099850.2","ARAF",0.871,"T_cells"
"AC099850.2","CFAP157",0.404,"T_cells"
"AC099850.2","TSPAN19",0.679,"T_cells"
"AC099850.2","AC132938.1",0.385,"T_cells"
"AC099850.2","ZNF565",0.845,"T_cells"
"AC011921.1","AC073195.1",0.262,"T_cells"
"AC011921.1","AL731563.3",0.659,"T_cells"
"AC011921.1","AC005410.2",0.857,"T_cells"
"AC011921.1","RNF112",0.864,"T_cells"
"AC011921.1","AC020913.1",0.294,"T_cells"
"AC011921.1","CPT1C",0.863,"T_cells"
"AC005746.2","SNTA1",0.8,"T_cells"
"MARCH10","ZIC1",0.84,"T_cells"
"STRADA","AC009690.2",0.815,"T_cells"
"ERN1","GSE1",0.683,"T_cells"
"PECAM1","NOTCH2",0.828,"T_cells"
"AXIN2","NXF1",0.81,"T_cells"
"PITPNC1","IQGAP2",0.617,"T_cells"
"PITPNC1","AOAH",0.409,"T_cells"
"PITPNC1","AKNA",0.409,"T_cells"
"PITPNC1","GABARAPL1",0.823,"T_cells"
"PITPNC1","RNF125",0.812,"T_cells"
"C17orf58","RABGAP1",0.833,"T_cells"
"KPNA2","CLPX",0.805,"T_cells"
"AC005332.4","TAB3",0.783,"T_cells"
"LINC01482","FAM160A1",0.818,"T_cells"
"ABCA9-AS1","POU3F1",0.678,"T_cells"
"ABCA9-AS1","AC096642.1",0.709,"T_cells"
"ABCA9-AS1","CRELD1",0.94,"T_cells"
"ABCA9-AS1","TBC1D19",0.93,"T_cells"
"ABCA9-AS1","WDFY3-AS1",0.324,"T_cells"
"ABCA9-AS1","TRAF2",0.932,"T_cells"
"ABCA9-AS1","KCNMA1-AS1",0.326,"T_cells"
"ABCA9-AS1","RPP30",0.508,"T_cells"
"ABCA9-AS1","C16orf87",0.942,"T_cells"
"ABCA9-AS1","AC009716.1",0.599,"T_cells"
"ABCA9-AS1","AC011481.1",0.628,"T_cells"
"ABCA9-AS1","SLC1A5",0.943,"T_cells"
"ABCA9-AS1","MYADM",0.95,"T_cells"
"ABCA6","AC004889.1",0.595,"T_cells"
"ABCA6","AC104041.1",0.708,"T_cells"
"KCNJ16","UTP3",0.966,"T_cells"
"KCNJ16","AL080276.2",0.949,"T_cells"
"KCNJ16","TBP",0.952,"T_cells"
"KCNJ16","ZNF3",0.962,"T_cells"
"KCNJ16","LACTB2",0.953,"T_cells"
"KCNJ16","RUNX1T1",0.955,"T_cells"
"KCNJ16","AL133410.1",0.973,"T_cells"
"KCNJ16","POMT1",0.956,"T_cells"
"KCNJ16","KCNC1",0.967,"T_cells"
"KCNJ16","DHX32",0.968,"T_cells"
"KCNJ16","TAPBPL",0.95,"T_cells"
"KCNJ16","EIF3J-DT",0.966,"T_cells"
"KCNJ16","MGME1",0.965,"T_cells"
"CDC42EP4","PRKAB2",0.89,"T_cells"
"CDC42EP4","ZNF513",0.738,"T_cells"
"CDC42EP4","GALNT8",0.927,"T_cells"
"CDC42EP4","BBS10",0.921,"T_cells"
"CDC42EP4","C13orf46",0.915,"T_cells"
"CDC42EP4","PARD6G-AS1",0.754,"T_cells"
"DNAI2","MPPED2",0.811,"T_cells"
"GPRC5C","AC245297.2",0.846,"T_cells"
"GPRC5C","UCKL1",0.799,"T_cells"
"CD300E","TNFAIP2",0.309,"T_cells"
"CD300LF","CLEC12A",0.761,"T_cells"
"TEN1","GOLPH3L",0.822,"T_cells"
"CDK3","NPEPL1",0.82,"T_cells"
"QRICH2","TPRA1",0.835,"T_cells"
"CYGB","R3HDM4",0.78,"T_cells"
"PRCD","PLPPR5",0.862,"T_cells"
"PRCD","ANKRD9",0.858,"T_cells"
"ST6GALNAC2","AMBRA1",0.354,"T_cells"
"AC021683.3","AC018682.1",0.851,"T_cells"
"AC021683.3","FAM196B",0.853,"T_cells"
"TK1","C2orf69",0.868,"T_cells"
"TK1","POLR2H",0.866,"T_cells"
"AC061992.1","CERS3-AS1",0.311,"T_cells"
"CCDC40","SEMA6C",0.921,"T_cells"
"CCDC40","SYT2",0.823,"T_cells"
"CCDC40","HNRNPU",0.715,"T_cells"
"CCDC40","HTR4",0.682,"T_cells"
"CCDC40","AL356417.3",0.48,"T_cells"
"CCDC40","TSPAN16",0.906,"T_cells"
"BAIAP2-DT","B3GALT6",0.655,"T_cells"
"BAIAP2-DT","SHROOM4",0.887,"T_cells"
"BAIAP2-DT","ALOX15B",0.728,"T_cells"
"AC027601.3","TAF13",0.986,"T_cells"
"AC027601.3","SH3BP5L",0.983,"T_cells"
"AC027601.3","CREG2",0.754,"T_cells"
"AC027601.3","MAIP1",0.962,"T_cells"
"AC027601.3","PTPRN",0.98,"T_cells"
"AC027601.3","MOBP",0.942,"T_cells"
"AC027601.3","PODXL2",0.974,"T_cells"
"AC027601.3","RAB6B",0.979,"T_cells"
"AC027601.3","SULT1B1",0.977,"T_cells"
"AC027601.3","SLC25A4",0.977,"T_cells"
"AC027601.3","REEP2",0.976,"T_cells"
"AC027601.3","HIST1H1C",0.977,"T_cells"
"AC027601.3","TSPAN13",0.984,"T_cells"
"AC027601.3","IDH3G",0.983,"T_cells"
"AC027601.3","DCTN3",0.978,"T_cells"
"AC027601.3","SERPINH1",0.974,"T_cells"
"AC027601.3","CYP46A1",0.978,"T_cells"
"AC027601.3","ARHGDIG",0.962,"T_cells"
"AC027601.3","MRPL28",0.977,"T_cells"
"AC027601.3","SNHG19",0.972,"T_cells"
"AC027601.3","APRT",0.985,"T_cells"
"AC027601.3","GRAPL",0.972,"T_cells"
"AC027601.3","CTSA",0.979,"T_cells"
"AC027601.3","TINCR",0.967,"T_cells"
"AC027601.3","DBP",0.984,"T_cells"
"AC027601.3","MLC1",0.976,"T_cells"
"AC027601.3","NCAPH2",0.974,"T_cells"
"AC110285.6","FBXO32",0.821,"T_cells"
"AC110285.5","MTHFR",0.958,"T_cells"
"AC110285.5","AC114488.2",0.422,"T_cells"
"AC110285.5","TRAPPC3",0.608,"T_cells"
"AC110285.5","ZFYVE9",0.956,"T_cells"
"AC110285.5","RBKS",0.96,"T_cells"
"AC110285.5","DHX57",0.959,"T_cells"
"AC110285.5","SGK1",0.97,"T_cells"
"AC110285.5","LONRF1",0.965,"T_cells"
"AC110285.5","TRIM35",0.97,"T_cells"
"AC110285.5","TRUB2",0.966,"T_cells"
"AC110285.5","TRDMT1",0.967,"T_cells"
"AC110285.5","NEBL",0.959,"T_cells"
"AC110285.5","BRMS1L",0.967,"T_cells"
"AC110285.5","KDM6B",0.967,"T_cells"
"AC110285.5","NUDT19",0.96,"T_cells"
"AC110285.2","PRDM5",0.711,"T_cells"
"AC110285.2","SULT1A1",0.841,"T_cells"
"BAHCC1","AC110769.2",0.903,"T_cells"
"BAHCC1","NEMP2",0.894,"T_cells"
"BAHCC1","RAD23A",0.828,"T_cells"
"ALYREF","NR1D2",0.415,"T_cells"
"MAFG-DT","KIAA1841",0.883,"T_cells"
"MAFG-DT","CDK7",0.885,"T_cells"
"MAFG-DT","BLOC1S2",0.88,"T_cells"
"AC132938.1","FRMPD1",0.528,"T_cells"
"AC024361.2","BHMT2",0.311,"T_cells"
"AC024361.2","ABTB2",0.845,"T_cells"
"AC024361.2","FANCI",0.339,"T_cells"
"AC024361.2","ZNF529-AS1",0.327,"T_cells"
"CLUL1","WNT6",0.325,"T_cells"
"CLUL1","FKBP1C",0.494,"T_cells"
"CLUL1","EPHA1-AS1",0.593,"T_cells"
"CLUL1","INCA1",0.547,"T_cells"
"SMCHD1","SARAF",0.86,"T_cells"
"EMILIN2","RCOR1",0.935,"T_cells"
"EMILIN2","ZDHHC7",0.85,"T_cells"
"DLGAP1","RALYL",0.654,"T_cells"
"DLGAP1","MDGA2",0.78,"T_cells"
"DLGAP1-AS4","ADGRG2",0.75,"T_cells"
"AP005671.1","AC010969.2",0.386,"T_cells"
"AP005671.1","LINC01102",0.398,"T_cells"
"AP005671.1","AL121944.1",0.684,"T_cells"
"AP005671.1","TTBK1",0.915,"T_cells"
"AP005671.1","PFKFB1",0.717,"T_cells"
"AP005671.1","ZNF268",0.911,"T_cells"
"AP005671.1","AC104035.1",0.902,"T_cells"
"EPB41L3","RILPL2",0.891,"T_cells"
"MIR3976HG","CR1L",0.787,"T_cells"
"MIR3976HG","WIF1",0.567,"T_cells"
"AP001021.2","AC012360.3",0.457,"T_cells"
"AP001021.2","AC073167.1",0.644,"T_cells"
"AP001021.2","AC104532.2",0.673,"T_cells"
"LAMA1","ATL2",0.861,"T_cells"
"LAMA1","SCHLAP1",0.875,"T_cells"
"RAB31","SMAP2",0.813,"T_cells"
"RAB31","PSEN1",0.426,"T_cells"
"APCDD1","GINM1",0.882,"T_cells"
"APCDD1","DUS2",0.899,"T_cells"
"APCDD1","AC138150.1",0.456,"T_cells"
"APCDD1","MHENCR",0.886,"T_cells"
"PRELID3A","BCL9",0.879,"T_cells"
"PRELID3A","RELL2",0.728,"T_cells"
"PRELID3A","CUL7",0.904,"T_cells"
"PRELID3A","CTNS",0.905,"T_cells"
"PRELID3A","KCNC3",0.912,"T_cells"
"AP001029.2","RPUSD3",0.929,"T_cells"
"AP001029.2","TLR1",0.921,"T_cells"
"AP001029.2","MFSD4B",0.94,"T_cells"
"AP001029.2","RHOXF1-AS1",0.921,"T_cells"
"AP001029.2","ABO",0.426,"T_cells"
"AP001029.2","ARHGAP12",0.419,"T_cells"
"AP001029.2","C12orf4",0.919,"T_cells"
"AP001029.2","LINC00854",0.765,"T_cells"
"AP001029.2","HOMER3",0.395,"T_cells"
"CEP76","RUSC2",0.808,"T_cells"
"ANKRD29","HFM1",0.442,"T_cells"
"ANKRD29","RNF2",0.951,"T_cells"
"ANKRD29","AL356108.1",0.373,"T_cells"
"ANKRD29","ZNF81",0.948,"T_cells"
"ANKRD29","CASP1",0.938,"T_cells"
"ANKRD29","CAB39L",0.951,"T_cells"
"ANKRD29","SLC24A4",0.916,"T_cells"
"ANKRD29","GDPD3",0.827,"T_cells"
"ANKRD29","IRF8",0.945,"T_cells"
"ANKRD29","PSMG2",0.958,"T_cells"
"ANKRD29","MARK4",0.947,"T_cells"
"LAMA3","PSMD2",0.833,"T_cells"
"LAMA3","AC009630.1",0.875,"T_cells"
"LAMA3","AL118506.1",0.892,"T_cells"
"AC090772.3","C6orf47",0.446,"T_cells"
"AC090772.3","AC058791.1",0.873,"T_cells"
"AC090772.3","COQ9",0.886,"T_cells"
"AC090772.3","TMUB2",0.647,"T_cells"
"IMPACT","FAM161A",0.882,"T_cells"
"IMPACT","PKIB",0.72,"T_cells"
"IMPACT","THAP2",0.881,"T_cells"
"IMPACT","AC245060.6",0.311,"T_cells"
"ZNF521","AC139530.1",0.824,"T_cells"
"CHST9","LINC00467",0.873,"T_cells"
"CHST9","GABRA3",0.846,"T_cells"
"CDH2","RBFOX3",0.805,"T_cells"
"DSC2","FZD6",0.341,"T_cells"
"DSC2","PPIF",0.877,"T_cells"
"DSC2","AC004596.1",0.885,"T_cells"
"DSC2","AC005332.6",0.893,"T_cells"
"DSCAS","PIK3CD",0.807,"T_cells"
"DSCAS","COP1",0.9,"T_cells"
"DSCAS","APBB1IP",0.896,"T_cells"
"DSCAS","FOXN3",0.903,"T_cells"
"DSCAS","AC009119.2",0.93,"T_cells"
"C18orf21","XPO4",0.84,"T_cells"
"AC021504.1","STS",0.924,"T_cells"
"AC021504.1","MAGEC3",0.779,"T_cells"
"AC021504.1","VPS13B",0.928,"T_cells"
"AC021504.1","CDKN2A",0.921,"T_cells"
"AC021504.1","BMS1P14",0.909,"T_cells"
"AC021504.1","CR381653.1",0.917,"T_cells"
"LINC00907","DPH5",0.864,"T_cells"
"LINC00907","PLEKHH1",0.894,"T_cells"
"LINC00907","ZNF480",0.901,"T_cells"
"LINC01478","NLRP5",0.628,"T_cells"
"AC090241.3","BAP1",0.938,"T_cells"
"AC090241.3","AC097103.2",0.938,"T_cells"
"AC090241.3","RNF14",0.944,"T_cells"
"AC090241.3","AC078960.1",0.637,"T_cells"
"AC090241.3","UBE2A",0.908,"T_cells"
"AC090241.3","SMIM10",0.671,"T_cells"
"AC090241.3","KMT5A",0.921,"T_cells"
"AC044840.1","ADGRL2",0.803,"T_cells"
"AC044840.1","AC109597.1",0.267,"T_cells"
"CFAP53","GREM2",0.76,"T_cells"
"MAPK4","RPS10-NUDT3",0.84,"T_cells"
"MAPK4","NKAIN3",0.85,"T_cells"
"AC091551.1","NUPL2",0.301,"T_cells"
"AC091551.1","TIPIN",0.667,"T_cells"
"C18orf54","IL20RB",0.875,"T_cells"
"C18orf54","AC034102.5",0.885,"T_cells"
"C18orf54","GZF1",0.828,"T_cells"
"TCF4-AS2","AL136988.2",0.896,"T_cells"
"TCF4-AS2","AC097537.1",0.42,"T_cells"
"TCF4-AS2","AC079296.1",0.624,"T_cells"
"TCF4-AS2","AP000753.2",0.511,"T_cells"
"TCF4-AS2","AP001107.1",0.791,"T_cells"
"TCF4-AS2","AF127577.2",0.397,"T_cells"
"AC022031.2","LILRB5",0.868,"T_cells"
"AC022031.2","GAB4",0.769,"T_cells"
"ONECUT2","KLHL9",0.808,"T_cells"
"AC105094.2","ZNF692",0.975,"T_cells"
"AC105094.2","HAAO",0.966,"T_cells"
"AC105094.2","KCTD18",0.973,"T_cells"
"AC105094.2","NDUFAF3",0.969,"T_cells"
"AC105094.2","PDIA5",0.8,"T_cells"
"AC105094.2","C5orf51",0.974,"T_cells"
"AC105094.2","AGER",0.989,"T_cells"
"AC105094.2","TBCC",0.983,"T_cells"
"AC105094.2","IL1RAPL2",0.971,"T_cells"
"AC105094.2","PRSS3",0.974,"T_cells"
"AC105094.2","MS4A4E",0.959,"T_cells"
"AC105094.2","HYOU1",0.981,"T_cells"
"AC105094.2","GRIN2B",0.981,"T_cells"
"AC105094.2","AL355974.2",0.381,"T_cells"
"AC105094.2","SQOR",0.974,"T_cells"
"AC105094.2","DOC2A",0.978,"T_cells"
"AC105094.2","AC116348.3",0.977,"T_cells"
"AC105094.2","AC005726.1",0.985,"T_cells"
"AC105094.2","CYB561",0.976,"T_cells"
"AC105094.2","PCNA",0.962,"T_cells"
"AC105094.2","CDC34",0.981,"T_cells"
"AC105094.2","C19orf38",0.949,"T_cells"
"AC105094.2","CCDC124",0.975,"T_cells"
"AC105094.2","AC245060.5",0.972,"T_cells"
"AC105094.2","NCF4",0.982,"T_cells"
"AC105094.2","CBR1",0.968,"T_cells"
"AC036176.1","PROX1",0.929,"T_cells"
"AC036176.1","PLEKHH2",0.332,"T_cells"
"AC036176.1","AL023284.4",0.55,"T_cells"
"AC036176.1","RP2",0.921,"T_cells"
"AC036176.1","AC116552.1",0.69,"T_cells"
"AC036176.1","ZGLP1",0.517,"T_cells"
"AC036176.1","CD3EAP",0.685,"T_cells"
"AC036176.1","AC007325.4",0.703,"T_cells"
"LINC01924","KCNH8",0.888,"T_cells"
"LINC01924","CCL4L2",0.914,"T_cells"
"LINC01924","TMEM92-AS1",0.506,"T_cells"
"LINC01924","KDM4B",0.787,"T_cells"
"LINC01924","U2AF1",0.674,"T_cells"
"CDH19","LTC4S",0.473,"T_cells"
"AC110597.1","RGS18",0.47,"T_cells"
"AC110597.1","KCNJ3",0.465,"T_cells"
"AC110597.1","NDUFB3",0.46,"T_cells"
"AC110597.1","CISH",0.469,"T_cells"
"AC110597.1","AC024560.1",0.344,"T_cells"
"AC110597.1","SLIT2",0.472,"T_cells"
"AC110597.1","GABRA1",0.473,"T_cells"
"AC110597.1","NFKBIL1",0.451,"T_cells"
"AC110597.1","PHKG1",0.469,"T_cells"
"AC110597.1","TMEM130",0.467,"T_cells"
"AC110597.1","AP1S1",0.473,"T_cells"
"AC110597.1","MMP16",0.468,"T_cells"
"AC110597.1","TSSC4",0.467,"T_cells"
"AC110597.1","AP002954.1",0.468,"T_cells"
"AC110597.1","VAX1",0.385,"T_cells"
"AC110597.1","VDR",0.469,"T_cells"
"AC110597.1","GPR84",0.382,"T_cells"
"AC110597.1","GAS6-AS1",0.468,"T_cells"
"AC110597.1","OSCAR",0.462,"T_cells"
"AC110597.1","TFPT",0.464,"T_cells"
"AC119868.2","RBM22",0.778,"T_cells"
"SOCS6","DENND3",0.768,"T_cells"
"FAM69C","ARL16",0.811,"T_cells"
"AC009716.1","C1orf122",0.866,"T_cells"
"AC009716.1","LRP1B",0.515,"T_cells"
"AC009716.1","AC002451.1",0.319,"T_cells"
"LINC00908","RFXAP",0.782,"T_cells"
"AC068473.1","PTGFRN",0.946,"T_cells"
"AC068473.1","CAMSAP2",0.939,"T_cells"
"AC068473.1","KIF5C",0.936,"T_cells"
"AC068473.1","XRCC2",0.576,"T_cells"
"AC068473.1","AMPD3",0.943,"T_cells"
"AC068473.1","AC066613.2",0.886,"T_cells"
"AC068473.1","NLRP1",0.93,"T_cells"
"AC068473.1","BCAS3",0.946,"T_cells"
"AC068473.1","CXXC1",0.912,"T_cells"
"AC021594.2","RNF103-CHMP3",0.842,"T_cells"
"AC021594.2","SIGLEC1",0.565,"T_cells"
"KCNG2","CLGN",0.858,"T_cells"
"KCNG2","GOLGA2",0.883,"T_cells"
"KCNG2","POLR2E",0.882,"T_cells"
"PARD6G-AS1","CRAMP1",0.663,"T_cells"
"C20orf96","ZNF658",0.831,"T_cells"
"FAM110A","CUL4A",0.996,"T_cells"
"SNPH","EHHADH",0.797,"T_cells"
"SDCBP2","NIT2",0.799,"T_cells"
"AL121760.1","DBT",0.954,"T_cells"
"AL121760.1","PTPN23",0.951,"T_cells"
"AL121760.1","ACAD9",0.969,"T_cells"
"AL121760.1","RGS12",0.97,"T_cells"
"AL121760.1","AC003991.1",0.968,"T_cells"
"AL121760.1","SLC35B4",0.969,"T_cells"
"AL121760.1","MAN1B1",0.955,"T_cells"
"AL121760.1","VPS26B",0.664,"T_cells"
"AL121760.1","CACNA1C",0.97,"T_cells"
"AL121760.1","KCTD10",0.97,"T_cells"
"AL121760.1","GCN1",0.967,"T_cells"
"AL121760.1","AC009554.1",0.964,"T_cells"
"AL121760.1","PMFBP1",0.644,"T_cells"
"AL121760.1","PELP1",0.969,"T_cells"
"AL121760.1","UTP6",0.974,"T_cells"
"AL121760.1","CRLS1",0.964,"T_cells"
"AL121760.1","UFD1",0.964,"T_cells"
"AL121760.1","SYNGR1",0.975,"T_cells"
"AL117335.1","AL451085.2",0.709,"T_cells"
"AL117335.1","AC010809.1",0.889,"T_cells"
"AL117335.1","EIF3C",0.862,"T_cells"
"AL117335.1","FP565260.1",0.731,"T_cells"
"AL117335.1","AL354822.1",0.876,"T_cells"
"SIGLEC1","XRN1",0.813,"T_cells"
"SIGLEC1","ARHGEF40",0.322,"T_cells"
"SMOX","LINC02362",0.512,"T_cells"
"SMOX","NR2F1",0.919,"T_cells"
"SMOX","FANK1",0.552,"T_cells"
"SMOX","AC046130.2",0.912,"T_cells"
"SMOX","POMT2",0.906,"T_cells"
"SMOX","FBN1",0.923,"T_cells"
"SMOX","TST",0.459,"T_cells"
"AL035461.2","PAQR6",0.938,"T_cells"
"AL035461.2","VHL",0.958,"T_cells"
"AL035461.2","TXNRD3",0.676,"T_cells"
"AL035461.2","CDH12",0.96,"T_cells"
"AL035461.2","PPP1R9A",0.958,"T_cells"
"AL035461.2","NELFB",0.962,"T_cells"
"AL035461.2","PPFIA2",0.949,"T_cells"
"AL035461.2","MAPKBP1",0.949,"T_cells"
"AL035461.2","SENP8",0.724,"T_cells"
"AL035461.2","ZNF205",0.838,"T_cells"
"AL035461.2","CDK10",0.962,"T_cells"
"AL035461.2","RRP7A",0.852,"T_cells"
"PAK5","CXorf56",0.837,"T_cells"
"JAG1","MRPL32",0.902,"T_cells"
"JAG1","ZNF425",0.909,"T_cells"
"JAG1","SDC2",0.894,"T_cells"
"JAG1","SWSAP1",0.635,"T_cells"
"AL050403.2","NAB1",0.93,"T_cells"
"AL050403.2","DGKG",0.936,"T_cells"
"AL050403.2","FGFR1OP",0.916,"T_cells"
"AL050403.2","PLPP7",0.654,"T_cells"
"AL050403.2","PDSS1",0.931,"T_cells"
"AL050403.2","FUT11",0.933,"T_cells"
"AL050403.2","APCDD1",0.507,"T_cells"
"SPTLC3","SUMO3",0.803,"T_cells"
"SEL1L2","SCNN1D",0.565,"T_cells"
"SEL1L2","SLIT3",0.93,"T_cells"
"SEL1L2","SNX32",0.933,"T_cells"
"SEL1L2","AL392086.1",0.561,"T_cells"
"SEL1L2","AL390763.2",0.924,"T_cells"
"SEL1L2","PTPRB",0.937,"T_cells"
"SEL1L2","RNF43",0.762,"T_cells"
"SEL1L2","DOHH",0.933,"T_cells"
"SEL1L2","P2RX6",0.929,"T_cells"
"FLRT3","LINC00535",0.844,"T_cells"
"DZANK1","ADARB2",0.834,"T_cells"
"SMIM26","TM4SF1-AS1",0.819,"T_cells"
"SMIM26","ELMSAN1",0.615,"T_cells"
"AL035563.1","HAUS8",0.874,"T_cells"
"AL035563.1","ZNF154",0.708,"T_cells"
"CFAP61","AL445685.1",0.709,"T_cells"
"CFAP61","AC018467.1",0.793,"T_cells"
"CFAP61","FBLN7",0.935,"T_cells"
"CFAP61","IL12A-AS1",0.938,"T_cells"
"CFAP61","AL162718.1",0.883,"T_cells"
"CFAP61","CASTOR2",0.961,"T_cells"
