"source","target","weight","celltype"
"TNIK","FRMD3",0.75,"Excitatory_neurons"
"TNIK","FGD4",0.893,"Excitatory_neurons"
"FNDC3B","GRIK1",0.764,"Excitatory_neurons"
"NCEH1","GPR155",0.726,"Excitatory_neurons"
"NCEH1","NNT-AS1",0.486,"Excitatory_neurons"
"ECT2","SLC6A7",0.833,"Excitatory_neurons"
"ECT2","ERCC1",0.279,"Excitatory_neurons"
"NLGN1","NYAP2",0.891,"Excitatory_neurons"
"NLGN1","NLGN4X",0.716,"Excitatory_neurons"
"NLGN1","MICU1",0.946,"Excitatory_neurons"
"NLGN1","RNLS",0.639,"Excitatory_neurons"
"NAALADL2","LMBRD1",0.782,"Excitatory_neurons"
"KCNMB2-AS1","FBXO28",0.874,"Excitatory_neurons"
"KCNMB2-AS1","HDAC5",0.923,"Excitatory_neurons"
"ZMAT3","HLF",0.794,"Excitatory_neurons"
"PIK3CA","ARL6IP6",0.859,"Excitatory_neurons"
"PIK3CA","USF3",0.911,"Excitatory_neurons"
"PIK3CA","MRPL1",0.901,"Excitatory_neurons"
"PIK3CA","HELZ",0.451,"Excitatory_neurons"
"MRPL47","ZNF783",0.439,"Excitatory_neurons"
"MRPL47","GSTO1",0.736,"Excitatory_neurons"
"NDUFB5","NIF3L1",0.839,"Excitatory_neurons"
"NDUFB5","KRAS",0.719,"Excitatory_neurons"
"PEX5L","ZNF804B",0.907,"Excitatory_neurons"
"PEX5L","TIGAR",0.792,"Excitatory_neurons"
"FXR1","HSPA4L",0.792,"Excitatory_neurons"
"FXR1","DNAJC21",0.928,"Excitatory_neurons"
"FXR1","UBQLN1",0.92,"Excitatory_neurons"
"FXR1","CHORDC1",0.759,"Excitatory_neurons"
"FXR1","UBE2D1",0.84,"Excitatory_neurons"
"FXR1","FECH",0.925,"Excitatory_neurons"
"FXR1","ZCCHC2",0.61,"Excitatory_neurons"
"DNAJC19","PDCD2",0.813,"Excitatory_neurons"
"DNAJC19","MKL1",0.326,"Excitatory_neurons"
"MCCC1","HACL1",0.908,"Excitatory_neurons"
"MCCC1","REPS1",0.384,"Excitatory_neurons"
"MCCC1","NSMAF",0.872,"Excitatory_neurons"
"MCF2L2","ULK4",0.713,"Excitatory_neurons"
"MCF2L2","TPST1",0.647,"Excitatory_neurons"
"MCF2L2","FTX",0.747,"Excitatory_neurons"
"MCF2L2","WBP1L",0.665,"Excitatory_neurons"
"MCF2L2","MIPEP",0.597,"Excitatory_neurons"
"MCF2L2","NALCN",0.588,"Excitatory_neurons"
"MCF2L2","LMF1",0.952,"Excitatory_neurons"
"MCF2L2","ANKFY1",0.705,"Excitatory_neurons"
"KLHL24","AL139260.1",0.345,"Excitatory_neurons"
"KLHL24","MED10",0.845,"Excitatory_neurons"
"KLHL24","DNAJC30",0.914,"Excitatory_neurons"
"KLHL24","POLE",0.884,"Excitatory_neurons"
"KLHL24","ADNP",0.902,"Excitatory_neurons"
"YEATS2","KANSL3",0.93,"Excitatory_neurons"
"ABCC5","AC016723.1",0.929,"Excitatory_neurons"
"ABCC5","RBM5",0.752,"Excitatory_neurons"
"DVL3","CIC",0.916,"Excitatory_neurons"
"AP2M1","MTCH1",0.542,"Excitatory_neurons"
"ABCF3","IKBKG",0.683,"Excitatory_neurons"
"VWA5B2","SLC2A6",0.816,"Excitatory_neurons"
"ALG3","NOP56",0.78,"Excitatory_neurons"
"CAMK2N2","SCN1B",0.498,"Excitatory_neurons"
"FAM131A","NUTF2",0.755,"Excitatory_neurons"
"FAM131A","NLE1",0.804,"Excitatory_neurons"
"CHRD","SLC39A13",0.785,"Excitatory_neurons"
"LINC02054","NEB",0.927,"Excitatory_neurons"
"LINC02054","TFEB",0.732,"Excitatory_neurons"
"LINC02054","C9orf24",0.833,"Excitatory_neurons"
"LINC02054","COL27A1",0.923,"Excitatory_neurons"
"LINC02054","AVIL",0.873,"Excitatory_neurons"
"LINC02054","DENR",0.913,"Excitatory_neurons"
"LINC02054","ADPRHL1",0.975,"Excitatory_neurons"
"LINC02054","TUBA8",0.667,"Excitatory_neurons"
"MAGEF1","ARF5",0.885,"Excitatory_neurons"
"MAGEF1","BRF2",0.877,"Excitatory_neurons"
"MAGEF1","FAM241B",0.961,"Excitatory_neurons"
"MAGEF1","SNAPC5",0.414,"Excitatory_neurons"
"MAGEF1","ZNF428",0.612,"Excitatory_neurons"
"VPS8","BTAF1",0.242,"Excitatory_neurons"
"VPS8","POC1B",0.621,"Excitatory_neurons"
"VPS8","FNDC3A",0.764,"Excitatory_neurons"
"MAP3K13","URGCP",0.525,"Excitatory_neurons"
"EIF4A2","TMEM50A",0.871,"Excitatory_neurons"
"EIF4A2","TSPAN7",0.816,"Excitatory_neurons"
"EIF4A2","RTL8A",0.736,"Excitatory_neurons"
"EIF4A2","AIP",0.304,"Excitatory_neurons"
"EIF4A2","LYSMD2",0.899,"Excitatory_neurons"
"LINC02043","ZNF330",0.824,"Excitatory_neurons"
"LINC02043","AC009630.1",0.9,"Excitatory_neurons"
"BCL6","TIPARP",0.839,"Excitatory_neurons"
"CCDC50","KCNAB3",0.785,"Excitatory_neurons"
"FGF12","KCNIP4",0.763,"Excitatory_neurons"
"FGF12","CNTNAP2",0.675,"Excitatory_neurons"
"FGF12","SYBU",0.768,"Excitatory_neurons"
"FGF12","LRRC4C",0.889,"Excitatory_neurons"
"FGF12","FAM155A",0.494,"Excitatory_neurons"
"OPA1","HACD2",0.628,"Excitatory_neurons"
"OPA1","TTBK2",0.74,"Excitatory_neurons"
"ATP13A3","TMX3",0.795,"Excitatory_neurons"
"LINC00884","ZNF611",0.778,"Excitatory_neurons"
"TNK2","SPEG",0.844,"Excitatory_neurons"
"TNK2","SCAP",0.815,"Excitatory_neurons"
"TNK2","JAG2",0.771,"Excitatory_neurons"
"TNK2","TMEM86B",0.868,"Excitatory_neurons"
"TNK2","RHBDD3",0.902,"Excitatory_neurons"
"PCYT1A","SPG21",0.615,"Excitatory_neurons"
"PCYT1A","ATCAY",0.343,"Excitatory_neurons"
"FBXO45","LYSMD1",0.92,"Excitatory_neurons"
"FBXO45","PGRMC2",0.9,"Excitatory_neurons"
"FBXO45","MARCKS",0.717,"Excitatory_neurons"
"FBXO45","DDX3X",0.915,"Excitatory_neurons"
"FBXO45","ZBTB6",0.889,"Excitatory_neurons"
"FBXO45","GSK3A",0.33,"Excitatory_neurons"
"CEP19","SMIM10L1",0.586,"Excitatory_neurons"
"CEP19","FAHD1",0.467,"Excitatory_neurons"
"SENP5","RLF",0.926,"Excitatory_neurons"
"SENP5","PDCD6",0.906,"Excitatory_neurons"
"SENP5","LUC7L",0.765,"Excitatory_neurons"
"NCBP2","COPB2",0.898,"Excitatory_neurons"
"NCBP2","ING2",0.524,"Excitatory_neurons"
"NCBP2","AC004951.1",0.798,"Excitatory_neurons"
"PIGZ","MTERF2",0.821,"Excitatory_neurons"
"DLG1","RAPGEF2",0.684,"Excitatory_neurons"
"DLG1","TMEM161B-AS1",0.281,"Excitatory_neurons"
"DLG1","PHF14",0.602,"Excitatory_neurons"
"DLG1","C11orf95",0.403,"Excitatory_neurons"
"BDH1","FAM76A",0.94,"Excitatory_neurons"
"BDH1","CEP68",0.928,"Excitatory_neurons"
"BDH1","POLR1A",0.917,"Excitatory_neurons"
"BDH1","RAPGEF4-AS1",0.949,"Excitatory_neurons"
"BDH1","ANKMY1",0.921,"Excitatory_neurons"
"BDH1","GK5",0.605,"Excitatory_neurons"
"BDH1","OTUD4",0.975,"Excitatory_neurons"
"BDH1","AC116366.3",0.337,"Excitatory_neurons"
"BDH1","DELE1",0.964,"Excitatory_neurons"
"BDH1","PLGRKT",0.596,"Excitatory_neurons"
"BDH1","RNF121",0.68,"Excitatory_neurons"
"BDH1","CYP2E1",0.952,"Excitatory_neurons"
"BDH1","SLC15A4",0.75,"Excitatory_neurons"
"BDH1","DLEU7",0.933,"Excitatory_neurons"
"BDH1","GOLGA8A",0.968,"Excitatory_neurons"
"BDH1","SORD",0.962,"Excitatory_neurons"
"BDH1","TOP3A",0.398,"Excitatory_neurons"
"FYTTD1","KCNK1",0.773,"Excitatory_neurons"
"FYTTD1","ETF1",0.737,"Excitatory_neurons"
"FYTTD1","EIF3H",0.926,"Excitatory_neurons"
"LRCH3","ATF1",0.611,"Excitatory_neurons"
"RPL35A","LSM3",0.744,"Excitatory_neurons"
"RPL35A","RPS4X",0.267,"Excitatory_neurons"
"RPL35A","RPS25",0.637,"Excitatory_neurons"
"RPL35A","RPL41",0.775,"Excitatory_neurons"
"ZNF595","AC092835.1",0.592,"Excitatory_neurons"
"ZNF595","HPS3",0.9,"Excitatory_neurons"
"ZNF595","ZNF138",0.596,"Excitatory_neurons"
"ZNF595","ZNF253",0.858,"Excitatory_neurons"
"ZNF721","SAP130",0.928,"Excitatory_neurons"
"ZNF721","METTL6",0.509,"Excitatory_neurons"
"ZNF721","ZNF197",0.736,"Excitatory_neurons"
"ZNF721","SENP5",0.866,"Excitatory_neurons"
"ZNF721","NFX1",0.681,"Excitatory_neurons"
"ZNF721","ALKBH3",0.367,"Excitatory_neurons"
"ZNF721","NADSYN1",0.952,"Excitatory_neurons"
"ZNF721","CCDC84",0.589,"Excitatory_neurons"
"ZNF721","ZNF248",0.724,"Excitatory_neurons"
"ZNF721","AC244131.2",0.935,"Excitatory_neurons"
"ZNF721","ZNF26",0.344,"Excitatory_neurons"
"ZNF721","N4BP2L1",0.911,"Excitatory_neurons"
"ZNF721","FANCM",0.925,"Excitatory_neurons"
"AC116565.1","FAM171A2",0.266,"Excitatory_neurons"
"AC139887.2","LINC01355",0.878,"Excitatory_neurons"
"AC139887.2","ZNF808",0.897,"Excitatory_neurons"
"AC139887.2","ZNF471",0.817,"Excitatory_neurons"
"AC139887.2","AC005498.3",0.89,"Excitatory_neurons"
"CPLX1","NRIP3",0.917,"Excitatory_neurons"
"TMEM175","RNF145",0.55,"Excitatory_neurons"
"DGKQ","ENTR1",0.912,"Excitatory_neurons"
"DGKQ","GAA",0.965,"Excitatory_neurons"
"DGKQ","TMEM259",0.778,"Excitatory_neurons"
"CTBP1","KHDC1",0.852,"Excitatory_neurons"
"SLBP","MORF4L2",0.975,"Excitatory_neurons"
"SLBP","AZIN1",0.632,"Excitatory_neurons"
"NSD2","CASTOR2",0.301,"Excitatory_neurons"
"NSD2","MCPH1",0.841,"Excitatory_neurons"
"NSD2","PCSK7",0.593,"Excitatory_neurons"
"NSD2","ADCY9",0.564,"Excitatory_neurons"
"NSD2","FBXL20",0.423,"Excitatory_neurons"
"NSD2","VPS25",0.31,"Excitatory_neurons"
"NSD2","RYR1",0.706,"Excitatory_neurons"
"NELFA","NIM1K",0.667,"Excitatory_neurons"
"NELFA","FGD1",0.833,"Excitatory_neurons"
"NELFA","SNX32",0.739,"Excitatory_neurons"
"NELFA","HDAC7",0.471,"Excitatory_neurons"
"C4orf48","FABP3",0.964,"Excitatory_neurons"
"C4orf48","ESCO1",0.773,"Excitatory_neurons"
"C4orf48","RUVBL2",0.853,"Excitatory_neurons"
"C4orf48","NDUFA3",0.88,"Excitatory_neurons"
"NAT8L","MFN2",0.927,"Excitatory_neurons"
"NAT8L","SLC48A1",0.941,"Excitatory_neurons"
"NAT8L","C12orf49",0.631,"Excitatory_neurons"
"POLN","AL513329.1",0.946,"Excitatory_neurons"
"POLN","AC108062.1",0.715,"Excitatory_neurons"
"POLN","FAM151B",0.929,"Excitatory_neurons"
"POLN","STYXL1",0.723,"Excitatory_neurons"
"POLN","BIN3",0.929,"Excitatory_neurons"
"POLN","KCNT1",0.851,"Excitatory_neurons"
"POLN","CFAP70",0.949,"Excitatory_neurons"
"POLN","AC091167.6",0.818,"Excitatory_neurons"
"POLN","BANP",0.479,"Excitatory_neurons"
"POLN","SMG9",0.987,"Excitatory_neurons"
"POLN","SLC5A4-AS1",0.937,"Excitatory_neurons"
"MXD4","TPRN",0.617,"Excitatory_neurons"
"MXD4","CCDC88B",0.535,"Excitatory_neurons"
"ZFYVE28","ZCCHC14",0.515,"Excitatory_neurons"
"FAM193A","ZFYVE28",0.761,"Excitatory_neurons"
"FAM193A","USP42",0.879,"Excitatory_neurons"
"FAM193A","USP32",0.919,"Excitatory_neurons"
"FAM193A","TRPC4AP",0.893,"Excitatory_neurons"
"ADD1","DBT",0.853,"Excitatory_neurons"
"ADD1","SPTAN1",0.811,"Excitatory_neurons"
"ADD1","CKAP5",0.598,"Excitatory_neurons"
"ADD1","NUMA1",0.701,"Excitatory_neurons"
"MFSD10","KCNK4",0.734,"Excitatory_neurons"
"MFSD10","RAB26",0.963,"Excitatory_neurons"
"NOP14","HNRNPF",0.787,"Excitatory_neurons"
"GRK4","ZFR2",0.309,"Excitatory_neurons"
"HTT","DTNB",0.968,"Excitatory_neurons"
"HTT","TLK1",0.798,"Excitatory_neurons"
"HTT","YEATS2",0.471,"Excitatory_neurons"
"HTT","PRKDC",0.753,"Excitatory_neurons"
"MSANTD1","MFAP3L",0.235,"Excitatory_neurons"
"STX18","HS2ST1",0.654,"Excitatory_neurons"
"STX18","ZNF81",0.934,"Excitatory_neurons"
"STX18","FAM168A",0.934,"Excitatory_neurons"
"STX18","PARP11",0.931,"Excitatory_neurons"
"STX18","WDR25",0.921,"Excitatory_neurons"
"STX18","PPP1R13B",0.381,"Excitatory_neurons"
"STX18","EFL1",0.92,"Excitatory_neurons"
"STX18-AS1","NUDC",0.823,"Excitatory_neurons"
"STX18-AS1","DMGDH",0.922,"Excitatory_neurons"
"STX18-AS1","FAM66D",0.539,"Excitatory_neurons"
"STX18-AS1","TMEM72-AS1",0.655,"Excitatory_neurons"
"STX18-AS1","MRPL52",0.896,"Excitatory_neurons"
"STX18-AS1","EFCAB6",0.849,"Excitatory_neurons"
"JAKMIP1","RASSF5",0.852,"Excitatory_neurons"
"JAKMIP1","TBC1D16",0.853,"Excitatory_neurons"
"PPP2R2C","SLC45A4",0.708,"Excitatory_neurons"
"PPP2R2C","SEMA4D",0.671,"Excitatory_neurons"
"PPP2R2C","MAP6",0.847,"Excitatory_neurons"
"PPP2R2C","RTN4RL1",0.601,"Excitatory_neurons"
"MRFAP1","SEPHS2",0.648,"Excitatory_neurons"
"MRFAP1","FAM32A",0.89,"Excitatory_neurons"
"MRFAP1L1","HNRNPA0",0.547,"Excitatory_neurons"
"MRFAP1L1","CREBL2",0.82,"Excitatory_neurons"
"BLOC1S4","UTP3",0.847,"Excitatory_neurons"
"BLOC1S4","TEX30",0.841,"Excitatory_neurons"
"ABLIM2","SLC38A7",0.932,"Excitatory_neurons"
"ABLIM2","MGAT5B",0.604,"Excitatory_neurons"
"ACOX3","FUBP3",0.417,"Excitatory_neurons"
"ACOX3","ORAOV1",0.862,"Excitatory_neurons"
"ACOX3","WDR37",0.767,"Excitatory_neurons"
"ACOX3","SLC37A1",0.862,"Excitatory_neurons"
"ZNF518B","AL022068.1",0.792,"Excitatory_neurons"
"RAB28","HERPUD2",0.852,"Excitatory_neurons"
"RAB28","CCDC180",0.92,"Excitatory_neurons"
"RAB28","LINC00662",0.874,"Excitatory_neurons"
"TAPT1-AS1","SMIM15-AS1",0.853,"Excitatory_neurons"
"TAPT1-AS1","LINC01301",0.203,"Excitatory_neurons"
"TAPT1-AS1","AC016705.2",0.456,"Excitatory_neurons"
"SLIT2","KCTD8",0.919,"Excitatory_neurons"
"KCNIP4","AC244517.10",0.885,"Excitatory_neurons"
"KCNIP4","AL157832.3",0.822,"Excitatory_neurons"
"KCNIP4","AC079385.1",0.944,"Excitatory_neurons"
"KCNIP4","FRMD5",0.367,"Excitatory_neurons"
"KCNIP4","HYDIN",0.878,"Excitatory_neurons"
"DHX15","DHX9",0.776,"Excitatory_neurons"
"DHX15","PCAT1",0.853,"Excitatory_neurons"
"DHX15","PYROXD1",0.849,"Excitatory_neurons"
"CCDC149","ZNF362",0.834,"Excitatory_neurons"
"CCDC149","ERI3",0.815,"Excitatory_neurons"
"ANAPC4","PEX1",0.676,"Excitatory_neurons"
"ANAPC4","RAD54B",0.822,"Excitatory_neurons"
"RBPJ","GOLPH3L",0.906,"Excitatory_neurons"
"RBPJ","HMGB1",0.762,"Excitatory_neurons"
"RELL1","CREB5",0.501,"Excitatory_neurons"
"KLF3","KBTBD2",0.89,"Excitatory_neurons"
"WDR19","ITSN2",0.796,"Excitatory_neurons"
"WDR19","ANKRD26",0.436,"Excitatory_neurons"
"WDR19","CEP290",0.324,"Excitatory_neurons"
"WDR19","TTPAL",0.884,"Excitatory_neurons"
"WDR19","ZNF675",0.831,"Excitatory_neurons"
"RFC1","SNW1",0.771,"Excitatory_neurons"
"SMIM14","AC007619.1",0.85,"Excitatory_neurons"
"UBE2K","PSMD11",0.765,"Excitatory_neurons"
"PDS5A","SIMC1",0.669,"Excitatory_neurons"
"PDS5A","SURF1",0.913,"Excitatory_neurons"
"PDS5A","TMEM9B",0.438,"Excitatory_neurons"
"PDS5A","ZDHHC24",0.91,"Excitatory_neurons"
"PDS5A","C11orf80",0.457,"Excitatory_neurons"
"PDS5A","RHOT1",0.917,"Excitatory_neurons"
"APBB2","ALG14",0.838,"Excitatory_neurons"
"APBB2","NDP",0.895,"Excitatory_neurons"
"APBB2","FAM49B",0.886,"Excitatory_neurons"
"UCHL1","C1orf115",0.65,"Excitatory_neurons"
"UCHL1","CHN1",0.583,"Excitatory_neurons"
"UCHL1","AC048341.1",0.866,"Excitatory_neurons"
"TMEM33","KCNA2",0.551,"Excitatory_neurons"
"ATP8A1","MAOB",0.806,"Excitatory_neurons"
"YIPF7","AC109927.1",0.765,"Excitatory_neurons"
"GUF1","GPR180",0.251,"Excitatory_neurons"
"GNPDA2","SEC22B",0.801,"Excitatory_neurons"
"GNPDA2","ZBTB41",0.618,"Excitatory_neurons"
"GNPDA2","MOB1A",0.923,"Excitatory_neurons"
"GABRB1","DPYD",0.719,"Excitatory_neurons"
"GABRB1","KCTD16",0.753,"Excitatory_neurons"
"GABRB1","GABRA3",0.906,"Excitatory_neurons"
"GABRB1","CADM1",0.666,"Excitatory_neurons"
"GABRB1","PRKG1",0.897,"Excitatory_neurons"
"GABRB1","ARID5B",0.704,"Excitatory_neurons"
"GABRB1","SLC2A13",0.956,"Excitatory_neurons"
"GABRB1","LRFN5",0.484,"Excitatory_neurons"
"ATP10D","TET2",0.806,"Excitatory_neurons"
"NFXL1","ZBTB26",0.79,"Excitatory_neurons"
"SLAIN2","RC3H2",0.692,"Excitatory_neurons"
"FRYL","ELL2",0.357,"Excitatory_neurons"
"SGCB","MFSD6",0.668,"Excitatory_neurons"
"USP46","PARP1",0.809,"Excitatory_neurons"
"USP46","TMEM267",0.874,"Excitatory_neurons"
"RASL11B","TAF9B",0.8,"Excitatory_neurons"
"SCFD2","WDR70",0.294,"Excitatory_neurons"
"SCFD2","SNX24",0.912,"Excitatory_neurons"
"SCFD2","FGFR1OP",0.915,"Excitatory_neurons"
"SCFD2","GLIDR",0.936,"Excitatory_neurons"
"SCFD2","FKTN",0.949,"Excitatory_neurons"
"SCFD2","PRTFDC1",0.906,"Excitatory_neurons"
"SCFD2","AC008014.1",0.915,"Excitatory_neurons"
"SCFD2","LRRC28",0.473,"Excitatory_neurons"
"SCFD2","TASP1",0.839,"Excitatory_neurons"
"AC058822.1","FMO5",0.855,"Excitatory_neurons"
"AC058822.1","FAM227B",0.837,"Excitatory_neurons"
"LNX1","MAP3K12",0.995,"Excitatory_neurons"
"LNX1","FAM177A1",0.866,"Excitatory_neurons"
"LNX1","CECR2",0.853,"Excitatory_neurons"
"CHIC2","LCA5",0.874,"Excitatory_neurons"
"CHIC2","C1GALT1",0.878,"Excitatory_neurons"
"CHIC2","TRAPPC8",0.748,"Excitatory_neurons"
"EXOC1","ZC2HC1A",0.773,"Excitatory_neurons"
"KIAA1211","STK33",0.792,"Excitatory_neurons"
"POLR2B","RABGGTB",0.906,"Excitatory_neurons"
"ADGRL3","AC073050.1",0.864,"Excitatory_neurons"
"ADGRL3","MAP2",0.614,"Excitatory_neurons"
"ADGRL3","KCTD8",0.971,"Excitatory_neurons"
"ADGRL3","EDIL3",0.782,"Excitatory_neurons"
"ADGRL3","PPFIA2",0.305,"Excitatory_neurons"
"ADGRL3","MYCBP2",0.937,"Excitatory_neurons"
"EPHA5","PLAGL1",0.784,"Excitatory_neurons"
"AC104806.2","N4BP2",0.853,"Excitatory_neurons"
"AC104806.2","CASP6",0.788,"Excitatory_neurons"
"AC104806.2","BNIP1",0.869,"Excitatory_neurons"
"AC104806.2","TDRD6",0.927,"Excitatory_neurons"
"CENPC","BCKDK",0.494,"Excitatory_neurons"
"YTHDC1","TPR",0.536,"Excitatory_neurons"
"YTHDC1","MIER3",0.601,"Excitatory_neurons"
"YTHDC1","CSNK1A1",0.591,"Excitatory_neurons"
"YTHDC1","AC008124.1",0.359,"Excitatory_neurons"
"UTP3","AC127526.1",0.608,"Excitatory_neurons"
"RUFY3","UBE2O",0.838,"Excitatory_neurons"
"MOB1B","ATP1A2",0.776,"Excitatory_neurons"
"DCK","SRSF6",0.604,"Excitatory_neurons"
"SLC4A4","CCDC144NL",0.844,"Excitatory_neurons"
"COX18","RECQL",0.803,"Excitatory_neurons"
"ANKRD17","TAB2",0.429,"Excitatory_neurons"
"RCHY1","CLCN3",0.357,"Excitatory_neurons"
"NUP54","KBTBD3",0.777,"Excitatory_neurons"
"SHROOM3","TPRG1",0.782,"Excitatory_neurons"
"CCNI","TMEM246",0.233,"Excitatory_neurons"
"BMP2K","CAAP1",0.619,"Excitatory_neurons"
"BMP2K","PDE8A",0.574,"Excitatory_neurons"
"CFAP299","FGF5",0.502,"Excitatory_neurons"
"RASGEF1B","SLC26A3",0.604,"Excitatory_neurons"
"RASGEF1B","LINGO1",0.543,"Excitatory_neurons"
"RASGEF1B","MIATNB",0.965,"Excitatory_neurons"
"RASGEF1B","SGSM3",0.7,"Excitatory_neurons"
"AC124016.2","E2F5",0.778,"Excitatory_neurons"
"AC124016.1","HINFP",0.787,"Excitatory_neurons"
"AC124016.1","ITFG1",0.842,"Excitatory_neurons"
"SCD5","MRAP2",0.769,"Excitatory_neurons"
"COPS4","EMC3",0.835,"Excitatory_neurons"
"ABRAXAS1","TLE3",0.775,"Excitatory_neurons"
"WDFY3","RAB3GAP2",0.911,"Excitatory_neurons"
"WDFY3","CLIP4",0.923,"Excitatory_neurons"
"WDFY3","ERLEC1",0.955,"Excitatory_neurons"
"WDFY3","TMEM131",0.578,"Excitatory_neurons"
"WDFY3","ELP1",0.908,"Excitatory_neurons"
"WDFY3","PCNX1",0.602,"Excitatory_neurons"
"WDFY3","ATXN10",0.924,"Excitatory_neurons"
"MAPK10","LINC00882",0.853,"Excitatory_neurons"
"MAPK10","SEMA6A",0.875,"Excitatory_neurons"
"MAPK10","NELL2",0.748,"Excitatory_neurons"
"MAPK10","GPC5",0.906,"Excitatory_neurons"
"MAPK10","TJP1",0.69,"Excitatory_neurons"
"AC104827.1","AC063944.1",0.372,"Excitatory_neurons"
"AC104827.1","LINC01609",0.969,"Excitatory_neurons"
"AC104827.1","BCL9L",0.765,"Excitatory_neurons"
"AC104827.1","BAIAP2L2",0.848,"Excitatory_neurons"
"PKD2","SEC23IP",0.746,"Excitatory_neurons"
"PPM1K","GLO1",0.799,"Excitatory_neurons"
"PYURF","CYCS",0.514,"Excitatory_neurons"
"PYURF","MRPS33",0.697,"Excitatory_neurons"
"PYURF","GON7",0.919,"Excitatory_neurons"
"PYURF","ZNF667-AS1",0.882,"Excitatory_neurons"
"NAP1L5","UBE2V2",0.226,"Excitatory_neurons"
"NAP1L5","CCDC184",0.922,"Excitatory_neurons"
"NAP1L5","NARS",0.911,"Excitatory_neurons"
"NAP1L5","CHMP4B",0.847,"Excitatory_neurons"
"CCSER1","NKAIN2",0.576,"Excitatory_neurons"
"GRID2","MIR4500HG",0.599,"Excitatory_neurons"
"SMARCAD1","EFCAB7",0.778,"Excitatory_neurons"
"SMARCAD1","ZRSR2",0.901,"Excitatory_neurons"
"SMARCAD1","TRAM1",0.906,"Excitatory_neurons"
"SMARCAD1","SCAF4",0.879,"Excitatory_neurons"
"LAMTOR3","RAP2C",0.825,"Excitatory_neurons"
"DNAJB14","FZD3",0.757,"Excitatory_neurons"
"H2AFZ","VDAC2",0.592,"Excitatory_neurons"
"H2AFZ","BTG1",0.56,"Excitatory_neurons"
"H2AFZ","TANGO6",0.769,"Excitatory_neurons"
"H2AFZ","GABARAPL2",0.249,"Excitatory_neurons"
"H2AFZ","MRPL34",0.742,"Excitatory_neurons"
"PPP3CA","DARS",0.879,"Excitatory_neurons"
"PPP3CA","VTA1",0.729,"Excitatory_neurons"
"PPP3CA","WNK1",0.429,"Excitatory_neurons"
"MANBA","RNF115",0.849,"Excitatory_neurons"
"MANBA","FBXL4",0.56,"Excitatory_neurons"
"MANBA","PIK3C2A",0.735,"Excitatory_neurons"
"MANBA","EFCAB11",0.644,"Excitatory_neurons"
"UBE2D3","SMARCA2",0.817,"Excitatory_neurons"
"UBE2D3","SPART",0.83,"Excitatory_neurons"
"CISD2","AIMP1",0.889,"Excitatory_neurons"
"CISD2","LSM6",0.876,"Excitatory_neurons"
"CISD2","FTCD",0.881,"Excitatory_neurons"
"CXXC4","ADAM17",0.699,"Excitatory_neurons"
"CXXC4","SEC13",0.881,"Excitatory_neurons"
"CXXC4","RSPO3",0.904,"Excitatory_neurons"
"CXXC4","KLHL13",0.894,"Excitatory_neurons"
"PPA2","CAPS2",0.401,"Excitatory_neurons"
"GSTCD","THAP6",0.862,"Excitatory_neurons"
"GSTCD","SLC38A9",0.859,"Excitatory_neurons"
"TBCK","CBR4",0.664,"Excitatory_neurons"
"TBCK","ERCC8",0.264,"Excitatory_neurons"
"TBCK","VPS50",0.542,"Excitatory_neurons"
"TBCK","FAM185A",0.867,"Excitatory_neurons"
"TBCK","DYNC2H1",0.848,"Excitatory_neurons"
"TBCK","PPHLN1",0.887,"Excitatory_neurons"
"PAPSS1","XRCC3",0.914,"Excitatory_neurons"
"PAPSS1","HSD17B14",0.797,"Excitatory_neurons"
"RPL34","MOCS1",0.867,"Excitatory_neurons"
"RPL34","COCH",0.874,"Excitatory_neurons"
"OSTC","SNX2",0.853,"Excitatory_neurons"
"OSTC","CDC26",0.853,"Excitatory_neurons"
"COL25A1","LEPR",0.673,"Excitatory_neurons"
"SEC24B-AS1","GMDS-DT",0.311,"Excitatory_neurons"
"SEC24B-AS1","ARG2",0.812,"Excitatory_neurons"
"SEC24B-AS1","LIPE-AS1",0.715,"Excitatory_neurons"
"CASP6","ZNF670-ZNF695",0.864,"Excitatory_neurons"
"CASP6","KLKB1",0.871,"Excitatory_neurons"
"ELOVL6","DDAH1",0.897,"Excitatory_neurons"
"AP1AR","EPS15",0.831,"Excitatory_neurons"
"AP1AR","FBXO9",0.848,"Excitatory_neurons"
"ZGRF1","ASCC1",0.501,"Excitatory_neurons"
"ZGRF1","LINC00907",0.506,"Excitatory_neurons"
"LARP7","ARL10",0.876,"Excitatory_neurons"
"LARP7","ARID4A",0.826,"Excitatory_neurons"
"ANK2","ADGRL3",0.744,"Excitatory_neurons"
"ANK2","RNF180",0.617,"Excitatory_neurons"
"ANK2","SMAP1",0.67,"Excitatory_neurons"
"ANK2","ME1",0.906,"Excitatory_neurons"
"ANK2","PPP1R9A",0.67,"Excitatory_neurons"
"AC093879.1","TXNDC12",0.9,"Excitatory_neurons"
"AC093879.1","AL078459.1",0.88,"Excitatory_neurons"
"AC093879.1","AC063944.1",0.559,"Excitatory_neurons"
"AC093879.1","AP000787.1",0.965,"Excitatory_neurons"
"AC093879.1","AL117190.2",0.841,"Excitatory_neurons"
"AC093879.1","CHTF8",0.805,"Excitatory_neurons"
"ARSJ","MGLL",0.981,"Excitatory_neurons"
