source	target	weight	celltype	type
CSMD3	AC092691.1	0.935	Oligodendrocytes	directed
CSMD3	AL445250.1	0.931	Oligodendrocytes	directed
CSMD3	ALCAM	0.938	Inhibitory_neurons	directed
CSMD3	ARPP21	0.885	Astrocytes	directed
CSMD3	ATP8A1	0.938	OPCs	directed
CSMD3	BMT2	0.941	OPCs	directed
CSMD3	CADM2	0.666	Inhibitory_neurons	directed
CSMD3	CHL1	0.904	Excitatory_neurons	directed
CSMD3	CNOT2	0.712	Excitatory_neurons	directed
CSMD3	EPHA5	0.825	Inhibitory_neurons	directed
CSMD3	ERBB4	0.202	OPCs	directed
CSMD3	ESRRG	0.83	Oligodendrocytes	directed
CSMD3	GRIA2	0.519	Inhibitory_neurons;OPCs	directed
CSMD3	KLRC4-KLRK1	0.95	OPCs	directed
CSMD3	LRP1B	0.94	Oligodendrocytes	directed
CSMD3	LRRC7	0.89	Inhibitory_neurons	directed
CSMD3	LRRTM4	0.578	Excitatory_neurons;OPCs	directed
CSMD3	MACROD2	0.482	Inhibitory_neurons	directed
CSMD3	MAP2	0.354	OPCs	directed
CSMD3	MAPK10	0.907	OPCs	directed
CSMD3	MDGA2	0.792	Oligodendrocytes	directed
CSMD3	MGAT4C	0.927	Inhibitory_neurons	directed
CSMD3	MTMR10	0.948	Inhibitory_neurons	directed
CSMD3	NECAB1	0.954	Inhibitory_neurons	directed
CSMD3	NLGN1	0.665	Astrocytes	directed
CSMD3	PLCL2	0.902	Astrocytes	directed
CSMD3	PTPRD	0.896	Astrocytes	directed
CSMD3	PTPRK	0.886	Excitatory_neurons	directed
CSMD3	QKI	0.897	Inhibitory_neurons	directed
CSMD3	SATB2	0.239	Excitatory_neurons	directed
CSMD3	SLC4A10	0.533	Excitatory_neurons	directed
CSMD3	SLITRK5	0.934	Oligodendrocytes	directed
CSMD3	ST6GALNAC5	0.457	Vasculature_cells	directed
CSMD3	TMEM161B	0.942	OPCs	directed
CSMD3	ZBTB44	0.937	OPCs	directed
CSMD3	ZFPM2	0.526	Oligodendrocytes	directed
CSNK1A1	AFTPH	0.898	Microglia	directed
CSNK1A1	CPEB4	0.853	Oligodendrocytes	directed
CSNK1A1	HNRNPK	0.942	Microglia	directed
CSNK1A1	KBTBD2	0.937	Microglia	directed
CSNK1A1	KRAS	0.939	Microglia	directed
CSNK1A1	LEPROTL1	0.963	Astrocytes	directed
CSNK1A1	MAT2A	0.714	Oligodendrocytes	directed
CSNK1A1	PHF10	0.921	Vasculature_cells	directed
CSNK1A1	PNPLA8	0.949	Microglia	directed
CSNK1A1	PPP2R3C	0.945	Vasculature_cells	directed
CSNK1A1	RAE1	0.93	Microglia	directed
CSNK1A1	SETD5	0.823	Microglia	directed
CSNK1A1	SLC30A7	0.923	Vasculature_cells	directed
CSNK1A1	SLC4A8	0.727	Vasculature_cells	directed
CSNK1A1	SMG5	0.979	Vasculature_cells	directed
CSNK1A1	TCEA1	0.857	Excitatory_neurons	directed
CSNK1A1	UBA3	0.848	Astrocytes	directed
CSNK1A1	UBR1	0.841	Vasculature_cells	directed
CSNK1A1	WAC	0.584	Excitatory_neurons	directed
CSNK1A1L	PEPD	0.891	T_cells	directed
CSNK1A1L	POLD3	0.905	T_cells	directed
CSNK1A1L	TBC1D10B	0.892	T_cells	directed
CSNK1A1L	YTHDF1	0.898	T_cells	directed
CSNK1E	AC016588.2	0.654	Excitatory_neurons	directed
CSNK1E	AMPD2	0.941	OPCs	directed
CSNK1E	BIN1	0.907	OPCs	directed
CSNK1E	CLDND1	0.633	Excitatory_neurons;Oligodendrocytes	directed
CSNK1E	DDRGK1	0.323	Inhibitory_neurons	directed
CSNK1E	DLG4	0.892	Inhibitory_neurons	directed
CSNK1E	FASTK	0.711	Excitatory_neurons	directed
CSNK1E	GNG12-AS1	0.926	OPCs	directed
CSNK1E	IK	0.66	Excitatory_neurons	directed
CSNK1E	KHSRP	0.431	Excitatory_neurons	directed
CSNK1E	PABPN1	0.8365	Excitatory_neurons;Inhibitory_neurons	directed
CSNK1E	PIP4K2B	0.927	Inhibitory_neurons	directed
CSNK1E	PPIG	0.447	Inhibitory_neurons	directed
CSNK1E	PSMD11	0.909	Inhibitory_neurons	directed
CSNK1E	RNF44	0.898	OPCs	directed
CSNK1E	SRGAP2C	0.818	OPCs	directed
CSNK1E	TAOK2	0.8035	Excitatory_neurons;Inhibitory_neurons	directed
CSNK1E	VARS2	0.765	OPCs	directed
CSNK1G2	SBK1	0.529	Excitatory_neurons	directed
CSNK1G3	CEPT1	0.646	Excitatory_neurons	directed
CSNK1G3	CREBBP	0.332	Excitatory_neurons	directed
CSNK1G3	PRPF39	0.806	OPCs	directed
CSNK2A1	TCOF1	0.834	Microglia	directed
CSNKA2IP	MAS1	0.825735	CAMs	directed
CSPG4	EHD3	0.929	OPCs	directed
CSPG4	HGS	0.898	OPCs	directed
CSPG4	LLGL1	0.280648	CAMs	directed
CSPG4	PCGF2	0.705	OPCs	directed
CSPG4	QSOX1	0.889	OPCs	directed
CSPG5	CADM4	0.787	Excitatory_neurons	directed
CSPG5	COL20A1	0.928	OPCs	directed
CSPG5	GAL3ST4	0.766	OPCs	directed
CSPG5	GPC2	0.938	OPCs	directed
CSPG5	NAT8L	0.5	OPCs	directed
CSPG5	NEAT1	0.694	OPCs	directed
CSPG5	NLGN3	0.854	OPCs	directed
CSPG5	RAP1GAP	0.699	OPCs	directed
CSPG5	RPL13	0.915	OPCs	directed
CSPG5	XAB2	0.791287	CAMs	directed
CSPP1	AF127577.4	0.698	Excitatory_neurons	directed
CSPP1	BRD8	0.868	Oligodendrocytes	directed
CSPP1	DENND4A	0.672	Inhibitory_neurons	directed
CSPP1	RPF2	0.858	Oligodendrocytes	directed
CSPP1	SFMBT1	0.802	Excitatory_neurons	directed
CSRNP1	MCL1	0.642	Excitatory_neurons	directed
CSRNP1	SLC2A3	0.64	Excitatory_neurons	directed
CSRNP2	STK19	0.768	Oligodendrocytes	directed
CSRNP3	ELAVL4	0.943	Inhibitory_neurons	directed
CSRNP3	IRAK1BP1	0.82	OPCs	directed
CSRNP3	VSTM2A	0.803	Inhibitory_neurons	directed
CSRNP3	WASF1	0.834	Excitatory_neurons	directed
CSRP1	GPR37	0.327	Oligodendrocytes	directed
CSRP1	SAR1B	0.844	Oligodendrocytes	directed
CSRP1	THRA	0.833	Astrocytes	directed
CSRP2	AC012640.1	0.176292	CAMs	directed
CST3	AGT	0.78	Astrocytes	directed
CST3	ATP5PB	0.943	OPCs	directed
CST3	CUEDC2	0.951	OPCs	directed
CST3	DBI	0.92	OPCs	directed
CST3	DHRS7	0.924	Microglia	directed
CST3	FEZ2	0.941	OPCs	directed
CST3	FTH1	0.924	T_cells	directed
CST3	FTL	0.971	T_cells	directed
CST3	GJB6	0.643	Astrocytes	directed
CST3	GSTP1	0.878	Microglia	directed
CST3	HMGB1	0.956	Vasculature_cells	directed
CST3	LAMTOR4	0.923	Microglia	directed
CST3	LY6H	0.745	OPCs	directed
CST3	PNKD	0.954	OPCs	directed
CST3	PTGES2	0.937	OPCs	directed
CST3	PTTG1IP	0.921	OPCs	directed
CST3	SCRG1	0.875	Astrocytes	directed
CST3	SELENOK	0.867	Vasculature_cells	directed
CST3	SPARCL1	0.975	Astrocytes	directed
CST3	SPCS1	0.831	Microglia	directed
CST3	SSPN	0.955	OPCs	directed
CST3	SSR2	0.915	OPCs	directed
CST3	TAPBPL	0.925	Astrocytes	directed
CST3	TSPAN7	0.522	Astrocytes	directed
CST3	UBXN1	0.919	Microglia	directed
CSTB	EMC4	0.822	Oligodendrocytes	directed
CSTB	MRPL32	0.633	Excitatory_neurons	directed
CSTB	NLGN2	0.692	Inhibitory_neurons	directed
CSTB	NOP10	0.689	Excitatory_neurons	directed
CSTB	POLR3K	0.892	Inhibitory_neurons	directed
CSTB	SSNA1	0.654	Inhibitory_neurons	directed
CSTB	TBCB	0.799	Vasculature_cells	directed
CSTB	TCEA2	0.976	Inhibitory_neurons	directed
CSTB	TCEAL9	0.846	Vasculature_cells	directed
CSTB	TMEM59L	0.172	Inhibitory_neurons	directed
CSTB	TSEN34	0.918	Inhibitory_neurons	directed
CSTB	TSN	0.931	Inhibitory_neurons	directed
CSTF1	C1orf35	0.703141	CAMs	directed
CSTF2	APBA3	0.927	Excitatory_neurons	directed
CSTF2	BBS7	0.308	Excitatory_neurons	directed
CSTF2	SMIM19	0.343	Excitatory_neurons	directed
CSTF2	SRSF10	0.769	Inhibitory_neurons	directed
CSTF3-DT	ACSF2	0.588652	CAMs	directed
CSTF3-DT	F2RL1	0.905775	CAMs	directed
CSTF3-DT	KCTD15	0.907801	CAMs	directed
CSTF3-DT	MTIF2	0.455927	CAMs	directed
CSTF3-DT	STPG4	0.879433	CAMs	directed
CSTF3-DT	SYT6	0.910841	CAMs	directed
CTAGE1	SMAD9	0.740628	CAMs	directed
CTBP1	AC012358.3	0.925	Inhibitory_neurons	directed
CTBP1	CLUH	0.91	Inhibitory_neurons	directed
CTBP1	KHDC1	0.852	Excitatory_neurons	directed
CTBP1	KHSRP	0.542	Inhibitory_neurons	directed
CTBP1	NADK	0.776	Oligodendrocytes	directed
CTBP1	PDZD4	0.628	Inhibitory_neurons	directed
CTBP1	SH3BP5L	0.927	Inhibitory_neurons	directed
CTBP1	SLC7A6OS	0.931	Inhibitory_neurons	directed
CTBP1	SNX33	0.426	Astrocytes	directed
CTBP1	TMCC2	0.933	Inhibitory_neurons	directed
CTBP2	AC139887.2	0.633	Astrocytes	directed
CTBP2	AQR	0.724	Vasculature_cells	directed
CTBP2	AXIN1	0.973	Microglia	directed
CTBP2	C11orf80	0.353	Vasculature_cells	directed
CTBP2	EFCAB2	0.964	Microglia	directed
CTBP2	ELF1	0.799	Oligodendrocytes	directed
CTBP2	ERGIC2	0.965	Astrocytes	directed
CTBP2	FAM85B	0.614	Astrocytes	directed
CTBP2	FMNL1	0.674	Microglia	directed
CTBP2	GALNT2	0.283	Microglia	directed
CTBP2	GNG12	0.961	Astrocytes	directed
CTBP2	HNRNPUL1	0.967	Astrocytes	directed
CTBP2	IGF2R	0.956	Astrocytes	directed
CTBP2	ING4	0.974	Astrocytes	directed
CTBP2	KIF13B	0.952	Microglia	directed
CTBP2	MAN2C1	0.422	Vasculature_cells	directed
CTBP2	MCM9	0.967	Microglia	directed
CTBP2	MOB3A	0.958	Microglia	directed
CTBP2	NAP1L4	0.967	Microglia	directed
CTBP2	NFATC1	0.907	Astrocytes	directed
CTBP2	PDCD7	0.957	Microglia	directed
CTBP2	PEPD	0.974	Microglia	directed
CTBP2	POLR2B	0.961	Astrocytes	directed
CTBP2	PPFIBP2	0.972	Astrocytes	directed
CTBP2	PPM1A	0.9	Vasculature_cells	directed
CTBP2	PPP1R12B	0.861	Astrocytes	directed
CTBP2	PRKCZ	0.876	Excitatory_neurons;Microglia	directed
CTBP2	PSMB2	0.999	Vasculature_cells	directed
CTBP2	PSMG2	0.951	Astrocytes	directed
CTBP2	RPA1	0.966	Astrocytes	directed
CTBP2	RSBN1L	0.959	Microglia	directed
CTBP2	SGMS1	0.926	Microglia	directed
CTBP2	SORBS1	0.436	Astrocytes	directed
CTBP2	SPAG9	0.967	Microglia	directed
CTBP2	TMEM63A	0.962	Microglia	directed
CTBP2	TRAF3IP2-AS1	0.95	Astrocytes	directed
CTBP2	ZNF322	0.956	Astrocytes	directed
CTBP2	ZNF558	0.869	OPCs	directed
CTBP2	ZSWIM3	0.875	Astrocytes	directed
CTBP2	ZSWIM6	0.271	Oligodendrocytes	directed
CTCF	POU6F1	0.998	Excitatory_neurons	directed
CTDSP1	PTPN18	0.827	Astrocytes	directed
CTDSP2	B3GAT1	0.332	Oligodendrocytes	directed
CTDSP2	CCDC120	0.635	Excitatory_neurons	directed
CTDSP2	LTA4H	0.809	OPCs	directed
CTDSP2	TJAP1	0.967	Excitatory_neurons	directed
CTDSP2	TRIM11	0.629	Excitatory_neurons	directed
CTDSP2	WASHC1	0.906	Excitatory_neurons	directed
CTDSPL	ADAMTS10	0.93	Vasculature_cells	directed
CTDSPL	ARHGAP10	0.921	Vasculature_cells	directed
CTDSPL	DOCK11	0.923	Vasculature_cells	directed
CTDSPL	GIT1	0.78	OPCs	directed
CTDSPL	GNAI1	0.921	Vasculature_cells	directed
CTDSPL	LMNTD1	0.673	Astrocytes	directed
CTDSPL	PARVA	0.902	Astrocytes	directed
CTDSPL	PLXNA1	0.868	T_cells	directed
CTDSPL	RAP1A	0.826	T_cells	directed
CTDSPL	RHOT1	0.899	Astrocytes	directed
CTDSPL	SCRN1	0.935	Vasculature_cells	directed
CTDSPL	SEMA4D	0.928	Astrocytes	directed
CTDSPL	SHISA6	0.889	Vasculature_cells	directed
CTDSPL2	PDK1	0.798	Inhibitory_neurons	directed
CTF1	AL080317.3	0.901722	CAMs	directed
CTF1	LINC00926	0.899696	CAMs	directed
CTF1	NRM	0.636272	CAMs	directed
CTF1	PAOX	0.903749	CAMs	directed
CTF1	SPRY2	0.91692	CAMs	directed
CTGF	ATP4A	0.908815	CAMs	directed
CTGF	GPRC5A	0.888551	CAMs	directed
CTGF	KLF5	0.912867	CAMs	directed
CTGF	NCLN	0.883	T_cells	directed
CTGF	PTPA	0.889	T_cells	directed
CTGF	SMYD1	0.87538	CAMs	directed
CTGF	TBL1XR1	0.886	T_cells	directed
CTH	AC010487.3	0.848024	CAMs	directed
CTIF	ARHGAP23	0.643	Inhibitory_neurons	directed
CTIF	DDX11	0.443	Microglia	directed
CTIF	DYNC1I2	0.943	Microglia	directed
CTIF	FAM182B	0.877	Oligodendrocytes	directed
CTIF	ITPK1	0.863	Inhibitory_neurons	directed
CTIF	LMTK3	0.451	Inhibitory_neurons	directed
CTIF	MAP3K10	0.955	Microglia	directed
CTIF	MAZ	0.946	Microglia	directed
CTIF	NQO2	0.949	Microglia	directed
CTIF	PHC2	0.844	Oligodendrocytes	directed
CTIF	RALGPS1	0.464	Astrocytes	directed
CTIF	RBM14-RBM4	0.944	Microglia	directed
CTIF	SIRT2	0.945	Microglia	directed
CTIF	TPGS2	0.948	Microglia	directed
CTIF	TRIM8	0.95	Microglia	directed
CTIF	ZNF692	0.96	Microglia	directed
CTNNA1	LMNA	0.855	Oligodendrocytes	directed
CTNNA1	MBTPS1	0.862	Vasculature_cells	directed
CTNNA1	MYSM1	0.858	Vasculature_cells	directed
CTNNA1	REEP3	0.892	Oligodendrocytes	directed
CTNNA1	WIPF2	0.355	Vasculature_cells	directed
CTNNA2	ANO4	0.668	OPCs	directed
CTNNA2	ARHGAP24	0.777	Oligodendrocytes	directed
CTNNA2	DPP10	0.233	Excitatory_neurons	directed
CTNNA2	EPHA6	0.612	Astrocytes	directed
CTNNA2	ERC2	0.547	Excitatory_neurons	directed
CTNNA2	IL1RAPL2	0.692	Excitatory_neurons	directed
CTNNA2	OSBPL6	0.829	OPCs	directed
CTNNA2	ZNRF3	0.837	Astrocytes	directed
CTNNA3	AC009126.1	0.925	Oligodendrocytes	directed
CTNNA3	AL589740.1	0.945	Oligodendrocytes	directed
CTNNA3	COL4A5	0.889	Oligodendrocytes	directed
CTNNA3	FOLH1	0.873	Oligodendrocytes	directed
CTNNA3	GRM3	0.789	Inhibitory_neurons	directed
CTNNA3	KIF6	0.763	Oligodendrocytes	directed
CTNNA3	LAMA2	0.444	Inhibitory_neurons	directed
CTNNA3	TMEM144	0.906	Oligodendrocytes	directed
CTNNB1	PNPT1	0.849	Vasculature_cells	directed
CTNNB1	SAV1	0.83	Vasculature_cells	directed
CTNNB1	VTA1	0.987	Vasculature_cells	directed
CTNNBIP1	MAN2B1	0.764	Oligodendrocytes	directed
CTNNBIP1	TMEM192	0.773	Astrocytes	directed
CTNNBL1	LINC00630	0.426	Excitatory_neurons	directed
CTNNBL1	LRTM2	0.805	Inhibitory_neurons	directed
CTNNBL1	MTMR3	0.739	Oligodendrocytes	directed
CTNND1	CHTOP	0.876	Microglia	directed
CTNND1	MDM4	0.866	Microglia	directed
CTNND2	ACACA	0.935	Excitatory_neurons	directed
CTNND2	AGBL5	0.326	Inhibitory_neurons	directed
CTNND2	AKAP6	0.802	Excitatory_neurons	directed
CTNND2	AL033504.1	0.343	Inhibitory_neurons	directed
CTNND2	ANK2	0.537	Excitatory_neurons	directed
CTNND2	ANKS1B	0.602	Excitatory_neurons	directed
CTNND2	ASTN1	0.461	OPCs	directed
CTNND2	ASTN2	0.909	Astrocytes	directed
CTNND2	CASK	0.912	Astrocytes	directed
CTNND2	CCSER1	0.536	Excitatory_neurons	directed
CTNND2	CTTNBP2	0.464	OPCs	directed
CTNND2	DLGAP1	0.754	Excitatory_neurons	directed
CTNND2	DOCK4	0.95	Excitatory_neurons	directed
CTNND2	DTNA	0.92	Inhibitory_neurons	directed
CTNND2	FAM155A	0.217	Inhibitory_neurons	directed
CTNND2	GABBR2	0.859	Excitatory_neurons	directed
CTNND2	GABRB3	0.629	Excitatory_neurons	directed
CTNND2	GABRG3	0.929	Inhibitory_neurons	directed
CTNND2	GRIA3	0.974	Inhibitory_neurons	directed
CTNND2	HECW1	0.259	Excitatory_neurons	directed
CTNND2	HECW2	0.958	Excitatory_neurons	directed
CTNND2	KCNAB1	0.865	Oligodendrocytes	directed
CTNND2	KHDRBS3	0.943	Inhibitory_neurons	directed
CTNND2	LHFPL3	0.955	Inhibitory_neurons	directed
CTNND2	LIMCH1	0.839	Excitatory_neurons	directed
CTNND2	LRP12	0.961	Excitatory_neurons	directed
CTNND2	MACF1	0.624	Inhibitory_neurons	directed
CTNND2	NAV3	0.705	Inhibitory_neurons	directed
CTNND2	NEBL	0.531	Astrocytes	directed
CTNND2	NOL4	0.966	Excitatory_neurons	directed
CTNND2	NOS1AP	0.562	OPCs	directed
CTNND2	NTRK2	0.628	Oligodendrocytes	directed
CTNND2	PAK5	0.904	Inhibitory_neurons	directed
CTNND2	PPFIA2	0.426	OPCs	directed
CTNND2	PPP2R2B	0.584	OPCs	directed
CTNND2	PRKD1	0.94	Astrocytes	directed
CTNND2	PTK2	0.729	Excitatory_neurons	directed
CTNND2	RBFOX1	0.729	Excitatory_neurons	directed
CTNND2	RGL1	0.8	Excitatory_neurons	directed
CTNND2	RYR2	0.848	Inhibitory_neurons	directed
CTNND2	SAMD12	0.493	Excitatory_neurons	directed
CTNND2	SOBP	0.958	Excitatory_neurons	directed
CTNND2	SPIRE1	0.65	Astrocytes	directed
CTNND2	TRIM9	0.884	Inhibitory_neurons	directed
CTNND2	ZNF521	0.876	Astrocytes	directed
CTPS2	AC008050.1	0.596	Excitatory_neurons	directed
CTPS2	ERI1	0.819	Excitatory_neurons	directed
CTPS2	GLRX2	0.81	Oligodendrocytes	directed
CTSA	ATP6V0D1	0.389	T_cells	directed
CTSA	DMAP1	0.883	OPCs	directed
CTSA	PRR14	0.602	Excitatory_neurons	directed
CTSA	RIPOR1	0.748	Excitatory_neurons	directed
CTSA	STXBP2	0.63	Microglia	directed
CTSA	ZFYVE19	0.793	Inhibitory_neurons	directed
CTSB	FAM129B	0.914	T_cells	directed
CTSB	HERPUD1	0.822	Microglia	directed
CTSB	PI4K2A	0.612	Excitatory_neurons	directed
CTSB	TMBIM6	0.271	Inhibitory_neurons	directed
CTSB	TMEM127	0.597	Excitatory_neurons;OPCs	directed
CTSF	BCAN	0.547	OPCs	directed
CTSF	ENHO	0.623	Astrocytes	directed
CTSF	GSTM3	0.921	Astrocytes	directed
CTSF	HMGN3	0.919	OPCs	directed
CTSF	IGSF8	0.904	Astrocytes	directed
CTSF	PLEKHB1	0.848	OPCs	directed
CTSF	PUM3	0.9	Astrocytes	directed
CTSF	TMEM222	0.913	Astrocytes	directed
CTSL	AL590637.1	0.845	Oligodendrocytes	directed
CTSO	ALOX12-AS1	0.855117	CAMs	directed
CTSO	DAG1	0.850051	CAMs	directed
CTSV	AL132712.1	0.81155	CAMs	directed
CTSZ	ATP13A1	0.829	Microglia	directed
CTSZ	NUCB1	0.715	Microglia	directed
CTTN	ATG4B	0.474	Inhibitory_neurons	directed
CTTN	DENND1A	0.837893	CAMs	directed
CTTN	FLNA	0.814	Astrocytes	directed
CTTN	GLS2	0.869	Inhibitory_neurons	directed
CTTN	YTHDF1	0.864	Inhibitory_neurons	directed
CTTNBP2	AES	0.908	Microglia	directed
CTTNBP2	ARHGAP20	0.671	Excitatory_neurons	directed
CTTNBP2	ATP10D	0.714	Excitatory_neurons	directed
CTTNBP2	CNOT9	0.925	T_cells	directed
CTTNBP2	DNAJC15	0.933	OPCs	directed
CTTNBP2	FSD1L	0.927	OPCs	directed
CTTNBP2	GDF11	0.666	OPCs	directed
CTTNBP2	GPATCH2L	0.884	Inhibitory_neurons	directed
CTTNBP2	ICK	0.715	Oligodendrocytes	directed
CTTNBP2	IRS2	0.907	Microglia	directed
CTTNBP2	KMT5B	0.653	OPCs	directed
CTTNBP2	MAX	0.92	Microglia	directed
CTTNBP2	MFSD6	0.934	OPCs	directed
CTTNBP2	RORA	0.436	Inhibitory_neurons	directed
CTTNBP2	SERTAD2	0.925	Microglia	directed
CTTNBP2	SRGAP1	0.874	Inhibitory_neurons	directed
CTTNBP2	SUGCT	0.911	Microglia	directed
CTTNBP2	TRAK2	0.889	OPCs	directed
CTTNBP2NL	LRRC8A	0.814	Vasculature_cells	directed
CTU2	LSM1	0.774063	CAMs	directed
CTXN3	AC006064.4	0.47	T_cells	directed
CTXN3	ADD1	0.327	T_cells	directed
CTXN3	AL138686.1	0.368794	CAMs	directed
CTXN3	EXOSC4	0.453901	CAMs	directed
CTXN3	PRR34-AS1	0.347	T_cells	directed
CTXN3	PSMB5	0.328	T_cells	directed
CTXN3	TPI1	0.741641	CAMs	directed
CTXND1	CPE	0.651	Astrocytes	directed
CTXND1	LMO4	0.833	Astrocytes	directed
CU633967.1	AC011043.1	0.988	OPCs	directed
CU633967.1	AL451085.2	0.254	T_cells	directed
CUBN	DDX58	0.778	Excitatory_neurons	directed
CUEDC1	ADCK1	0.879	Oligodendrocytes	directed
CUEDC1	AP006621.3	0.905	Oligodendrocytes	directed
CUEDC1	DNAJB12	0.901	Oligodendrocytes	directed
CUEDC1	KIAA1755	0.56	Oligodendrocytes	directed
CUEDC1	ZNF710	0.569	OPCs	directed
CUEDC2	CDKN2AIPNL	0.922	Excitatory_neurons	directed
CUEDC2	TKT	0.388	Excitatory_neurons	directed
CUEDC2	TSR3	0.562	Oligodendrocytes	directed
CUEDC2	TUBA1A	0.758	Excitatory_neurons	directed
CUL1	EIF2AK2	0.887	Inhibitory_neurons	directed
CUL1	LAS1L	0.832	Astrocytes	directed
CUL1	MTO1	0.466	Astrocytes	directed
CUL1	RASA1	0.403	Inhibitory_neurons	directed
CUL1	RBM39	0.918	Inhibitory_neurons	directed
CUL1	SF3B3	0.863	Astrocytes	directed
CUL1	TIMM44	0.807	Microglia	directed
CUL1	TMEM67	0.892	Inhibitory_neurons	directed
CUL1	UBE2D3	0.427	Inhibitory_neurons	directed
CUL2	DLD	0.621	Excitatory_neurons	directed
CUL2	HADHA	0.783	Inhibitory_neurons	directed
CUL2	KPNA1	0.491	Excitatory_neurons	directed
CUL2	OXCT1	0.441	Excitatory_neurons	directed
CUL2	PSEN2	0.936	Excitatory_neurons	directed
CUL2	TRIP12	0.371	Excitatory_neurons	directed
CUL3	ABI1	0.975	Oligodendrocytes	directed
CUL3	APC	0.956	Microglia	directed
CUL3	AREL1	0.959	Microglia	directed
CUL3	ARFGEF1	0.976	Oligodendrocytes	directed
CUL3	CAAP1	0.977	Oligodendrocytes	directed
CUL3	CEPT1	0.341	Oligodendrocytes	directed
CUL3	CHIC2	0.971	Oligodendrocytes	directed
CUL3	CUL2	0.951	Microglia	directed
CUL3	EDRF1	0.973	Oligodendrocytes	directed
CUL3	EIF3A	0.971	Oligodendrocytes	directed
CUL3	FAM168B	0.973	Microglia	directed
CUL3	FAM98B	0.963	Microglia	directed
CUL3	GABPB1	0.959	Microglia	directed
CUL3	GTF2E2	0.982	Oligodendrocytes	directed
CUL3	KANSL2	0.957	OPCs	directed
CUL3	KCMF1	0.963	Oligodendrocytes	directed
CUL3	KPNA4	0.938	Oligodendrocytes	directed
CUL3	LRRC40	0.972	Oligodendrocytes	directed
CUL3	LUZP1	0.956	Microglia	directed
CUL3	MAPK8	0.741	Oligodendrocytes	directed
CUL3	MCEE	0.912	OPCs	directed
CUL3	MOSMO	0.808	Astrocytes	directed
CUL3	NCK1	0.975	Oligodendrocytes	directed
CUL3	NDEL1	0.883	OPCs	directed
CUL3	NSUN2	0.899	OPCs	directed
CUL3	OSBPL11	0.968	Oligodendrocytes	directed
CUL3	PLEKHA8	0.961	Microglia	directed
CUL3	PPP4R3A	0.725	Microglia	directed
CUL3	PTRH2	0.97	Oligodendrocytes	directed
CUL3	RARS2	0.962	Microglia	directed
CUL3	RC3H1	0.784	Oligodendrocytes	directed
CUL3	RIOK3	0.8705	Microglia;Oligodendrocytes	directed
CUL3	RNF138	0.942	Oligodendrocytes	directed
CUL3	RTF2	0.949	Microglia	directed
CUL3	SYNJ1	0.791	Oligodendrocytes	directed
CUL3	TBC1D20	0.96	Microglia	directed
CUL3	TEX10	0.983	Oligodendrocytes	directed
CUL3	TSTD2	0.684	Oligodendrocytes	directed
CUL3	ZNF273	0.85	Microglia	directed
CUL4B	CLDND1	0.766	Inhibitory_neurons	directed
CUL4B	GEMIN2	0.864	Excitatory_neurons	directed
CUL4B	RNF146	0.6385	Excitatory_neurons;Inhibitory_neurons	directed
CUTA	ATP5F1D	0.922	Oligodendrocytes	directed
CUTA	ATP5MC2	0.807	Inhibitory_neurons	directed
CUTA	BRK1	0.271	Inhibitory_neurons	directed
CUTA	CD63	0.91	Oligodendrocytes	directed
CUTA	CHMP2A	0.871	Oligodendrocytes	directed
CUTA	CIB1	0.932	Oligodendrocytes	directed
CUTA	CYC1	0.467	Inhibitory_neurons	directed
CUTA	DMAC1	0.878	OPCs	directed
CUTA	DRAP1	0.915	Oligodendrocytes	directed
CUTA	NDUFS8	0.879	OPCs	directed
CUTA	RPTOR	0.715	Excitatory_neurons	directed
CUTA	SSR4	0.923	Oligodendrocytes	directed
CUTA	TMEM147	0.51	Excitatory_neurons	directed
CUTA	ZNHIT1	0.933	Oligodendrocytes	directed
CUX1	AC027097.2	0.982	OPCs	directed
CUX1	ANKRD27	0.957	Microglia	directed
CUX1	ARFGAP3	0.826	Excitatory_neurons	directed
CUX1	ATP6V0E1	0.957	Microglia	directed
CUX1	ATXN7L1	0.879	Oligodendrocytes	directed
CUX1	BMPR2	0.853	Inhibitory_neurons	directed
CUX1	CAMK1D	0.97	Vasculature_cells	directed
CUX1	CDR2	0.862	Oligodendrocytes	directed
CUX1	COMMD1	0.974	OPCs	directed
CUX1	CPSF2	0.968	OPCs	directed
CUX1	CREBBP	0.651	Astrocytes	directed
CUX1	CRTC1	0.959	Microglia	directed
CUX1	EHMT1	0.933	Vasculature_cells	directed
CUX1	FAM193A	0.7775	Astrocytes;Vasculature_cells	directed
CUX1	FANCC	0.935	Vasculature_cells	directed
CUX1	FOXK1	0.734	Microglia	directed
CUX1	GIT2	0.972	OPCs	directed
CUX1	GRIPAP1	0.941	Microglia	directed
CUX1	HDAC8	0.961	OPCs	directed
CUX1	INTS6L	0.367	Vasculature_cells	directed
CUX1	KDM2A	0.89	Astrocytes	directed
CUX1	KLHL22	0.495	Astrocytes	directed
CUX1	LARP1	0.968	OPCs	directed
CUX1	LHFPL4	0.955	OPCs	directed
CUX1	MFSD14C	0.936	Astrocytes	directed
CUX1	MKL1	0.98	OPCs	directed
CUX1	MSI1	0.975	OPCs	directed
CUX1	MTCH2	0.961	Microglia	directed
CUX1	NSMCE2	0.963	OPCs	directed
CUX1	OGDH	0.932	Oligodendrocytes	directed
