schema_version	module_order	module_id	frozen_gene_symbol	current_approved_symbol	stable_ensembl_id	assay_feature_identifier	source	source_version	inclusion_reason	omission_category	respiratory_complex	overlaps_phase13_modules	mapping_status
phase13_module_members_v1	3	mitochondrial_translation_155	MALSU1	MALSU1	ENSG00000156928	MALSU1	MitoCarta3.0	3	frozen MitoCarta Translation membership	ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MARS2	MARS2	ENSG00000247626	MARS2	MitoCarta3.0	3	frozen MitoCarta Translation membership	mt_trna_synthetases	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	METAP1D	METAP1D	ENSG00000172878	METAP1D	MitoCarta3.0	3	frozen MitoCarta Translation membership	fmet_processing	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	METTL17	METTL17	ENSG00000165792	METTL17	MitoCarta3.0	3	frozen MitoCarta Translation membership	ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MIEF1	MIEF1	ENSG00000100335	MIEF1	MitoCarta3.0	3	frozen MitoCarta Translation membership	ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MPV17L2	MPV17L2	ENSG00000254858	MPV17L2	MitoCarta3.0	3	frozen MitoCarta Translation membership	ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRM2	MRM2	ENSG00000122687	MRM2	MitoCarta3.0	3	frozen MitoCarta Translation membership	ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRM3	MRM3	ENSG00000171861	MRM3	MitoCarta3.0	3	frozen MitoCarta Translation membership	ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL1	MRPL1	ENSG00000169288	MRPL1	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL10	MRPL10	ENSG00000159111	MRPL10	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL11	MRPL11	ENSG00000174547	MRPL11	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL12	MRPL12	ENSG00000262814	MRPL12	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL13	MRPL13	ENSG00000172172	MRPL13	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL14	MRPL14	ENSG00000180992	MRPL14	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL15	MRPL15	ENSG00000137547	MRPL15	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL16	MRPL16	ENSG00000166902	MRPL16	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL17	MRPL17	ENSG00000158042	MRPL17	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL18	MRPL18	ENSG00000112110	MRPL18	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL19	MRPL19	ENSG00000115364	MRPL19	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL2	MRPL2	ENSG00000112651	MRPL2	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL20	MRPL20	ENSG00000242485	MRPL20	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL21	MRPL21	ENSG00000197345	MRPL21	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL22	MRPL22	ENSG00000082515	MRPL22	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL23	MRPL23	ENSG00000214026	MRPL23	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL24	MRPL24	ENSG00000143314	MRPL24	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL27	MRPL27	ENSG00000108826	MRPL27	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL28	MRPL28	ENSG00000086504	MRPL28	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL3	MRPL3	ENSG00000114686	MRPL3	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL30	MRPL30	ENSG00000185414	MRPL30	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL32	MRPL32	ENSG00000106591	MRPL32	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL33	MRPL33	ENSG00000243147	MRPL33	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL34	MRPL34	ENSG00000130312	MRPL34	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL35	MRPL35	ENSG00000132313	MRPL35	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL36	MRPL36	ENSG00000171421	MRPL36	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL37	MRPL37	ENSG00000116221	MRPL37	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL38	MRPL38	ENSG00000204316	MRPL38	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL39	MRPL39	ENSG00000154719	MRPL39	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL4	MRPL4	ENSG00000105364	MRPL4	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL40	MRPL40	ENSG00000185608	MRPL40	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL41	MRPL41	ENSG00000182154	MRPL41	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL42	MRPL42	ENSG00000198015	MRPL42	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL43	MRPL43	ENSG00000055950	MRPL43	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL44	MRPL44	ENSG00000135900	MRPL44	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL45	MRPL45	ENSG00000278845	MRPL45	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL46	MRPL46	ENSG00000259494	MRPL46	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL47	MRPL47	ENSG00000136522	MRPL47	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL48	MRPL48	ENSG00000175581	MRPL48	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL49	MRPL49	ENSG00000149792	MRPL49	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL50	MRPL50	ENSG00000136897	MRPL50	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL51	MRPL51	ENSG00000111639	MRPL51	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL52	MRPL52	ENSG00000172590	MRPL52	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL53	MRPL53	ENSG00000204822	MRPL53	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL54	MRPL54	ENSG00000183617	MRPL54	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL55	MRPL55	ENSG00000162910	MRPL55	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL57	MRPL57	ENSG00000173141	MRPL57	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL58	MRPL58	ENSG00000167862	MRPL58	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome|translation_factors	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPL9	MRPL9	ENSG00000143436	MRPL9	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS10	MRPS10	ENSG00000048544	MRPS10	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS11	MRPS11	ENSG00000181991	MRPS11	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS12	MRPS12	ENSG00000128626	MRPS12	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS14	MRPS14	ENSG00000120333	MRPS14	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS15	MRPS15	ENSG00000116898	MRPS15	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS16	MRPS16	ENSG00000182180	MRPS16	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS17	MRPS17	ENSG00000239789	MRPS17	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS18A	MRPS18A	ENSG00000096080	MRPS18A	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS18B	MRPS18B	ENSG00000204568	MRPS18B	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS18C	MRPS18C	ENSG00000163319	MRPS18C	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS2	MRPS2	ENSG00000122140	MRPS2	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS21	MRPS21	ENSG00000266472	MRPS21	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS22	MRPS22	ENSG00000175110	MRPS22	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS23	MRPS23	ENSG00000181610	MRPS23	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS24	MRPS24	ENSG00000062582	MRPS24	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS25	MRPS25	ENSG00000131368	MRPS25	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS26	MRPS26	ENSG00000125901	MRPS26	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS27	MRPS27	ENSG00000113048	MRPS27	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS28	MRPS28	ENSG00000147586	MRPS28	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS30	MRPS30	ENSG00000112996	MRPS30	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS31	MRPS31	ENSG00000102738	MRPS31	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS33	MRPS33	ENSG00000090263	MRPS33	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS34	MRPS34	ENSG00000074071	MRPS34	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS35	MRPS35	ENSG00000061794	MRPS35	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS36	KGD4	ENSG00000134056	MRPS36	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS5	MRPS5	ENSG00000144029	MRPS5	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS6	MRPS6	ENSG00000243927	MRPS6	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS7	MRPS7	ENSG00000125445	MRPS7	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRPS9	MRPS9	ENSG00000135972	MRPS9	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MRRF	MRRF	ENSG00000148187	MRRF	MitoCarta3.0	3	frozen MitoCarta Translation membership	translation_factors	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MTERF3	MTERF3	ENSG00000156469	MTERF3	MitoCarta3.0	3	frozen MitoCarta Translation membership	ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MTERF4	MTERF4	ENSG00000122085	MTERF4	MitoCarta3.0	3	frozen MitoCarta Translation membership	ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MTFMT	MTFMT	ENSG00000103707	MTFMT	MitoCarta3.0	3	frozen MitoCarta Translation membership	fmet_processing	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MTG1	MTG1	ENSG00000148824	MTG1	MitoCarta3.0	3	frozen MitoCarta Translation membership	ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MTG2	MTG2	ENSG00000101181	MTG2	MitoCarta3.0	3	frozen MitoCarta Translation membership	ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MTIF2	MTIF2	ENSG00000085760	MTIF2	MitoCarta3.0	3	frozen MitoCarta Translation membership	translation_factors	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MTIF3	MTIF3	ENSG00000122033	MTIF3	MitoCarta3.0	3	frozen MitoCarta Translation membership	translation_factors	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MTRES1	MTRES1	ENSG00000130349	C6orf203	MitoCarta3.0	3	frozen MitoCarta Translation membership	parent_only_genes	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MTRF1	MTRF1	ENSG00000120662	MTRF1	MitoCarta3.0	3	frozen MitoCarta Translation membership	translation_factors	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	MTRF1L	MTRF1L	ENSG00000112031	MTRF1L	MitoCarta3.0	3	frozen MitoCarta Translation membership	translation_factors	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	NARS2	NARS2	ENSG00000137513	NARS2	MitoCarta3.0	3	frozen MitoCarta Translation membership	mt_trna_synthetases	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	NGRN	NGRN	ENSG00000182768	NGRN	MitoCarta3.0	3	frozen MitoCarta Translation membership	ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	NOA1	NOA1	ENSG00000084092	NOA1	MitoCarta3.0	3	frozen MitoCarta Translation membership	ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	NSUN4	NSUN4	ENSG00000117481	NSUN4	MitoCarta3.0	3	frozen MitoCarta Translation membership	ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	OXA1L	OXA1L	ENSG00000155463	OXA1L	MitoCarta3.0	3	frozen MitoCarta Translation membership	parent_only_genes	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	PARS2	PARS2	ENSG00000162396	PARS2	MitoCarta3.0	3	frozen MitoCarta Translation membership	mt_trna_synthetases	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	PDF	PDF	ENSG00000258429	PDF	MitoCarta3.0	3	frozen MitoCarta Translation membership	fmet_processing	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	PPA2	PPA2	ENSG00000138777	PPA2	MitoCarta3.0	3	frozen MitoCarta Translation membership	parent_only_genes	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	PTCD3	PTCD3	ENSG00000132300	PTCD3	MitoCarta3.0	3	frozen MitoCarta Translation membership	mitochondrial_ribosome|ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	PUSL1	PUSL1	ENSG00000169972	PUSL1	MitoCarta3.0	3	frozen MitoCarta Translation membership	parent_only_genes	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	QRSL1	QRSL1	ENSG00000130348	QRSL1	MitoCarta3.0	3	frozen MitoCarta Translation membership	mt_trna_synthetases	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	RARS2	RARS2	ENSG00000146282	RARS2	MitoCarta3.0	3	frozen MitoCarta Translation membership	mt_trna_synthetases	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	RBFA	RBFA	ENSG00000101546	RBFA	MitoCarta3.0	3	frozen MitoCarta Translation membership	ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	RMND1	RMND1	ENSG00000155906	RMND1	MitoCarta3.0	3	frozen MitoCarta Translation membership	parent_only_genes	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	SARS2	SARS2	ENSG00000104835	SARS2	MitoCarta3.0	3	frozen MitoCarta Translation membership	mt_trna_synthetases	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	SLIRP	SLIRP	ENSG00000119705	SLIRP	MitoCarta3.0	3	frozen MitoCarta Translation membership	parent_only_genes	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	TACO1	TACO1	ENSG00000136463	TACO1	MitoCarta3.0	3	frozen MitoCarta Translation membership	translation_factors	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	TARS2	TARS2	ENSG00000143374	TARS2	MitoCarta3.0	3	frozen MitoCarta Translation membership	mt_trna_synthetases	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	TFB1M	TFB1M	ENSG00000029639	TFB1M	MitoCarta3.0	3	frozen MitoCarta Translation membership	ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	TIMM21	TIMM21	ENSG00000075336	TIMM21	MitoCarta3.0	3	frozen MitoCarta Translation membership	translation_factors	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	TRMT61B	TRMT61B	ENSG00000171103	TRMT61B	MitoCarta3.0	3	frozen MitoCarta Translation membership	ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	TSFM	TSFM	ENSG00000123297	TSFM	MitoCarta3.0	3	frozen MitoCarta Translation membership	translation_factors	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	TUFM	TUFM	ENSG00000178952	TUFM	MitoCarta3.0	3	frozen MitoCarta Translation membership	translation_factors	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	VARS2	VARS2	ENSG00000137411	VARS2	MitoCarta3.0	3	frozen MitoCarta Translation membership	mt_trna_synthetases	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	WARS2	WARS2	ENSG00000116874	WARS2	MitoCarta3.0	3	frozen MitoCarta Translation membership	mt_trna_synthetases	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	YARS2	YARS2	ENSG00000139131	YARS2	MitoCarta3.0	3	frozen MitoCarta Translation membership	mt_trna_synthetases	not_applicable	none	unique_assay_match
phase13_module_members_v1	3	mitochondrial_translation_155	YBEY	YBEY	ENSG00000182362	YBEY	MitoCarta3.0	3	frozen MitoCarta Translation membership	ribosome_assembly	not_applicable	none	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	ATP5MD	ATP5MK	ENSG00000173915	ATP5MD	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:ATP5MD	not_applicable	mib_micos_inner_membrane_19|nuclear_oxphos_structural_86	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	ATP5ME	ATP5ME	ENSG00000169020	ATP5ME	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:ATP5ME	not_applicable	mib_micos_inner_membrane_19|nuclear_oxphos_structural_86	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	ATP5MG	ATP5MG	ENSG00000167283	ATP5MG	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:ATP5MG	not_applicable	mib_micos_inner_membrane_19|nuclear_oxphos_structural_86	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	APOO	APOO	ENSG00000184831	APOO	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:APOO	not_applicable	none	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	APOOL	APOOL	ENSG00000155008	APOOL	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:APOOL	not_applicable	none	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	ATAD3A	ATAD3A	ENSG00000197785	ATAD3A	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:ATAD3A	not_applicable	none	unique_assay_match
