schema_version	route_id	candidate_id	gene	priority_tier	signature_group	sex	apoe_group	broad_network	qtl_type	context_match	sex_apoe_match	qtl_finemapping_rows	source_significant_rows	credible_set_95_rows	min_qtl_p	min_qtl_fdr	max_pip	qtl_signal	evidence_state
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0045_sQTL	GS19B0054	EDF1	P2	F_e33	Female	e33	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	206	16	9	2.18032990275373e-08	7.419662659070942e-05	0.999885241579982	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0046_eQTL	GS19B0107	MAPKAPK5-AS1	P2	F_e33	Female	e33	Excitatory_neurons	eQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0046_sQTL	GS19B0107	MAPKAPK5-AS1	P2	F_e33	Female	e33	Excitatory_neurons	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0047_eQTL	GS19B0153	RPL11	P2	F_e33	Female	e33	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	13	0	0	2.996634281141102e-06	0.0221889003726564	0.146557138499193	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0047_sQTL	GS19B0153	RPL11	P2	F_e33	Female	e33	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	24	0	0	6.74739674781547e-06	0.0133058663866921	0.3875816278342	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0048_eQTL	GS19B0157	RPL36	P2	F_e33	Female	e33	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	14	1	0	2.598343619270738e-07	0.0176061165298165	0.926001634399234	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0048_sQTL	GS19B0157	RPL36	P2	F_e33	Female	e33	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	583	54	81	3.860729726382981e-09	8.666693422979033e-06	0.999999460488203	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0049_eQTL	GS19B0158	RPL36AL	P2	F_e33	Female	e33	Excitatory_neurons	eQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	226	119	118	3.6104188093116586e-77	7.737488550235815e-73	0.880863142001478	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0049_sQTL	GS19B0158	RPL36AL	P2	F_e33	Female	e33	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	423	120	410	4.1865653794706895e-30	3.793278319617257e-27	0.997964119411668	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0050_eQTL	GS19B0164	RPLP2	P2	F_e33	Female	e33	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	13	2	0	5.142785322364805e-07	0.0100664781802423	0.394232837031249	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0050_sQTL	GS19B0164	RPLP2	P2	F_e33	Female	e33	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	232	51	35	3.3862079634685e-13	9.047947678387831e-10	0.999948509519617	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0051_eQTL	GS19B0167	RPS15	P2	F_e33	Female	e33	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	16	2	2	2.5541534462296066e-08	0.0005320940166857	0.499178767287041	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0051_sQTL	GS19B0167	RPS15	P2	F_e33	Female	e33	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	181	55	26	4.57697341338813e-22	7.46504363723604e-19	1.0	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0052_eQTL	GS19B0182	SELENOM	P2	F_e33	Female	e33	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	73	15	14	6.675897705645483e-08	6.297874998063308e-05	0.335117254950211	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0052_sQTL	GS19B0182	SELENOM	P2	F_e33	Female	e33	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	124	47	94	6.622821436124871e-09	1.6869977288150838e-06	0.654786247105222	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0053_eQTL	GS19B0193	SRSF7	P2	F_e33	Female	e33	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	3	0	0	3.482729521780216e-05	0.2412775811648937	0.0308928741604765	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0053_sQTL	GS19B0193	SRSF7	P2	F_e33	Female	e33	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	160	20	26	3.01724524555836e-08	2.9689693216294256e-05	0.985492948296519	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0054_eQTL	GS19B0207	TMEM147	P2	F_e33	Female	e33	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	28	0	0	4.680471686959206e-06	0.1078848723844096	0.29317560717266	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0054_sQTL	GS19B0207	TMEM147	P2	F_e33	Female	e33	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	61	11	6	7.461483088883061e-09	3.262160406459674e-05	0.998221750622366	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0055_eQTL	GS19B0224	WDR82	P2	F_e33	Female	e33	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	2	0	0	6.04654115938795e-06	0.1297285405746684	0.358397916595691	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0055_sQTL	GS19B0224	WDR82	P2	F_e33	Female	e33	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	27	2	2	1.34188239366609e-07	0.0003211124568042	0.959909420295695	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0056_eQTL	GS19B0001	ACAT2	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	11	0	0	3.668789553660971e-06	0.0405364557784	0.715738711568031	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0056_sQTL	GS19B0001	ACAT2	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	33	0	0	1.65520265540914e-05	0.0055129284325616	0.140015399688336	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0057_eQTL	GS19B0012	ATCAY	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	12	0	0	1.0030690608900393e-05	0.2295927649934876	0.083470231953404	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0057_sQTL	GS19B0012	ATCAY	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	122	19	13	6.06466946104199e-10	3.648505147762861e-06	0.999607996906701	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0058_eQTL	GS19B0029	BTF3	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	2	0	0	0.00021907937548618	0.4921874936273279	0.0305657758588289	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0058_sQTL	GS19B0029	BTF3	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	5	0	0	9.56408734234369e-05	0.0637317006982076	0.0780340464062196	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0059_eQTL	GS19B0032	CAMK2N2	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	9	0	0	2.3530340957675196e-05	0.2532570597274581	0.128488668105199	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0059_sQTL	GS19B0032	CAMK2N2	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	15	4	1	4.97154601120874e-08	2.0184476805507483e-05	0.999493625510266	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0060_eQTL	GS19B0054	EDF1	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	11	0	0	1.611853844484806e-05	0.3812676465194467	0.0623733156153649	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0060_sQTL	GS19B0054	EDF1	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	206	16	9	2.18032990275373e-08	7.419662659070942e-05	0.999885241579982	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0061_eQTL	GS19B0075	GALNT2	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	16	0	0	8.291177392434025e-06	0.0217107408606675	0.0584718968018667	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0061_sQTL	GS19B0075	GALNT2	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	13	5	0	4.10903103732602e-07	0.0009973889413405	0.6382958161022	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0062_eQTL	GS19B0077	GATAD1	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	4	0	0	2.2183486951253677e-05	0.2467003887547743	0.109565000898777	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0062_sQTL	GS19B0077	GATAD1	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	53	8	10	9.98325885756379e-10	1.3685904689330572e-06	0.84696840464006	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0063_eQTL	GS19B0098	KTN1	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	317	268	232	2.1050844875271183e-16	4.123186528689046e-13	0.15852038143756	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0063_sQTL	GS19B0098	KTN1	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	2857	615	1105	1.20969003739905e-40	6.76477422183222e-38	0.99996409414339	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0064_eQTL	GS19B0100	LAMTOR5	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	14	0	0	4.466773411041783e-06	0.0325076879610917	0.345572786493606	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0064_sQTL	GS19B0100	LAMTOR5	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0065_eQTL	GS19B0114	MOAP1	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	96	0	0	6.007940716173013e-06	0.0167808074374525	0.204663599796073	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0065_sQTL	GS19B0114	MOAP1	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0066_eQTL	GS19B0118	MYO18A	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	1	0	0	3.4729380041602e-05	0.2330499964446396	0.0298254278515703	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0066_sQTL	GS19B0118	MYO18A	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	2457	493	486	3.10475036515163e-31	1.838012216169765e-28	0.990968005511967	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0067_eQTL	GS19B0133	PER3	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	9	2	2	1.746518791793251e-11	3.488321982848661e-07	0.999840899440681	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0067_sQTL	GS19B0133	PER3	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	707	206	70	1.95611553008495e-23	3.137343088674888e-21	0.999994530694405	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0068_eQTL	GS19B0139	PLCG2	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	7	0	0	5.3924431805213875e-06	0.1438154449478389	0.154417828854244	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0068_sQTL	GS19B0139	PLCG2	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	230	56	27	1.80862625640026e-143	1.6386153882986357e-140	1.0	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0069_eQTL	GS19B0161	RPL7L1	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	11	0	0	2.8440241316727108e-05	0.1378007668524437	0.130742709461715	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0069_sQTL	GS19B0161	RPL7L1	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	525	148	152	2.57108070983006e-57	2.782724323700051e-54	0.955586634617756	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0070_eQTL	GS19B0193	SRSF7	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	54	40	29	1.0961383331668057e-21	8.988537329908995e-18	0.400255989723906	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0070_sQTL	GS19B0193	SRSF7	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	160	20	26	3.01724524555836e-08	2.9689693216294256e-05	0.985492948296519	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0071_eQTL	GS19B0197	SYN1	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0071_sQTL	GS19B0197	SYN1	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0072_eQTL	GS19B0211	TRERF1	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	13	0	0	4.761499103281871e-05	0.1652959482913732	0.0719011595640797	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0072_sQTL	GS19B0211	TRERF1	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	382	63	24	2.1915464145552e-12	8.810016586511903e-10	0.999999830728794	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0073_eQTL	GS19B0215	TUBA1A	P2	F_e33	Female	e33	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	3	0	0	3.2009997870095376e-05	0.3893977556627409	0.0468292663802048	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0073_sQTL	GS19B0215	TUBA1A	P2	F_e33	Female	e33	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	57	5	0	1.18242645037604e-07	0.0002071545858997	0.394258991336091	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0074_eQTL	GS19B0006	ANKRD11	P2	F_e33	Female	e33	OPCs	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	2	0	0	1.5877130496383028e-05	0.5085150997994496	0.0497864723958845	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0074_sQTL	GS19B0006	ANKRD11	P2	F_e33	Female	e33	OPCs	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	1256	343	59	1.24120792976822e-09	1.1717002857011995e-06	0.999987685978353	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0075_eQTL	GS19B0071	FTL	P2	F_e33	Female	e33	OPCs	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	2	0	0	1.9651178883694887e-05	0.7129579511800395	0.0463359929629653	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0075_sQTL	GS19B0071	FTL	P2	F_e33	Female	e33	OPCs	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	24	1	0	5.69578350005331e-07	0.0058672265834049	0.866333716555631	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0076_eQTL	GS19B0083	GSTP1	P2	F_e33	Female	e33	OPCs	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	2	0	0	0.00036493587710129	0.3275674673324316	0.0307598781397908	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0076_sQTL	GS19B0083	GSTP1	P2	F_e33	Female	e33	OPCs	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	18	6	6	4.59430628638884e-27	2.5330294898462608e-23	0.701457631026219	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0077_eQTL	GS19B0167	RPS15	P2	F_e33	Female	e33	OPCs	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	26	0	0	1.2938082967712648e-05	0.0317387241788096	0.0736881131864511	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0077_sQTL	GS19B0167	RPS15	P2	F_e33	Female	e33	OPCs	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	181	55	26	4.57697341338813e-22	7.46504363723604e-19	1.0	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0078_eQTL	GS19B0055	EIF1	P2	F_e4	Female	e4	Astrocytes	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	10	0	0	6.610674856529136e-06	0.1146664879511776	0.262986258315183	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0078_sQTL	GS19B0055	EIF1	P2	F_e4	Female	e4	Astrocytes	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	86	1	0	5.89642694078172e-06	0.0150400354332264	0.583078524514985	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0079_eQTL	GS19B0058	EIF4A2	P2	F_e4	Female	e4	Astrocytes	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	14	1	1	8.962459910828024e-08	0.0021642548192667	0.989591582221541	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0079_sQTL	GS19B0058	EIF4A2	P2	F_e4	Female	e4	Astrocytes	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	169	14	2	3.39246468433979e-07	0.0003857232346094	0.986392999487776	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0080_eQTL	GS19B0115	MSMO1	P2	F_e4	Female	e4	Astrocytes	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	73	0	0	2.3340959848132576e-05	0.0306152727429329	0.0784065055806203	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0080_sQTL	GS19B0115	MSMO1	P2	F_e4	Female	e4	Astrocytes	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	66	24	16	3.24780781048066e-10	2.5179565708856676e-07	0.999967041858242	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0081_eQTL	GS19B0135	PGK1	P2	F_e4	Female	e4	Astrocytes	eQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0081_sQTL	GS19B0135	PGK1	P2	F_e4	Female	e4	Astrocytes	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0082_eQTL	GS19B0154	RPL15	P2	F_e4	Female	e4	Astrocytes	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	5	0	0	1.7503029484397594e-05	0.1482610920246834	0.0358809267250715	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0082_sQTL	GS19B0154	RPL15	P2	F_e4	Female	e4	Astrocytes	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	45	14	7	4.79093636683973e-07	0.0001934845628519	0.586925553332968	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0083_eQTL	GS19B0013	ATG101	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	6	0	0	5.338648306762508e-05	0.3289273038516234	0.0308733598853277	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0083_sQTL	GS19B0013	ATG101	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	72	8	3	3.34325405383396e-08	8.558730377814938e-05	0.99919112231448	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0084_eQTL	GS19B0051	DYNLL1	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	376	218	120	1.0671927016722015e-27	4.820903868082072e-24	0.999819450541374	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0084_sQTL	GS19B0051	DYNLL1	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	588	386	328	2.39635276018779e-64	3.0968133933819053e-61	0.885610773980354	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0085_eQTL	GS19B0072	GABARAPL2	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	2	0	0	3.45495844672528e-06	0.0754079230582259	0.432426339787444	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0085_sQTL	GS19B0072	GABARAPL2	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0086_eQTL	GS19B0076	GAPDH	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	61	54	53	3.7357344758199544e-22	5.2241224909597515e-18	0.561182674369675	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0086_sQTL	GS19B0076	GAPDH	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	18	1	1	1.98925445171384e-07	0.0003990444430137	0.991949909240759	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0087_eQTL	GS19B0099	LAGE3	P1	F_e4	Female	e4	Excitatory_neurons	eQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0087_sQTL	GS19B0099	LAGE3	P1	F_e4	Female	e4	Excitatory_neurons	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0088_eQTL	GS19B0100	LAMTOR5	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	14	0	0	1.8805001543091977e-06	0.024765322416677	0.712729330627408	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0088_sQTL	GS19B0100	LAMTOR5	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0089_eQTL	GS19B0104	MAGEF1	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	28	12	19	1.9047741985726653e-19	1.8927741211216575e-15	0.998661377661612	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0089_sQTL	GS19B0104	MAGEF1	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0090_eQTL	GS19B0116	MT3	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	15	0	0	5.033099710193046e-06	0.0086408279144518	0.334723329584711	False	released_finemapping_no_source_significant_signal
