contrast_id	contrast_order	rds_id	fine_cell_type	broad_cell_type	signature_group	sex	apoe_group	structural_status	structurally_available	core_feature_rows	mapped_core_feature_rows	unmapped_core_feature_rows	reference_only_rows	admitted_feature_rows	mapped_unique_background_genes	duplicate_symbol_collapses	background_id	background_size	background_status	schema_version
inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e2	247	inhibitory	Inh SGCD PDE3A	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	875	875	0	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e2	875	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e33	248	inhibitory	Inh SGCD PDE3A	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	856	856	0	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e33	856	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e4	249	inhibitory	Inh SGCD PDE3A	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	846	846	0	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e4	846	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e2	250	inhibitory	Inh SGCD PDE3A	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	836	836	0	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e2	836	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e33	251	inhibitory	Inh SGCD PDE3A	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	851	851	0	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e33	851	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e4	252	inhibitory	Inh SGCD PDE3A	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	838	838	0	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e4	838	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e2	253	inhibitory	Inh SORCS1 TTN	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	532	532	0	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e2	532	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e33	254	inhibitory	Inh SORCS1 TTN	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	564	564	0	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e33	564	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e4	255	inhibitory	Inh SORCS1 TTN	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	487	487	0	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e4	487	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e2	256	inhibitory	Inh SORCS1 TTN	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	551	551	0	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e2	551	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e33	257	inhibitory	Inh SORCS1 TTN	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	582	582	0	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e33	582	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e4	258	inhibitory	Inh SORCS1 TTN	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	532	532	0	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e4	532	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2	259	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	773	773	0	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2	773	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	260	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	802	802	0	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	802	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e4	261	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	782	782	0	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e4	782	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e2	262	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	806	806	0	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e2	806	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e33	263	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	756	756	0	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e33	756	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e4	264	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	732	732	0	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e4	732	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2	265	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	762	762	0	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2	762	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	266	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	752	752	0	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	752	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4	267	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	734	734	0	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4	734	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e2	268	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	734	734	0	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e2	734	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e33	269	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	687	687	0	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e33	687	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e4	270	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	698	698	0	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e4	698	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2	271	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	703	703	0	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2	703	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	272	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	694	694	0	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	694	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	273	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	679	679	0	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	679	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e2	274	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	732	732	0	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e2	732	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e33	275	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	712	712	0	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e33	712	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e4	276	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	667	667	0	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e4	667	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e2	277	inhibitory	Inh VIP TSHZ2	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	663	663	0	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e2	663	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e33	278	inhibitory	Inh VIP TSHZ2	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	671	671	0	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e33	671	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e4	279	inhibitory	Inh VIP TSHZ2	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	662	662	0	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e4	662	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e2	280	inhibitory	Inh VIP TSHZ2	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	605	605	0	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e2	605	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e33	281	inhibitory	Inh VIP TSHZ2	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	628	628	0	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e33	628	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e4	282	inhibitory	Inh VIP TSHZ2	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	580	580	0	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e4	580	available	fine_deg_pathway_background_manifest_v1
oligodendrocytes::Oli::AD_vs_NCI__Female__e2	283	oligodendrocytes	Oli	Oligodendrocytes	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	462	462	0	oligodendrocytes::Oli::AD_vs_NCI__Female__e2	462	available	fine_deg_pathway_background_manifest_v1
oligodendrocytes::Oli::AD_vs_NCI__Female__e33	284	oligodendrocytes	Oli	Oligodendrocytes	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	410	410	0	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	410	available	fine_deg_pathway_background_manifest_v1
oligodendrocytes::Oli::AD_vs_NCI__Female__e4	285	oligodendrocytes	Oli	Oligodendrocytes	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	443	443	0	oligodendrocytes::Oli::AD_vs_NCI__Female__e4	443	available	fine_deg_pathway_background_manifest_v1
oligodendrocytes::Oli::AD_vs_NCI__Male__e2	286	oligodendrocytes	Oli	Oligodendrocytes	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	344	344	0	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	344	available	fine_deg_pathway_background_manifest_v1
oligodendrocytes::Oli::AD_vs_NCI__Male__e33	287	oligodendrocytes	Oli	Oligodendrocytes	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	387	387	0	oligodendrocytes::Oli::AD_vs_NCI__Male__e33	387	available	fine_deg_pathway_background_manifest_v1
oligodendrocytes::Oli::AD_vs_NCI__Male__e4	288	oligodendrocytes	Oli	Oligodendrocytes	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	400	400	0	oligodendrocytes::Oli::AD_vs_NCI__Male__e4	400	available	fine_deg_pathway_background_manifest_v1
opcs::OPC::AD_vs_NCI__Female__e2	289	opcs	OPC	OPCs	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	691	691	0	opcs::OPC::AD_vs_NCI__Female__e2	691	available	fine_deg_pathway_background_manifest_v1
opcs::OPC::AD_vs_NCI__Female__e33	290	opcs	OPC	OPCs	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	609	609	0	opcs::OPC::AD_vs_NCI__Female__e33	609	available	fine_deg_pathway_background_manifest_v1
opcs::OPC::AD_vs_NCI__Female__e4	291	opcs	OPC	OPCs	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	653	653	0	opcs::OPC::AD_vs_NCI__Female__e4	653	available	fine_deg_pathway_background_manifest_v1
opcs::OPC::AD_vs_NCI__Male__e2	292	opcs	OPC	OPCs	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	553	553	0	opcs::OPC::AD_vs_NCI__Male__e2	553	available	fine_deg_pathway_background_manifest_v1
opcs::OPC::AD_vs_NCI__Male__e33	293	opcs	OPC	OPCs	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	542	542	0	opcs::OPC::AD_vs_NCI__Male__e33	542	available	fine_deg_pathway_background_manifest_v1
opcs::OPC::AD_vs_NCI__Male__e4	294	opcs	OPC	OPCs	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	588	588	0	opcs::OPC::AD_vs_NCI__Male__e4	588	available	fine_deg_pathway_background_manifest_v1
vasculature::End::AD_vs_NCI__Female__e2	295	vasculature	End	Vasculature_cells	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	305	305	0	vasculature::End::AD_vs_NCI__Female__e2	305	available	fine_deg_pathway_background_manifest_v1
vasculature::End::AD_vs_NCI__Female__e33	296	vasculature	End	Vasculature_cells	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	324	324	0	vasculature::End::AD_vs_NCI__Female__e33	324	available	fine_deg_pathway_background_manifest_v1
vasculature::End::AD_vs_NCI__Female__e4	297	vasculature	End	Vasculature_cells	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	402	402	0	vasculature::End::AD_vs_NCI__Female__e4	402	available	fine_deg_pathway_background_manifest_v1
vasculature::End::AD_vs_NCI__Male__e2	298	vasculature	End	Vasculature_cells	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	325	325	0	vasculature::End::AD_vs_NCI__Male__e2	325	available	fine_deg_pathway_background_manifest_v1
vasculature::End::AD_vs_NCI__Male__e33	299	vasculature	End	Vasculature_cells	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	315	315	0	vasculature::End::AD_vs_NCI__Male__e33	315	available	fine_deg_pathway_background_manifest_v1
vasculature::End::AD_vs_NCI__Male__e4	300	vasculature	End	Vasculature_cells	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	351	351	0	vasculature::End::AD_vs_NCI__Male__e4	351	available	fine_deg_pathway_background_manifest_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e2	301	vasculature	Fib FLRT2	Vasculature_cells	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	352	352	0	vasculature::Fib FLRT2::AD_vs_NCI__Female__e2	352	available	fine_deg_pathway_background_manifest_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e33	302	vasculature	Fib FLRT2	Vasculature_cells	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	366	366	0	vasculature::Fib FLRT2::AD_vs_NCI__Female__e33	366	available	fine_deg_pathway_background_manifest_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e4	303	vasculature	Fib FLRT2	Vasculature_cells	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	370	370	0	vasculature::Fib FLRT2::AD_vs_NCI__Female__e4	370	available	fine_deg_pathway_background_manifest_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e2	304	vasculature	Fib FLRT2	Vasculature_cells	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	300	300	0	vasculature::Fib FLRT2::AD_vs_NCI__Male__e2	300	available	fine_deg_pathway_background_manifest_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e33	305	vasculature	Fib FLRT2	Vasculature_cells	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	343	343	0	vasculature::Fib FLRT2::AD_vs_NCI__Male__e33	343	available	fine_deg_pathway_background_manifest_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e4	306	vasculature	Fib FLRT2	Vasculature_cells	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	334	334	0	vasculature::Fib FLRT2::AD_vs_NCI__Male__e4	334	available	fine_deg_pathway_background_manifest_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e2	307	vasculature	Fib SLC4A4	Vasculature_cells	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	405	405	0	vasculature::Fib SLC4A4::AD_vs_NCI__Female__e2	405	available	fine_deg_pathway_background_manifest_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e33	308	vasculature	Fib SLC4A4	Vasculature_cells	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	438	438	0	vasculature::Fib SLC4A4::AD_vs_NCI__Female__e33	438	available	fine_deg_pathway_background_manifest_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e4	309	vasculature	Fib SLC4A4	Vasculature_cells	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	461	461	0	vasculature::Fib SLC4A4::AD_vs_NCI__Female__e4	461	available	fine_deg_pathway_background_manifest_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e2	310	vasculature	Fib SLC4A4	Vasculature_cells	M_e2	Male	e2	not_estimable	FALSE	1196	1195	1	2	0	0	0	vasculature::Fib SLC4A4::AD_vs_NCI__Male__e2	0	contrast_not_estimable	fine_deg_pathway_background_manifest_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e33	311	vasculature	Fib SLC4A4	Vasculature_cells	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	277	277	0	vasculature::Fib SLC4A4::AD_vs_NCI__Male__e33	277	available	fine_deg_pathway_background_manifest_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e4	312	vasculature	Fib SLC4A4	Vasculature_cells	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	407	407	0	vasculature::Fib SLC4A4::AD_vs_NCI__Male__e4	407	available	fine_deg_pathway_background_manifest_v1
vasculature::Per::AD_vs_NCI__Female__e2	313	vasculature	Per	Vasculature_cells	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	404	404	0	vasculature::Per::AD_vs_NCI__Female__e2	404	available	fine_deg_pathway_background_manifest_v1
vasculature::Per::AD_vs_NCI__Female__e33	314	vasculature	Per	Vasculature_cells	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	399	399	0	vasculature::Per::AD_vs_NCI__Female__e33	399	available	fine_deg_pathway_background_manifest_v1
vasculature::Per::AD_vs_NCI__Female__e4	315	vasculature	Per	Vasculature_cells	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	426	426	0	vasculature::Per::AD_vs_NCI__Female__e4	426	available	fine_deg_pathway_background_manifest_v1
vasculature::Per::AD_vs_NCI__Male__e2	316	vasculature	Per	Vasculature_cells	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	350	350	0	vasculature::Per::AD_vs_NCI__Male__e2	350	available	fine_deg_pathway_background_manifest_v1
vasculature::Per::AD_vs_NCI__Male__e33	317	vasculature	Per	Vasculature_cells	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	364	364	0	vasculature::Per::AD_vs_NCI__Male__e33	364	available	fine_deg_pathway_background_manifest_v1
vasculature::Per::AD_vs_NCI__Male__e4	318	vasculature	Per	Vasculature_cells	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	383	383	0	vasculature::Per::AD_vs_NCI__Male__e4	383	available	fine_deg_pathway_background_manifest_v1
vasculature::SMC::AD_vs_NCI__Female__e2	319	vasculature	SMC	Vasculature_cells	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	381	381	0	vasculature::SMC::AD_vs_NCI__Female__e2	381	available	fine_deg_pathway_background_manifest_v1
vasculature::SMC::AD_vs_NCI__Female__e33	320	vasculature	SMC	Vasculature_cells	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	336	336	0	vasculature::SMC::AD_vs_NCI__Female__e33	336	available	fine_deg_pathway_background_manifest_v1
vasculature::SMC::AD_vs_NCI__Female__e4	321	vasculature	SMC	Vasculature_cells	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	408	408	0	vasculature::SMC::AD_vs_NCI__Female__e4	408	available	fine_deg_pathway_background_manifest_v1
vasculature::SMC::AD_vs_NCI__Male__e2	322	vasculature	SMC	Vasculature_cells	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	353	353	0	vasculature::SMC::AD_vs_NCI__Male__e2	353	available	fine_deg_pathway_background_manifest_v1
vasculature::SMC::AD_vs_NCI__Male__e33	323	vasculature	SMC	Vasculature_cells	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	358	358	0	vasculature::SMC::AD_vs_NCI__Male__e33	358	available	fine_deg_pathway_background_manifest_v1
vasculature::SMC::AD_vs_NCI__Male__e4	324	vasculature	SMC	Vasculature_cells	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	345	345	0	vasculature::SMC::AD_vs_NCI__Male__e4	345	available	fine_deg_pathway_background_manifest_v1
