contrast_id	rds_id	fine_cell_type	broad_cell_type	signature_group	sex	apoe_group	query_mode	pathway_collection	collection_role	structural_status	structurally_available	background_size	query_size	pathway_count	testable_pathways	locally_significant_pathways	globally_significant_pathways	minimum_local_fdr_bh	top_pathway	schema_version
astrocytes::Ast DPP10::AD_vs_NCI__Male__e33	astrocytes	Ast DPP10	Astrocytes	M_e33	Male	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	486	10	4	4	0	0	0.757270407803426	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast DPP10::AD_vs_NCI__Male__e33	astrocytes	Ast DPP10	Astrocytes	M_e33	Male	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	486	10	46	35	0	0	1	Apoptosis	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast DPP10::AD_vs_NCI__Male__e33	astrocytes	Ast DPP10	Astrocytes	M_e33	Male	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	486	10	149	73	0	0	1	Apoptosis	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast DPP10::AD_vs_NCI__Male__e33	astrocytes	Ast DPP10	Astrocytes	M_e33	Male	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	486	6	4	4	0	0	0.47141708508852	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast DPP10::AD_vs_NCI__Male__e33	astrocytes	Ast DPP10	Astrocytes	M_e33	Male	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	486	6	46	35	0	0	0.379248730899563	Apoptosis	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast DPP10::AD_vs_NCI__Male__e33	astrocytes	Ast DPP10	Astrocytes	M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	486	6	149	73	0	0	0.791004495876232	Apoptosis	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast DPP10::AD_vs_NCI__Male__e33	astrocytes	Ast DPP10	Astrocytes	M_e33	Male	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	486	4	4	4	0	0	1	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast DPP10::AD_vs_NCI__Male__e33	astrocytes	Ast DPP10	Astrocytes	M_e33	Male	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	486	4	46	35	0	0	0.40620064976584	Protein homeostasis	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast DPP10::AD_vs_NCI__Male__e33	astrocytes	Ast DPP10	Astrocytes	M_e33	Male	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	486	4	149	73	0	0	0.847218498083038	Protein homeostasis	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast DPP10::AD_vs_NCI__Male__e4	astrocytes	Ast DPP10	Astrocytes	M_e4	Male	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	497	63	4	4	1	1	2.40508856162471e-10	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast DPP10::AD_vs_NCI__Male__e4	astrocytes	Ast DPP10	Astrocytes	M_e4	Male	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	497	63	46	37	0	0	0.0528816162529342	OXPHOS	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast DPP10::AD_vs_NCI__Male__e4	astrocytes	Ast DPP10	Astrocytes	M_e4	Male	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	497	63	149	78	0	0	0.111480163992672	OXPHOS	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast DPP10::AD_vs_NCI__Male__e4	astrocytes	Ast DPP10	Astrocytes	M_e4	Male	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	497	32	4	4	1	1	5.03930189832109e-14	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast DPP10::AD_vs_NCI__Male__e4	astrocytes	Ast DPP10	Astrocytes	M_e4	Male	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	497	32	46	37	3	3	3.18332938467383e-05	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast DPP10::AD_vs_NCI__Male__e4	astrocytes	Ast DPP10	Astrocytes	M_e4	Male	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	497	32	149	78	4	4	6.7108024866097e-05	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast DPP10::AD_vs_NCI__Male__e4	astrocytes	Ast DPP10	Astrocytes	M_e4	Male	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	497	31	4	4	0	0	0.763054054988508	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast DPP10::AD_vs_NCI__Male__e4	astrocytes	Ast DPP10	Astrocytes	M_e4	Male	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	497	31	46	37	0	0	1	Fission	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast DPP10::AD_vs_NCI__Male__e4	astrocytes	Ast DPP10	Astrocytes	M_e4	Male	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	497	31	149	78	0	0	1	Fission	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e2	astrocytes	Ast GRM3	Astrocytes	F_e2	Female	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	596	98	4	4	1	1	0.000379913413247446	Nuclear structural OXPHOS	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e2	astrocytes	Ast GRM3	Astrocytes	F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	596	98	46	38	0	0	0.179065276952777	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e2	astrocytes	Ast GRM3	Astrocytes	F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	596	98	149	87	0	0	0.409965239339252	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e2	astrocytes	Ast GRM3	Astrocytes	F_e2	Female	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	596	70	4	4	1	1	1.07926037970303e-06	Nuclear structural OXPHOS	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e2	astrocytes	Ast GRM3	Astrocytes	F_e2	Female	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	596	70	46	38	2	2	0.00425447764805346	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e2	astrocytes	Ast GRM3	Astrocytes	F_e2	Female	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	596	70	149	87	2	1	0.00974051461528029	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e2	astrocytes	Ast GRM3	Astrocytes	F_e2	Female	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	596	28	4	4	0	0	1	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e2	astrocytes	Ast GRM3	Astrocytes	F_e2	Female	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	596	28	46	38	0	0	1	SLC25A family	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e2	astrocytes	Ast GRM3	Astrocytes	F_e2	Female	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	596	28	149	87	0	0	1	SLC25A family	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e33	astrocytes	Ast GRM3	Astrocytes	F_e33	Female	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	588	7	4	4	1	1	0.00065754096439605	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e33	astrocytes	Ast GRM3	Astrocytes	F_e33	Female	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	588	7	46	38	0	0	0.321132587978193	Complex I	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e33	astrocytes	Ast GRM3	Astrocytes	F_e33	Female	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	588	7	149	85	0	0	0.203590680556694	CI subunits	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e33	astrocytes	Ast GRM3	Astrocytes	F_e33	Female	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	588	6	4	4	1	1	0.000379639277693082	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e33	astrocytes	Ast GRM3	Astrocytes	F_e33	Female	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	588	6	46	38	0	0	0.192584155712859	Complex I	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e33	astrocytes	Ast GRM3	Astrocytes	F_e33	Female	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	588	6	149	85	0	0	0.1198646505665	CI subunits	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e33	astrocytes	Ast GRM3	Astrocytes	F_e33	Female	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	588	1	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e33	astrocytes	Ast GRM3	Astrocytes	F_e33	Female	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	588	1	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e33	astrocytes	Ast GRM3	Astrocytes	F_e33	Female	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	588	1	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e4	astrocytes	Ast GRM3	Astrocytes	F_e4	Female	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	669	45	4	4	0	0	1	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e4	astrocytes	Ast GRM3	Astrocytes	F_e4	Female	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	669	45	46	39	0	0	0.869966225407966	Apoptosis	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e4	astrocytes	Ast GRM3	Astrocytes	F_e4	Female	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	669	45	149	94	0	0	1	Apoptosis	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e4	astrocytes	Ast GRM3	Astrocytes	F_e4	Female	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	669	15	4	4	0	0	1	Nuclear structural OXPHOS	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e4	astrocytes	Ast GRM3	Astrocytes	F_e4	Female	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	669	15	46	39	0	0	1	Complex I	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e4	astrocytes	Ast GRM3	Astrocytes	F_e4	Female	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	669	15	149	94	0	0	1	Complex I	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e4	astrocytes	Ast GRM3	Astrocytes	F_e4	Female	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	669	30	4	4	0	0	1	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e4	astrocytes	Ast GRM3	Astrocytes	F_e4	Female	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	669	30	46	39	0	0	1	Apoptosis	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Female__e4	astrocytes	Ast GRM3	Astrocytes	F_e4	Female	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	669	30	149	94	0	0	1	Apoptosis	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e2	astrocytes	Ast GRM3	Astrocytes	M_e2	Male	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	543	215	4	4	2	1	0.000128058373536482	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e2	astrocytes	Ast GRM3	Astrocytes	M_e2	Male	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	543	215	46	37	2	2	0.0136121418968473	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e2	astrocytes	Ast GRM3	Astrocytes	M_e2	Male	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	543	215	149	82	3	1	0.0301674496092291	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e2	astrocytes	Ast GRM3	Astrocytes	M_e2	Male	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	543	106	4	4	0	0	1	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e2	astrocytes	Ast GRM3	Astrocytes	M_e2	Male	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	543	106	46	37	0	0	1	Metabolism	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e2	astrocytes	Ast GRM3	Astrocytes	M_e2	Male	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	543	106	149	82	0	0	0.321774225582052	mt-rRNA modifications	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e2	astrocytes	Ast GRM3	Astrocytes	M_e2	Male	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	543	109	4	4	2	2	5.60652787226072e-08	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e2	astrocytes	Ast GRM3	Astrocytes	M_e2	Male	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	543	109	46	37	4	2	9.05955512290718e-11	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e2	astrocytes	Ast GRM3	Astrocytes	M_e2	Male	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	543	109	149	82	8	3	2.00779329750916e-10	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e33	astrocytes	Ast GRM3	Astrocytes	M_e33	Male	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	532	10	4	4	1	1	7.8777694773976e-05	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e33	astrocytes	Ast GRM3	Astrocytes	M_e33	Male	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	532	10	46	37	0	0	0.542571609274955	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e33	astrocytes	Ast GRM3	Astrocytes	M_e33	Male	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	532	10	149	78	0	0	1	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e33	astrocytes	Ast GRM3	Astrocytes	M_e33	Male	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	532	6	4	4	1	1	5.87316180614451e-06	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e33	astrocytes	Ast GRM3	Astrocytes	M_e33	Male	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	532	6	46	37	0	0	0.0601658529434438	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e33	astrocytes	Ast GRM3	Astrocytes	M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	532	6	149	78	0	0	0.126836122421314	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e33	astrocytes	Ast GRM3	Astrocytes	M_e33	Male	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	532	4	4	4	0	0	1	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e33	astrocytes	Ast GRM3	Astrocytes	M_e33	Male	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	532	4	46	37	0	0	0.907473356938138	Protein import, sorting and homeostasis	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e33	astrocytes	Ast GRM3	Astrocytes	M_e33	Male	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	532	4	149	78	0	0	1	Protein import, sorting and homeostasis	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e4	astrocytes	Ast GRM3	Astrocytes	M_e4	Male	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	510	24	4	4	0	0	1	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e4	astrocytes	Ast GRM3	Astrocytes	M_e4	Male	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	510	24	46	37	0	0	1	Metals and cofactors	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e4	astrocytes	Ast GRM3	Astrocytes	M_e4	Male	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	510	24	149	77	0	0	1	Metals and cofactors	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e4	astrocytes	Ast GRM3	Astrocytes	M_e4	Male	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	510	18	4	4	0	0	1	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e4	astrocytes	Ast GRM3	Astrocytes	M_e4	Male	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	510	18	46	37	0	0	1	Metals and cofactors	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e4	astrocytes	Ast GRM3	Astrocytes	M_e4	Male	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	510	18	149	77	0	0	1	Metals and cofactors	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e4	astrocytes	Ast GRM3	Astrocytes	M_e4	Male	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	510	6	4	4	0	0	1	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e4	astrocytes	Ast GRM3	Astrocytes	M_e4	Male	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	510	6	46	37	0	0	1	mtRNA metabolism	fine_deg_pathway_fine_cell_summary_v1
astrocytes::Ast GRM3::AD_vs_NCI__Male__e4	astrocytes	Ast GRM3	Astrocytes	M_e4	Male	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	510	6	149	77	0	0	1	mtRNA metabolism	fine_deg_pathway_fine_cell_summary_v1
excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e2	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e2	Female	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	812	59	4	4	2	2	7.68672550564563e-07	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e2	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	812	59	46	42	2	2	1.94299619170418e-05	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e2	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	812	59	149	96	4	3	4.44113415246669e-05	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e2	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e2	Female	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	812	42	4	4	2	2	4.42720665471557e-08	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e2	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e2	Female	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	812	42	46	42	4	3	2.30016649473814e-08	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e2	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e2	Female	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	812	42	149	96	6	5	5.25752341654431e-08	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e2	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e2	Female	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	812	17	4	4	0	0	0.806763148832668	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e2	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e2	Female	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	812	17	46	42	0	0	0.572602723023044	Fission	fine_deg_pathway_fine_cell_summary_v1
excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e2	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e2	Female	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	812	17	149	96	0	0	0.346944685799659	Mitochondrial ribosome assembly	fine_deg_pathway_fine_cell_summary_v1
excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e33	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e33	Female	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	816	17	4	4	1	1	1.47556484886692e-22	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e33	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e33	Female	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	816	17	46	43	3	3	4.64324600582617e-08	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e33	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e33	Female	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	816	17	149	97	5	4	1.04742991294218e-07	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e33	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e33	Female	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	816	12	4	4	1	1	2.38455857929366e-26	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e33	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e33	Female	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	816	12	46	43	3	3	1.11330959155663e-11	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
