contrast_id	schema_version	manifest_row	rds_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_family	contrast_name	contrast_kind	numerator	denominator	cells_ad_expected	cells_nci_expected	donors_ad_expected	donors_nci_expected	analysis_population	modeling_status	modeling_reason	terminal_status	genes_returned_phase08	paper_degs_phase08	phase08_status_message	broad_cell_type	signature_group	fine_cell_type	structural_status	structurally_available	contrast_order	background_size	background_status	mito_deg_any_count	mito_deg_down_count	mito_deg_up_count	phase09_contrast_paper_degs
inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	23	inhibitory	Inh FBN2 EPB41L4A	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	412	986	27	52	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10235	95	NA	Inhibitory_neurons	M_e33	Inh FBN2 EPB41L4A	estimable_validated	TRUE	155	821	available	16	0	16	95
inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	24	inhibitory	Inh FBN2 EPB41L4A	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	395	145	26	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10431	6	NA	Inhibitory_neurons	M_e4	Inh FBN2 EPB41L4A	estimable_validated	TRUE	156	836	available	2	0	2	6
inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	25	inhibitory	Inh GPC5 RIT2	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	65	186	8	16	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10884	1	NA	Inhibitory_neurons	F_e2	Inh GPC5 RIT2	estimable_validated	TRUE	157	868	available	0	0	0	1
inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	26	inhibitory	Inh GPC5 RIT2	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	505	659	35	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10283	9	NA	Inhibitory_neurons	F_e33	Inh GPC5 RIT2	estimable_validated	TRUE	158	829	available	2	0	2	9
inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	27	inhibitory	Inh GPC5 RIT2	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	289	161	25	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10731	4	NA	Inhibitory_neurons	F_e4	Inh GPC5 RIT2	estimable_validated	TRUE	159	863	available	1	1	0	4
inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	28	inhibitory	Inh GPC5 RIT2	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	50	77	5	5	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	11279	0	NA	Inhibitory_neurons	M_e2	Inh GPC5 RIT2	estimable_validated	TRUE	160	894	available	0	0	0	0
inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	29	inhibitory	Inh GPC5 RIT2	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	297	748	26	52	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10030	2	NA	Inhibitory_neurons	M_e33	Inh GPC5 RIT2	estimable_validated	TRUE	161	805	available	0	0	0	2
inhibitory::Inh GPC5 RIT2::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	30	inhibitory	Inh GPC5 RIT2	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	260	94	26	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10498	0	NA	Inhibitory_neurons	M_e4	Inh GPC5 RIT2	estimable_validated	TRUE	162	833	available	0	0	0	0
inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	31	inhibitory	Inh L1 PAX6 CA4	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	62	180	8	15	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9092	1	NA	Inhibitory_neurons	F_e2	Inh L1 PAX6 CA4	estimable_validated	TRUE	163	725	available	0	0	0	1
inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	32	inhibitory	Inh L1 PAX6 CA4	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	436	650	36	44	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8998	2	NA	Inhibitory_neurons	F_e33	Inh L1 PAX6 CA4	estimable_validated	TRUE	164	709	available	0	0	0	2
inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	33	inhibitory	Inh L1 PAX6 CA4	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	294	224	23	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8576	9	NA	Inhibitory_neurons	F_e4	Inh L1 PAX6 CA4	estimable_validated	TRUE	165	659	available	2	2	0	9
inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	34	inhibitory	Inh L1 PAX6 CA4	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	71	65	6	4	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8656	0	NA	Inhibitory_neurons	M_e2	Inh L1 PAX6 CA4	estimable_validated	TRUE	166	676	available	0	0	0	0
inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	35	inhibitory	Inh L1 PAX6 CA4	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	320	853	25	49	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8828	0	NA	Inhibitory_neurons	M_e33	Inh L1 PAX6 CA4	estimable_validated	TRUE	167	684	available	0	0	0	0
inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	36	inhibitory	Inh L1 PAX6 CA4	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	250	116	24	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7944	0	NA	Inhibitory_neurons	M_e4	Inh L1 PAX6 CA4	estimable_validated	TRUE	168	582	available	0	0	0	0
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	37	inhibitory	Inh L1-2 PAX6 SCGN	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	19	59	5	13	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	12491	0	NA	Inhibitory_neurons	F_e2	Inh L1-2 PAX6 SCGN	estimable_validated	TRUE	169	929	available	0	0	0	0
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	38	inhibitory	Inh L1-2 PAX6 SCGN	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	141	206	33	40	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	11099	0	NA	Inhibitory_neurons	F_e33	Inh L1-2 PAX6 SCGN	estimable_validated	TRUE	170	873	available	0	0	0	0
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	39	inhibitory	Inh L1-2 PAX6 SCGN	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	104	59	22	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	11181	1	NA	Inhibitory_neurons	F_e4	Inh L1-2 PAX6 SCGN	estimable_validated	TRUE	171	867	available	0	0	0	1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	40	inhibitory	Inh L1-2 PAX6 SCGN	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	34	13	6	4	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	11314	0	NA	Inhibitory_neurons	M_e2	Inh L1-2 PAX6 SCGN	estimable_validated	TRUE	172	877	available	0	0	0	0
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	41	inhibitory	Inh L1-2 PAX6 SCGN	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	97	254	23	49	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10868	0	NA	Inhibitory_neurons	M_e33	Inh L1-2 PAX6 SCGN	estimable_validated	TRUE	173	855	available	0	0	0	0
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	42	inhibitory	Inh L1-2 PAX6 SCGN	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	106	39	23	9	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	11061	1	NA	Inhibitory_neurons	M_e4	Inh L1-2 PAX6 SCGN	estimable_validated	TRUE	174	867	available	0	0	0	1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	43	inhibitory	Inh L1-6 LAMP5 CA13	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	173	621	8	16	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10582	40	NA	Inhibitory_neurons	F_e2	Inh L1-6 LAMP5 CA13	estimable_validated	TRUE	175	836	available	5	3	2	40
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	44	inhibitory	Inh L1-6 LAMP5 CA13	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	1540	1741	37	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10323	199	NA	Inhibitory_neurons	F_e33	Inh L1-6 LAMP5 CA13	estimable_validated	TRUE	176	823	available	24	14	10	199
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	45	inhibitory	Inh L1-6 LAMP5 CA13	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	941	505	26	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10413	188	NA	Inhibitory_neurons	F_e4	Inh L1-6 LAMP5 CA13	estimable_validated	TRUE	177	824	available	9	9	0	188
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	46	inhibitory	Inh L1-6 LAMP5 CA13	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	265	220	7	6	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10621	224	NA	Inhibitory_neurons	M_e2	Inh L1-6 LAMP5 CA13	estimable_validated	TRUE	178	861	available	14	8	6	224
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	47	inhibitory	Inh L1-6 LAMP5 CA13	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	924	2302	27	53	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10188	130	NA	Inhibitory_neurons	M_e33	Inh L1-6 LAMP5 CA13	estimable_validated	TRUE	179	810	available	8	5	3	130
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	48	inhibitory	Inh L1-6 LAMP5 CA13	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	892	335	26	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9874	85	NA	Inhibitory_neurons	M_e4	Inh L1-6 LAMP5 CA13	estimable_validated	TRUE	180	783	available	4	4	0	85
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	49	inhibitory	Inh L3-5 SST MAFB	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	168	916	8	16	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7932	30	NA	Inhibitory_neurons	F_e2	Inh L3-5 SST MAFB	estimable_validated	TRUE	181	623	available	8	0	8	30
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	50	inhibitory	Inh L3-5 SST MAFB	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	1924	3338	35	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7614	93	NA	Inhibitory_neurons	F_e33	Inh L3-5 SST MAFB	estimable_validated	TRUE	182	557	available	9	2	7	93
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	51	inhibitory	Inh L3-5 SST MAFB	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	1075	850	25	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7610	207	NA	Inhibitory_neurons	F_e4	Inh L3-5 SST MAFB	estimable_validated	TRUE	183	558	available	21	14	7	207
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	52	inhibitory	Inh L3-5 SST MAFB	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	364	292	7	6	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8917	2316	NA	Inhibitory_neurons	M_e2	Inh L3-5 SST MAFB	estimable_validated	TRUE	184	723	available	209	106	103	2316
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	53	inhibitory	Inh L3-5 SST MAFB	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	1276	4114	27	52	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7854	30	NA	Inhibitory_neurons	M_e33	Inh L3-5 SST MAFB	estimable_validated	TRUE	185	588	available	2	2	0	30
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	54	inhibitory	Inh L3-5 SST MAFB	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	1267	410	26	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	6685	92	NA	Inhibitory_neurons	M_e4	Inh L3-5 SST MAFB	estimable_validated	TRUE	186	450	available	9	4	5	92
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	55	inhibitory	Inh L5-6 PVALB STON2	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	68	205	8	16	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	11000	0	NA	Inhibitory_neurons	F_e2	Inh L5-6 PVALB STON2	estimable_validated	TRUE	187	876	available	0	0	0	0
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	56	inhibitory	Inh L5-6 PVALB STON2	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	568	685	32	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10505	20	NA	Inhibitory_neurons	F_e33	Inh L5-6 PVALB STON2	estimable_validated	TRUE	188	841	available	5	3	2	20
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	57	inhibitory	Inh L5-6 PVALB STON2	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	323	175	22	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10930	23	NA	Inhibitory_neurons	F_e4	Inh L5-6 PVALB STON2	estimable_validated	TRUE	189	869	available	0	0	0	23
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	58	inhibitory	Inh L5-6 PVALB STON2	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	76	90	5	5	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	11163	18	NA	Inhibitory_neurons	M_e2	Inh L5-6 PVALB STON2	estimable_validated	TRUE	190	884	available	0	0	0	18
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	59	inhibitory	Inh L5-6 PVALB STON2	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	304	767	26	52	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10426	8	NA	Inhibitory_neurons	M_e33	Inh L5-6 PVALB STON2	estimable_validated	TRUE	191	836	available	1	0	1	8
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	60	inhibitory	Inh L5-6 PVALB STON2	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	302	105	26	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10562	2	NA	Inhibitory_neurons	M_e4	Inh L5-6 PVALB STON2	estimable_validated	TRUE	192	848	available	0	0	0	2
inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	61	inhibitory	Inh L5-6 SST TH	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	59	164	8	16	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	11089	2	NA	Inhibitory_neurons	F_e2	Inh L5-6 SST TH	estimable_validated	TRUE	193	859	available	0	0	0	2
inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	62	inhibitory	Inh L5-6 SST TH	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	405	590	35	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10309	15	NA	Inhibitory_neurons	F_e33	Inh L5-6 SST TH	estimable_validated	TRUE	194	823	available	1	1	0	15
inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	63	inhibitory	Inh L5-6 SST TH	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	280	201	24	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10398	2	NA	Inhibitory_neurons	F_e4	Inh L5-6 SST TH	estimable_validated	TRUE	195	828	available	0	0	0	2
inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	64	inhibitory	Inh L5-6 SST TH	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	70	63	6	5	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	11119	12	NA	Inhibitory_neurons	M_e2	Inh L5-6 SST TH	estimable_validated	TRUE	196	886	available	0	0	0	12
inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	65	inhibitory	Inh L5-6 SST TH	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	269	704	26	52	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10119	0	NA	Inhibitory_neurons	M_e33	Inh L5-6 SST TH	estimable_validated	TRUE	197	803	available	0	0	0	0
inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	66	inhibitory	Inh L5-6 SST TH	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	238	86	23	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10244	1	NA	Inhibitory_neurons	M_e4	Inh L5-6 SST TH	estimable_validated	TRUE	198	808	available	0	0	0	1
inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	67	inhibitory	Inh L6 SST NPY	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	15	32	7	13	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	11358	0	NA	Inhibitory_neurons	F_e2	Inh L6 SST NPY	estimable_validated	TRUE	199	864	available	0	0	0	0
inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	68	inhibitory	Inh L6 SST NPY	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	128	189	30	42	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10997	0	NA	Inhibitory_neurons	F_e33	Inh L6 SST NPY	estimable_validated	TRUE	200	840	available	0	0	0	0
inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	69	inhibitory	Inh L6 SST NPY	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	85	51	20	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10858	0	NA	Inhibitory_neurons	F_e4	Inh L6 SST NPY	estimable_validated	TRUE	201	817	available	0	0	0	0
inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	70	inhibitory	Inh L6 SST NPY	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	25	16	7	4	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10986	0	NA	Inhibitory_neurons	M_e2	Inh L6 SST NPY	estimable_validated	TRUE	202	812	available	0	0	0	0
inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	71	inhibitory	Inh L6 SST NPY	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	122	222	20	46	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10274	175	NA	Inhibitory_neurons	M_e33	Inh L6 SST NPY	estimable_validated	TRUE	203	784	available	5	2	3	175
inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	72	inhibitory	Inh L6 SST NPY	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	82	23	24	8	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10770	0	NA	Inhibitory_neurons	M_e4	Inh L6 SST NPY	estimable_validated	TRUE	204	818	available	0	0	0	0
inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	73	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	299	965	8	17	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9593	84	NA	Inhibitory_neurons	F_e2	Inh LAMP5 NRG1 (Rosehip)	estimable_validated	TRUE	205	785	available	10	4	6	84
inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	74	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	2462	3211	37	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9583	82	NA	Inhibitory_neurons	F_e33	Inh LAMP5 NRG1 (Rosehip)	estimable_validated	TRUE	206	777	available	10	4	6	82
inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	75	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	1329	914	24	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9198	645	NA	Inhibitory_neurons	F_e4	Inh LAMP5 NRG1 (Rosehip)	estimable_validated	TRUE	207	727	available	68	65	3	645
