AGRN	PLEC
SELE	LINC01229
SELE	AC007846.2
SELE	AC040977.2
SELE	MTRNR2L1
SELE	AC022916.1
SELE	ASB16
SELE	SKAP1
SELE	PECAM1
SELE	AC132938.1
SELE	IMPA2
SELE	LINC01478
SELE	AC091691.2
SELE	BPIFB1
SELE	LINC01754
SELE	HRH3
SELE	ASF1B
SELE	FAAP24
SELE	ALKBH6
SELE	AC243967.1
SELE	AC243967.2
SELE	TMEM150B
SELE	ZNF304
SELE	AC010737.1
SELE	USP41
SELE	ADORA2A-AS1
SELE	INPP5J
SELE	BPIFC
SELE	FBLN1
SELE	TMPRSS15
SELE	CLIC6
SELE	AP001412.1
MROH9	FMO3
MROH9	STARD4-AS1
MROH9	RHCG
MROH9	ZNF552
AL021026.1	AL445673.1
ZBTB37	LINC01562
ZBTB37	SEMA3B
ZBTB37	LRFN4
ZBTB37	SLC26A10
CACYBP	AC010735.2
CACYBP	PEX7
CACYBP	CD163L1
CACYBP	NDUFV2-AS1
TNN	AC022031.2
KIAA0040	TGFBR3
KIAA0040	BCL2L11
KIAA0040	RELL1
KIAA0040	SRPX
KIAA0040	SULF1
KIAA0040	NANOS1
KIAA0040	HELB
KIAA0040	GFAP
KIAA0040	APOL2
Z94057.1	ZRANB2-AS1
Z94057.1	AL357992.1
Z94057.1	AC037450.1
Z94057.1	AC009060.1
ANGPTL1	AC114760.2
ANGPTL1	SLC6A1-AS1
ANGPTL1	PFKFB4
ANGPTL1	ABI3BP
ANGPTL1	TPPP
ANGPTL1	SMIM18
ANGPTL1	ARHGAP39
ANGPTL1	ZNF883
ANGPTL1	AP002954.1
ANGPTL1	FBXL19
ANGPTL1	PSKH1
AL353708.2	AC103993.1
AL353708.1	SHISAL2A
AL353708.1	CEP41
GLUL	ATF3
GLUL	AGT
GLUL	AL391422.3
GLUL	LINC01563
RGSL1	LINC01482
RGS16	RNF19B
RGS16	FRMPD3
RGS16	ALDH1A2
SHCBP1L	LRAT
LAMC2	AC024022.1
LAMC2	AC009365.1
LAMC2	RPS6KB2-AS1
LAMC2	NEK3
LAMC2	TRPV2
LAMC2	LINC01989
AL354771.1	AC079584.1
AL354771.1	AC010127.1
AL354771.1	AC055733.2
AL354771.1	AC107021.1
AL354771.1	C9orf84
AL354771.1	C12orf40
AL354771.1	SPART-AS1
AL354771.1	AL117190.2
AL354771.1	AC005828.1
UCHL5	AC073655.2
MIR181A1HG	AC093157.1
MIR181A1HG	ZNF804A
MIR181A1HG	AC005237.1
MIR181A1HG	IMPG2
MIR181A1HG	FBXO30
MIR181A1HG	AL136366.1
MIR181A1HG	AC008127.1
MIR181A1HG	KATNAL1
MIR181A1HG	SALL3
MIR181A1HG	GATD3A
LINC01221	SYCP1
LINC01221	ABCG8
LINC01221	AC087857.1
LINC01221	AF213884.3
LINC01221	CSF1R
LINC01221	AL645940.1
LINC01221	AL583856.2
LINC01221	C7orf57
LINC01221	BLACE
LINC01221	AC068992.1
LINC01221	PLAG1
LINC01221	OR1L8
LINC01221	AP000812.1
LINC01221	ADAMTS15
LINC01221	AL390763.2
LINC01221	AC008056.2
LINC01221	AC009063.3
LINC01221	DPEP1
LINC01221	ATP2A3
LINC01221	ST6GALNAC2
AC104461.1	AC005618.1
CSRP1	RAB39B
CSRP1	IGLON5
IPO9-AS1	MASP2
IPO9-AS1	AL138787.2
IPO9-AS1	RHBDL2
IPO9-AS1	SLC5A9
IPO9-AS1	MROH9
IPO9-AS1	FMO2
IPO9-AS1	PRELP
IPO9-AS1	RBKS
IPO9-AS1	AC017083.1
IPO9-AS1	AC092683.2
IPO9-AS1	RBMS3-AS3
IPO9-AS1	LRTM1
IPO9-AS1	AC026347.1
IPO9-AS1	KCNMB2-AS1
IPO9-AS1	AC092343.1
IPO9-AS1	AC010260.1
IPO9-AS1	JAKMIP2-AS1
IPO9-AS1	MAK
IPO9-AS1	APOBEC2
IPO9-AS1	Z99289.1
IPO9-AS1	COL10A1
IPO9-AS1	AL035634.1
IPO9-AS1	SFRP4
IPO9-AS1	AC004830.1
IPO9-AS1	SLC26A5
IPO9-AS1	CFTR
IPO9-AS1	AC007938.3
IPO9-AS1	DIAPH2-AS1
IPO9-AS1	AC023590.1
IPO9-AS1	NDUFB9
IPO9-AS1	AL807761.4
IPO9-AS1	AC103794.1
IPO9-AS1	AP002336.2
IPO9-AS1	AP000943.3
IPO9-AS1	AP002433.1
IPO9-AS1	AP000892.1
IPO9-AS1	AP004147.1
IPO9-AS1	AC044781.1
IPO9-AS1	AL356258.1
IPO9-AS1	CTNNA3
IPO9-AS1	RRP12
IPO9-AS1	FAM90A1
IPO9-AS1	PZP
IPO9-AS1	BCL2L14
IPO9-AS1	CISTR
IPO9-AS1	AC078778.1
IPO9-AS1	AC025165.2
IPO9-AS1	FAM222A-AS1
IPO9-AS1	AC127164.1
IPO9-AS1	FREM2-AS1
IPO9-AS1	AL359706.1
IPO9-AS1	AL136418.1
IPO9-AS1	ZC2HC1C
IPO9-AS1	AL356805.1
IPO9-AS1	AC123768.3
IPO9-AS1	IQCH
IPO9-AS1	AC009690.2
IPO9-AS1	FSD2
IPO9-AS1	AC015712.2
IPO9-AS1	LINC01567
IPO9-AS1	AC009137.1
IPO9-AS1	LINC01572
IPO9-AS1	AC009163.1
IPO9-AS1	CPHXL
IPO9-AS1	AC005695.2
IPO9-AS1	CCDC144NL-AS1
IPO9-AS1	AC005920.2
IPO9-AS1	MARCH10
IPO9-AS1	AC005208.1
IPO9-AS1	LINC02003
IPO9-AS1	AP005329.2
IPO9-AS1	DLGAP1-AS3
IPO9-AS1	AP005131.1
IPO9-AS1	TMEM241
IPO9-AS1	OVOL2
IPO9-AS1	FO393401.1
IPO9-AS1	ZBTB32
IPO9-AS1	SPINT2
IPO9-AS1	CEACAM1
IPO9-AS1	BICRA-AS1
IPO9-AS1	Z83844.2
SHISA4	CPTP
SHISA4	MUL1
SHISA4	SNX17
SHISA4	RXRB
SHISA4	SLC35B2
SHISA4	PORCN
SHISA4	AC021242.3
SHISA4	DCTN6
SHISA4	GRINA
SHISA4	SIGMAR1
SHISA4	SMPD1
SHISA4	FAM89B
SHISA4	EI24
SHISA4	MCRIP2
SHISA4	MLST8
SHISA4	CDIPT
SHISA4	ZNF688
SHISA4	PLLP
SHISA4	CHMP1A
SHISA4	CXCL16
SHISA4	MCRIP1
SHISA4	NDUFS7
SHISA4	KEAP1
GPR37L1	CTDSP1
GPR37L1	CSPG5
GPR37L1	GM2A
GPR37L1	FZD9
GPR37L1	ATP6V0E2
GPR37L1	HGH1
GPR37L1	TMEM151A
GPR37L1	SPRN
GPR37L1	CARMIL3
GPR37L1	CASKIN2
GPR37L1	GAL3ST1
AC104463.2	RDH16
AC105940.1	IGSF21-AS1
AC105940.1	AC008115.4
CHI3L1	AC023644.1
CHI3L1	APOL3
CHIT1	TMSB15B-AS1
PRELP	OPTC
GOLT1A	C13orf46
PPP1R15B	PDIK1L
PIK3C2B	NRAS
SLC45A3	POLR3G
SLC45A3	SCGB3A2
SLC45A3	AMER1
RAB7B	CFAP58
RAB7B	SOCS2
RAB7B	SLC25A19
FAM72A	ZNF514
FAM72A	MCM3
AL445493.2	LINC01364
AL445493.2	CD160
AL445493.2	C4BPA
AL445493.2	AC118555.1
AL445493.2	LINC01618
AL445493.2	PROX2
AL445493.2	AC103808.3
AL445493.2	AC011524.2
AL445493.2	ZNF665
AL445493.2	DSCAM-AS1
MIR29B2CHG	ATXN7
MIR29B2CHG	MFAP3
G0S2	CTSK
G0S2	AC035140.1
G0S2	LIMK1
G0S2	HSPB9
G0S2	TIMM21
G0S2	KIAA1671
SERTAD4-AS1	AL137186.2
SERTAD4-AS1	ADRB1
SERTAD4-AS1	CACNG6
SERTAD4	HSPA1L
DTL	AL121983.2
DTL	MYO1B
AC096639.1	HDAC11-AS1
AC096639.1	TEX101
LINC00538	AL591896.1
LINC00538	TLR2
AL592287.1	GNRH1
AL592287.1	HDGFL2
KCTD3	ABHD1
KCTD3	PDCD10
KCTD3	NELL2
TAF1A-AS1	C15orf65
AC138393.3	MORN1
AC099066.2	HYAL1
ACBD3-AS1	PHYH
ITPKB-AS1	STPG2-AS1
ITPKB-AS1	MYOF
ITPKB-AS1	AC011472.1
ITPKB-AS1	APOBEC3H
AL451047.1	ITPKB-AS1
AL451047.1	AC096741.1
AL451047.1	AL023581.1
AL451047.1	FTSJ1
AL451047.1	AL136979.1
AL451047.1	LRRC19
AL451047.1	SLC17A6
AL451047.1	SFTPD
AL451047.1	ESPL1
AL451047.1	AC103982.1
MRPL55	SYNCRIP
GUK1	INAFM1
TRIM17	CES5A
RHOU	SAP30
RHOU	PBX4
LINC00582	DHX34
SIPA1L2	BTBD11
SIPA1L2	TPST2
LINC01744	AC093772.1
LINC01744	AC009185.1
LINC01744	AL357375.1
LINC01744	C12orf54
LINC01744	AC003002.1
SLC35F3	AL355472.3
IRF2BP2	VAMP3
IRF2BP2	PURB
IRF2BP2	ZBTB33
IRF2BP2	PBLD
IRF2BP2	Z97353.2
RBM34	CLCN6
RBM34	C1orf74
RBM34	KCNG1
ACTN2	SIPA1L2
ACTN2	IGDCC4
ACTN2	BACE2
RYR2	CYP4X1
RYR2	ADGRL2
RYR2	LINC00970
RYR2	CHRM3
RYR2	SATB2
RYR2	AC019211.1
RYR2	ROBO2
RYR2	AC073365.1
RYR2	SYNPO2
RYR2	NPY1R
RYR2	HCN1
RYR2	TENM2
RYR2	CARMIL1
RYR2	MLIP
RYR2	MAN1A1
RYR2	NKAIN2
RYR2	NRG1
RYR2	LINGO2
RYR2	RORB
RYR2	CACNA1B
RYR2	GALNT18
RYR2	SLC22A10
RYR2	SYT1
RYR2	FMN1
RYR2	FAM81A
RYR2	SV2B
RYR2	HS3ST4
RYR2	CDH8
RYR2	RBFOX3
CHRM3	RFTN1
CHRM3	GABRA4
CHRM3	KCNC2
EXO1	SLC22A1
AL606534.1	AC068481.1
AL591885.1	SPEF2
AL591885.1	AC107032.2
KIF26B-AS1	CREG1
AC118555.1	AC023154.1
AC118555.1	AC132219.1
AC118555.1	GPC6-AS1
AL591848.2	CATIP
ZNF496	VPS37B
NLRP3	GRM2
NLRP3	ITIH4
NLRP3	SHROOM3
NLRP3	AC018709.1
OR2L5	OR2L2
OR2L5	OR2L3
OR2M3	OR2M4
OR2M4	OR2L5
OR2M4	OR2L2
OR2T6	OR2L13
OR2T6	ANGPTL6
LYPD8	LINC01202
LYPD8	AL121895.1
LINC01865	HES7
LINC01865	AL118523.1
SNTG2	AL356270.1
SNTG2	EOGT
SNTG2	AC119150.1
SNTG2	ZNF354C
SNTG2	SLC2A14
SNTG2	CATSPERB
SNTG2	TMEM143
TPO	FOXP1-AS1
TPO	IRAK3
MYT1L	TMEM178A
MYT1L	FAM196B
TRAPPC12-AS1	SLC19A2
RPS7	COA6
RPS7	BRIX1
RPS7	ZBTB22
RPS7	GLA
RPS7	EMC7
ALLC	PLCXD1
ALLC	TAF1L
AC107057.1	LINC01847
AC107057.1	AL158063.1
AC010904.2	TXNL4B
ID2	F3
ID2	FLOT1
ID2	RFC2
ID2	HDHD3
ID2	GTPBP3
AC082651.4	ARHGEF37
AC082651.4	NPIPB12
AC082651.4	AC027307.2
AC082651.4	AC010422.6
C2orf48	E2F6
C2orf48	DNAH5
C2orf48	ZNF165
C2orf48	AL136962.1
C2orf48	AC021439.1
C2orf48	MAN2B1
C2orf48	GGT5
C2orf48	MYO18B
AC007249.2	LINC01471
AC007314.1	AC068987.2
AC007314.1	AC004223.3
AC092687.1	MCOLN2
AC099344.1	AL356479.1
AC099344.1	HTT-AS
AC099344.1	COX7B2
AC099344.1	DEPP1
GREB1	TLR1
GREB1	RNF152
MIR3681HG	AC096559.1
MIR3681HG	ENPP2
MIR3681HG	PBX3
MIR3681HG	IDI2-AS1
LINC00276	AL162497.1
LINC01804	PPEF2
LINC01804	AC010235.1
LINC01804	KCND1
LINC01804	RRS1-AS1
LINC01804	CLEC19A
LINC01804	TSPAN16
AC010145.1	MEI4
GACAT3	AC005534.1
AC098828.2	AC005229.4
GDF7	PI16
AC012065.4	GAB3
SF3B6	RPN1
NCOA1	AHCYL1
NCOA1	IFI16
NCOA1	KCTD3
NCOA1	HLX-AS1
NCOA1	COQ8A
NCOA1	C1orf198
NCOA1	NPAS2
NCOA1	ALDH1L1
NCOA1	BCL6
NCOA1	AC022414.1
NCOA1	NEDD9
NCOA1	GNA12
NCOA1	FAM221A
NCOA1	ATP6V0A4
NCOA1	TCAF2
NCOA1	SLC24A2
NCOA1	CD59
NCOA1	UBASH3B
NCOA1	VWA5A
NCOA1	DIP2C
NCOA1	PIP4K2A
NCOA1	DLG5
NCOA1	RGR
NCOA1	PLPP4
NCOA1	RAB3IP
NCOA1	AL355974.2
NCOA1	CDC25B
NCOA1	NUMBL
NCOA1	TIAM1
PTRHD1	ANKRD53
DNAJC27-AS1	RABGGTB
DNMT3A	CCDC142
DNMT3A	PCDH1
DNMT3A	TBP
DNMT3A	PRDM11
DNMT3A	AC009093.2
DRC1	AC078883.1
OST4	ZNF571
ATRAID	COA5
ATRAID	POMK
SLC30A3	TGFBR3L
DNAJC5G	CTXN3
DNAJC5G	AC011369.1
DNAJC5G	HTR7
DNAJC5G	RB1-DT
TRIM54	PPP1R1C
TRIM54	CHRNA7
FNDC4	NUDT22
FNDC4	DNAAF4
PPP1CB	C2CD2L
AC106870.1	MAGI1-AS1
LINC00486	AMPD1
LINC00486	PAPPA2
LINC00486	USH2A
LINC00486	EDARADD
LINC00486	SNTG2
LINC00486	AC009478.1
LINC00486	LINC00971
LINC00486	LINC02267
LINC00486	HAND2-AS1
LINC00486	MARVELD2
LINC00486	PCDHA1
LINC00486	LINC01470
LINC00486	TRIM52
LINC00486	AL138720.1
LINC00486	RRP36
LINC00486	AL357507.1
LINC00486	TRDN-AS1
LINC00486	AC073957.1
LINC00486	ELDR
LINC00486	AC006480.2
LINC00486	GATAD1
LINC00486	DGKK
LINC00486	TEX11
LINC00486	PREX2
LINC00486	AC062004.1
LINC00486	LINC01609
LINC00486	SAMD12-AS1
LINC00486	AL391117.1
LINC00486	AL162231.2
LINC00486	AL445584.2
LINC00486	AL353693.1
LINC00486	AL354861.2
LINC00486	MMP26
LINC00486	LINC01499
LINC00486	AP001547.1
LINC00486	YAP1
LINC00486	AP003181.1
LINC00486	USP6NL
LINC00486	MYO3A
LINC00486	PIK3AP1
LINC00486	TEX36
LINC00486	LINC02388
LINC00486	SSH1
LINC00486	FLT3
LINC00486	FRMD6-AS2
LINC00486	TBPL2
LINC00486	AL161757.4
LINC00486	ESR2
LINC00486	THSD4
LINC00486	RPS17
LINC00486	RMI2
LINC00486	CA5A
LINC00486	FANCA
LINC00486	AC133919.1
LINC00486	AC005291.2
LINC00486	PIEZO2
LINC00486	GREB1L
LINC00486	CCDC178
LINC00486	DNAAF3
LINC00486	ZNF667
LINC00486	CELSR1
LINC00486	RCAN1
AC068599.1	AL035401.1
AC009414.2	ORMDL3
CRIM1	INPP4B
CRIM1	MED22
LINC00211	ERVH48-1
RMDN2-AS1	AC092436.4
RMDN2-AS1	LINC00240
SRSF7	ASTE1
SRSF7	PPP1R11
SRSF7	ENPP5
SRSF7	DYNLT1
SRSF7	COPS6
SRSF7	GSTK1
SRSF7	TMEM179B
SRSF7	TMEM126B
SRSF7	AC007406.4
SRSF7	MAPKAPK5-AS1
SRSF7	EIF5
SRSF7	NAT9
SLC8A1-AS1	TAOK2
AC083949.1	AC093525.2
KCNG3	AP001029.1
AC016735.1	FOXD2
LINC01819	AC007389.5
LINC01819	METTL7B
ZFP36L2	PLK3
C1GALT1C1L	ZFX-AS1
C1GALT1C1L	LPIN3
ABCG5	LINC00606
ABCG5	NCAM1-AS1
ABCG5	PLA2G10
ABCG5	PICK1
ABCG8	RAD51AP1
AC018682.1	AL445248.1
AC018682.1	DPYD-AS1
AC018682.1	LINC01090
AC018682.1	POLQ
AC018682.1	GSR
AC018682.1	CA1
AC018682.1	AL391987.3
CRIPT	ZNF316
CRIPT	TAGLN
AC016722.3	AC090198.1
AC016722.3	ANKRD62
KCNK12	RYR1
AC073082.1	FSHR
AC009975.1	STON1-GTF2A1L
AC009975.1	AC073082.1
CHAC2	SMPD2
RPS27A	PFDN2
RPS27A	RPS23
RPS27A	APOO
RPS27A	MAMDC2
RPS27A	TXN
RPS27A	NDUFS3
RPS27A	MED31
RPS27A	RPS21
AC015982.1	BOD1
AC015982.1	AC018362.1
AC015982.1	HAS3
MIR217HG	AC021054.1
AC016747.2	DBF4
AC016747.2	BX248123.1
AC018462.1	AC015909.2
AC092155.1	POLR2D
AC092155.1	F13A1
AC092567.1	AL118556.1
LINC01800	FAM43A
AC007389.3	AC012313.6
LINC01829	ZNF732
PCBP1	PEA15
PCBP1	BZW1
PCBP1	LAMTOR3
PCBP1	VPS37D
PCBP1	SOX21
PCBP1	PPP2R1A
PAIP2B	CTH
SPR	CPO
SPR	PLEKHG4B
SPR	FAM167A-AS1
SPR	MROH6
SPR	FBXL16
DGUOK-AS1	SPRYD4
AUP1	FBXO44
AUP1	XKR8
AUP1	EIF4E3
AUP1	RAB24
AUP1	DXO
AUP1	DLG3
AUP1	FAM50A
AUP1	TESK1
AUP1	DPP7
AUP1	TRPT1
AUP1	SYVN1
AUP1	COX15
AUP1	PCDH20
AUP1	PTPN21
AUP1	CENPT
AUP1	PKD1L3
AUP1	ACADVL
AUP1	ZNF624
AUP1	DHRS13
AUP1	SLC25A39
AUP1	TECR
AUP1	YIF1B
AUP1	TMEM145
AUP1	BCAM
M1AP	TEP1
AC019069.1	ZBTB20-AS4
AC019069.1	AC007370.1
AC016716.2	NCDN
AC016716.2	EPHA10
AC016716.2	CFAP57
AC016716.2	AC009975.2
AC016716.2	VWA3B
AC016716.2	RPE
AC016716.2	AC068313.1
AC016716.2	CPNE9
AC016716.2	MST1R
AC016716.2	AC046143.1
AC016716.2	CLNK
AC016716.2	AC020741.1
AC016716.2	AC139718.2
AC016716.2	AC010273.2
AC016716.2	AC099520.1
AC016716.2	AC104126.1
AC016716.2	AL031963.1
AC016716.2	CASTOR3
AC016716.2	CLMP
AC016716.2	AC027130.1
AC016716.2	AC133919.2
AC016716.2	VAV1
AC008067.1	MAGOHB
TMSB10	SYNPR
TCF7L1	AL160272.2
USP39	CFAP74
USP39	FHAD1
USP39	CASP9
USP39	OPRD1
USP39	TCEANC2
USP39	ZNF678
USP39	LINC00486
USP39	FAM178B
USP39	RPL31
USP39	ADGRG7
USP39	TM4SF1-AS1
USP39	CTBP1-DT
USP39	STK32B
USP39	ACOX3
USP39	UGT2B7
USP39	MTTP
USP39	BANK1
USP39	CYP4V2
USP39	SKP2
USP39	SLIT3
USP39	PHYKPL
USP39	AC136604.2
USP39	SYNGAP1
USP39	SEMA3A
USP39	ARPC1B
USP39	COL26A1
USP39	CDHR3
USP39	AC073320.1
USP39	PPEF1
USP39	UPRT
USP39	LINC02153
USP39	ENTPD4
USP39	IDO1
USP39	RP1
USP39	SLC45A4
USP39	DOCK8
USP39	AL157937.1
USP39	PTPDC1
USP39	FBP1
USP39	GRIN3A
USP39	DEC1
USP39	MS4A13
USP39	AL117336.3
USP39	JAKMIP3
USP39	CLEC12A
USP39	SLC8B1
USP39	SGCG
USP39	PLUT
USP39	LINC00351
USP39	RNASE10
USP39	AL132780.3
USP39	AL161757.4
USP39	AL355076.2
USP39	NDUFAF1
USP39	AC068722.1
USP39	LINC01197
USP39	MEIOB
USP39	LINC02176
USP39	ZC3H18
USP39	MYH13
USP39	TBC1D3D
USP39	FBXO47
USP39	RAB37
USP39	AC113137.1
USP39	LINC01899
USP39	CFAP61
USP39	ZNF337
USP39	ATP8B3
USP39	LINC01841
USP39	AC011447.3
USP39	ZNF160
USP39	FAM227A
USP39	MIRLET7BHG
USP39	BRD1
ATOH8	ZCWPW1
ATOH8	PITPNM3
AC012511.1	DMBT1
PLGLB2	AC112229.3
PLGLB2	AC093382.1
PLGLB2	AC106786.2
AC104134.1	AL392023.1
AC104134.1	GALNT16
AC104134.1	LINC02097
TEKT4	LY75-CD302
TEKT4	LINC02269
TEKT4	AC060834.2
TEKT4	AC018442.2
TEKT4	RAG1
TEKT4	UCP3
TEKT4	AP005436.1
TEKT4	AC103691.1
TEKT4	TOP2A
TEKT4	FADS6
TEKT4	SMIM26
TEKT4	A1BG-AS1
TEKT4	GGT5
AC009237.14	AC146944.4
AC009237.14	LINC02234
ARID5A	CSF1
ARID5A	CD58
ARID5A	IGSF3
ARID5A	EFNA1
ARID5A	GYPC
ARID5A	TNIP2
ARID5A	GALNT10
ARID5A	DUSP4
ARID5A	UBALD2
ARID5A	FERMT1
ARID5A	GADD45B
ARID5A	ITPKC
COX5B	AURKAIP1
COX5B	NDUFS5
COX5B	MRPL55
COX5B	ATP5MC3
COX5B	COPS9
COX5B	COX7A2
COX5B	CHCHD2
COX5B	LAGE3
COX5B	DMAC1
COX5B	NDUFA8
COX5B	RPS13
COX5B	TMEM258
COX5B	PRDM4
COX5B	SNHG9
COX5B	ATP5PD
COX5B	PIN1
ACTR1B	TEPSIN
KIAA1211L	VCL
AC092667.1	KIF18A
AC092667.1	AC009779.3
NPAS2	IRAK2
NPAS2	AKAP12
NPAS2	ZBTB14
RPL31	LINC02389
IL1RL2	LRRC38
IL1RL2	C8orf48
IL1RL2	MAL2-AS1
IL1RL2	AC091153.3
IL1RL2	AC008752.1
IL18R1	LINC02196
IL18R1	AC012170.3
LINC01796	AC138035.2
LINC01796	STMND1
LINC01796	NR4A1
LINC01796	AC008440.1
LINC01965	MIR124-2HG
LINC01102	AL445433.2
LINC01102	LINC01114
LINC01918	HECTD3
AC012360.1	RAB33B
AC012360.1	PIH1D2
NCK2	MSANTD3
NCK2	ZDHHC5
AC018878.1	AC138956.1
ST6GAL2	DNPEP
ST6GAL2	INHBA-AS1
ST6GAL2	KCNK9
ST6GAL2	RELB
RGPD4	GPATCH3
RGPD4	LINC00663
LINC01594	LINC02036
LINC01594	AC084361.1
EDAR	LAPTM5
EDAR	AC079943.2
EDAR	RBM24
EDAR	CFP
EDAR	LINC00536
EDAR	AC023794.1
EDAR	GREM1
EDAR	ARRDC2
SH3RF3	GFPT2
MALL	AC239803.2
MALL	KBTBD8
MALL	CEBPA
AC112229.3	DDX11-AS1
DDX18	EPB41L4A-AS1
DDX18	BAG1
AC093901.1	ABHD14A-ACY1
DBI	VAMP5
DBI	AC010894.3
DBI	CCDC167
DBI	SEC61G
GPR17	ASB3
GPR17	SOX4
GPR17	WNT7B
CCDC74B	AL590727.1
TUBA3D	FGF12-AS3
TUBA3D	ZNF366
TUBA3D	AC091939.1
AJ239322.1	LINC01945
AJ239322.1	CRHBP
AJ239322.1	SCNN1G
LYPD1	PIK3CD
MAP3K19	TNFAIP3
MAP3K19	WDR62
LCT	AC098828.2
LCT	STAP1
LCT	AL513478.2
LINC01853	AC012640.4
LINC01853	AC090907.1
AC079793.1	AC096558.2
AC092652.1	AC079793.1
AC092652.1	AC092652.2
AC092652.1	AC079584.2
AC092652.1	AC079584.1
AC079584.2	AC096558.2
AC079584.1	ARHGAP15
AC105402.3	MTRNR2L8
AC105402.3	PLCG2
LINC01818	B3GNT6
AC068547.1	AC036214.3
AC079790.1	ATP2A1
KCNJ3	ANTXR2
AC008277.1	AC083864.2
AC008277.1	AC022973.4
LY75-CD302	KCNIP2-AS1
LY75-CD302	AL118558.4
LY75-CD302	SLC14A2-AS1
LY75-CD302	AL031594.1
FAP	ADGRG3
AC019197.1	AC092802.1
AC009495.1	GALNT3
AC009495.1	KCNH5
AC010127.1	Z94057.1
AC010127.1	AC010976.1
AC010127.1	TTN
AC010127.1	STRADB
AC010127.1	LANCL1-AS1
AC010127.1	NLGN1-AS1
AC010127.1	AC093879.1
AC010127.1	AC073342.1
AC010127.1	AL035427.1
AC010127.1	PKIA-AS1
AC010127.1	AC087521.2
AC010127.1	GRM5-AS1
AC010127.1	ENKUR
AC010127.1	AL138760.1
AC010127.1	KCNMA1-AS1
AC010127.1	AC009779.2
AC010127.1	AC073571.1
AC010127.1	LMO7-AS1
AC010127.1	FGF14-AS1
AC010127.1	GOLGA6L7
SCN9A	SCN7A
AC012594.1	AC026786.2
SCRN3	PIF1
SCRN3	AL353194.1
AC010894.3	C1orf122
AC010894.3	ARPC5
AC010894.3	DOK1
AC010894.3	JAGN1
AC010894.3	TRMT10C
AC010894.3	COMMD2
AC010894.3	DNAJC19
AC010894.3	MRPL36
AC010894.3	FAM50B
AC010894.3	HIST1H4C
AC010894.3	SAYSD1
AC010894.3	GTF3C6
AC010894.3	ARL4A
AC010894.3	CLIP2
AC010894.3	C1GALT1C1
AC010894.3	ENY2
AC010894.3	RNASEH2C
AC010894.3	COA4
AC010894.3	TIMM8B
AC010894.3	ZNF22
AC010894.3	TIMM23B
AC010894.3	LINC00987
AC010894.3	DHRS4-AS1
AC010894.3	SNTB2
AC010894.3	MED11
AC010894.3	SDCBP2
AC010894.3	GYS1
AC010894.3	LENG1
AC010894.3	ZNF667-AS1
ATP5MC3	PPP1R14A
ATP5MC3	ZNF575
AC093459.1	LINC00607
AC093459.1	PLSCR2
AC093459.1	AC018648.1
AC093459.1	DNAAF1
AC093459.1	NPHS1
LINC01117	LINC01116
LINC01117	LINC02082
AC074286.1	ABCG2
AC019080.4	AC083805.2
AC019080.4	Z69666.1
AC019080.4	AC068025.1
AC019080.4	AL049646.1
AC019080.4	AC024075.3
AC019080.4	RABL2B
AC073834.1	LINC01349
AC073834.1	TFPI
AC073834.1	ATP13A4-AS1
AC073834.1	LINC02117
AC073834.1	RSPH9
AC073834.1	AC006042.4
AC073834.1	AC073333.1
AC073834.1	AC019155.2
AC073834.1	COL4A6
AC073834.1	AL354707.2
AC073834.1	NLRP10
AC073834.1	AL132656.2
AC073834.1	HPSE2
AC073834.1	MFAP5
AC073834.1	GPRC5D-AS1
AC073834.1	GPX2
AC073834.1	GCHFR
AC073834.1	LINC02568
AC073834.1	C17orf78
AC073834.1	AC005670.1
AC073834.1	AL031673.1
AC073834.1	C19orf71
AC073834.1	ZNF793-AS1
AC073834.1	LINC01684
AC009478.1	AC007920.2
CERKL	AL450992.2
PDE1A	GRM3
NUP35	C11orf1
AC093639.1	AC007285.1
ZNF804A	ANKRD50
ZNF804A	BX890604.1
ZNF804A	AL358234.1
ZNF804A	RPGRIP1L
AC017101.1	AP000757.1
AC017101.1	AC066613.2
TFPI	AC096639.1
TFPI	CENPM
SLC40A1	CRIP3
AC013468.1	AC108935.1
AC013468.1	CGAS
AC013468.1	LINC02338
ORMDL1	STYXL1
ORMDL1	CALCB
ORMDL1	RBM14-RBM4
ORMDL1	COQ10A
ORMDL1	CHTF8
ORMDL1	ARL16
ORMDL1	SHANK1
C2orf88	SGO1
C2orf88	AC022294.1
C2orf88	AC004540.2
C2orf88	MCMDC2
STAT1	PARP14
STAT1	PARP12
TMEFF2	RAB23
STK17B	TMEM51
STK17B	HSD17B11
AC114760.2	AC099522.2
HSPE1	ZNF496
HSPE1	CTF1
RFTN2	CROCC
RFTN2	ZFP36L2
RFTN2	MGST2
RFTN2	BASP1-AS1
RFTN2	FAXDC2
RFTN2	PLAT
RFTN2	CCDC3
RFTN2	TIGAR
RFTN2	GRASP
AC020718.1	ZKSCAN7
AC020718.1	AL358933.1
AC020718.1	WAS
AC020718.1	AC093567.1
AC020718.1	HNF4A
AC020718.1	RAB36
C2orf69	AC090527.2
MAIP1	ERMAP
MAIP1	RETSAT
MAIP1	AC104233.1
NDUFB3	FADD
NDUFB3	CSTF2T
NDUFB3	SUOX
INO80D	SLC30A10
INO80D	SLC27A6
GPR1	CENPE
DYTN	EPHA2
DYTN	EN1
DYTN	AC017048.3
DYTN	MDFIC2
DYTN	LINC02484
