schema_version	figure_id	case_id	atlas_display_order	current_symbol	network_order	broad_network	network_label	network_color	tile_status	passing_context	circle_displayed	within_case_rank	aggregate_acat_q	negative_log10_aggregate_acat_q	capped_negative_log10_aggregate_acat_q	extended_reference_member	passing_broad_network_count	unique_supporting_fine_cell_type_count	eligible_query_count	usable_query_count	query_coverage_fraction	conservative_supporting_query_count	query_recurrence_fraction	supporting_group_count	supporting_direction_count
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	14	FTL	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	1	6	6	1	2	0.33333333333333331	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	14	FTL	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	1	6	6	1	2	0.33333333333333331	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	14	FTL	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	1	6	6	1	2	0.33333333333333331	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	14	FTL	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	1	6	6	1	2	0.33333333333333331	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	14	FTL	5	OPCs	OPCs	#56B4E9	circle_displayed	TRUE	TRUE	2	0.00022457626946523079	3.6486361366978612	3.6486361366978612	FALSE	1	1	6	6	1	2	0.33333333333333331	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	14	FTL	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	1	6	6	1	2	0.33333333333333331	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	14	FTL	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	1	6	6	1	2	0.33333333333333331	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	15	NCOA1	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	TRUE	1	1	6	6	1	1	0.16666666666666666	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	15	NCOA1	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	TRUE	1	1	6	6	1	1	0.16666666666666666	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	15	NCOA1	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	TRUE	1	1	6	6	1	1	0.16666666666666666	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	15	NCOA1	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	TRUE	1	1	6	6	1	1	0.16666666666666666	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	15	NCOA1	5	OPCs	OPCs	#56B4E9	circle_displayed	TRUE	TRUE	4	0.036631279138941819	1.4361479158076182	1.4361479158076182	TRUE	1	1	6	6	1	1	0.16666666666666666	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	15	NCOA1	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	TRUE	1	1	6	6	1	1	0.16666666666666666	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	15	NCOA1	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	TRUE	1	1	6	6	1	1	0.16666666666666666	1	1
